,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Annotation_0305
CELL.84,CELL.84,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,84,2,Immature MPEX
CELL.85,CELL.85,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,85,7,Immature DPEX
CELL.86,CELL.86,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,86,7,Immature DPEX
CELL.87,CELL.87,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,87,7,Immature DPEX
CELL.88,CELL.88,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,88,0,VLMC
CELL.89,CELL.89,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,89,7,Immature DPEX
CELL.90,CELL.90,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,90,7,Immature DPEX
CELL.91,CELL.91,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,91,15,Immature NPTXEX
CELL.92,CELL.92,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,92,7,Immature DPEX
CELL.93,CELL.93,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,93,7,DNBL2
CELL.94,CELL.94,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,94,7,Immature DPEX
CELL.95,CELL.95,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,95,7,Immature DPEX
CELL.96,CELL.96,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,96,7,Immature DPEX
CELL.97,CELL.97,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,97,2,Immature MPEX
CELL.98,CELL.98,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,98,7,Immature DPEX
CELL.99,CELL.99,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,99,7,Immature DPEX
CELL.100,CELL.100,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,100,0,VLMC
CELL.101,CELL.101,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,101,7,Immature DPEX
CELL.102,CELL.102,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,102,7,Immature DPEX
CELL.103,CELL.103,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,103,7,Immature DPEX
CELL.104,CELL.104,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,104,7,DNBL2
CELL.105,CELL.105,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,105,7,Immature DPEX
CELL.106,CELL.106,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,106,7,Immature DPEX
CELL.107,CELL.107,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,107,7,Immature DPEX
CELL.108,CELL.108,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,108,15,Immature NPTXEX
CELL.109,CELL.109,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,109,0,VLMC
CELL.110,CELL.110,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,110,7,Immature DPEX
CELL.111,CELL.111,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,111,7,Immature DPEX
CELL.112,CELL.112,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,112,7,Immature DPEX
CELL.113,CELL.113,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,113,7,DNBL2
CELL.114,CELL.114,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,114,7,Immature DPEX
CELL.115,CELL.115,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,115,7,Immature DPEX
CELL.116,CELL.116,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,116,0,VLMC
CELL.117,CELL.117,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,117,7,Immature DPEX
CELL.118,CELL.118,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,118,7,Immature DPEX
CELL.119,CELL.119,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,119,7,Immature DPEX
CELL.120,CELL.120,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,120,7,Immature DPEX
CELL.121,CELL.121,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,121,7,Immature DPEX
CELL.122,CELL.122,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,122,7,Immature DPEX
CELL.123,CELL.123,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,123,2,Immature MPEX
CELL.124,CELL.124,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,124,0,VLMC
CELL.125,CELL.125,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,125,7,Immature DPEX
CELL.126,CELL.126,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,126,7,Immature DPEX
CELL.127,CELL.127,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,127,7,Immature DPEX
CELL.128,CELL.128,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,128,7,Immature DPEX
CELL.129,CELL.129,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,129,15,Immature NPTXEX
CELL.130,CELL.130,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,130,7,Immature DPEX
CELL.131,CELL.131,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,131,7,Immature DPEX
CELL.132,CELL.132,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,132,7,Immature DPEX
CELL.133,CELL.133,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,133,15,Immature NPTXEX
CELL.134,CELL.134,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,134,7,Immature DPEX
CELL.135,CELL.135,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,135,7,Immature DPEX
CELL.136,CELL.136,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,136,7,Immature DPEX
CELL.137,CELL.137,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,137,7,Immature DPEX
CELL.138,CELL.138,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,138,7,Immature DPEX
CELL.139,CELL.139,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,139,0,VLMC
CELL.140,CELL.140,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,140,7,Immature DPEX
CELL.141,CELL.141,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,141,0,VLMC
CELL.142,CELL.142,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,142,7,Immature DPEX
CELL.143,CELL.143,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,143,7,Immature DPEX
CELL.144,CELL.144,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,144,7,Immature DPEX
CELL.145,CELL.145,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,145,7,Immature DPEX
CELL.146,CELL.146,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,146,7,Immature DPEX
CELL.147,CELL.147,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,147,15,Immature NPTXEX
CELL.148,CELL.148,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,148,7,Immature DPEX
CELL.149,CELL.149,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,149,7,Immature DPEX
CELL.150,CELL.150,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,150,0,VLMC
CELL.151,CELL.151,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,151,7,Immature DPEX
CELL.153,CELL.153,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,153,7,Immature DPEX
CELL.154,CELL.154,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,154,15,Immature NPTXEX
CELL.155,CELL.155,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,155,2,Immature MPEX
CELL.156,CELL.156,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,156,7,Immature DPEX
CELL.157,CELL.157,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,157,7,Immature DPEX
CELL.158,CELL.158,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,158,7,Immature DPEX
CELL.159,CELL.159,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,159,0,VLMC
CELL.160,CELL.160,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,160,7,Immature DPEX
CELL.161,CELL.161,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,161,7,Immature DPEX
CELL.162,CELL.162,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,162,7,DNBL2
CELL.163,CELL.163,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,163,7,DNBL2
CELL.164,CELL.164,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,164,0,VLMC
CELL.165,CELL.165,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,165,7,Immature DPEX
CELL.166,CELL.166,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,166,7,Immature DPEX
CELL.167,CELL.167,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,167,7,Immature DPEX
CELL.168,CELL.168,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,168,7,Immature DPEX
CELL.169,CELL.169,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,169,7,Immature DPEX
CELL.170,CELL.170,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,170,7,Immature DPEX
CELL.171,CELL.171,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,171,7,Immature DPEX
CELL.172,CELL.172,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,172,2,Immature MPEX
CELL.173,CELL.173,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,173,7,Immature DPEX
CELL.174,CELL.174,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,174,7,Immature DPEX
CELL.175,CELL.175,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,175,7,Immature DPEX
CELL.176,CELL.176,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,176,7,Immature DPEX
CELL.177,CELL.177,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,177,7,Immature DPEX
CELL.178,CELL.178,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,178,7,DNBL2
CELL.179,CELL.179,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,179,2,Immature MPEX
CELL.180,CELL.180,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,180,7,Immature DPEX
CELL.181,CELL.181,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,181,0,VLMC
CELL.182,CELL.182,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,182,7,Immature DPEX
CELL.183,CELL.183,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,183,7,Immature DPEX
CELL.184,CELL.184,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,184,7,Immature DPEX
CELL.185,CELL.185,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,185,7,Immature DPEX
CELL.186,CELL.186,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,186,7,Immature DPEX
CELL.187,CELL.187,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,187,7,Immature DPEX
CELL.188,CELL.188,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,188,7,Immature DPEX
CELL.189,CELL.189,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,189,7,Immature DPEX
CELL.190,CELL.190,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,190,7,Immature DPEX
CELL.191,CELL.191,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,191,7,DNBL2
CELL.192,CELL.192,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,192,7,Immature DPEX
CELL.193,CELL.193,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,193,7,Immature DPEX
CELL.194,CELL.194,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,194,7,Immature DPEX
CELL.195,CELL.195,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,195,7,Immature DPEX
CELL.196,CELL.196,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,196,7,Immature DPEX
CELL.197,CELL.197,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,197,2,Immature MPEX
CELL.198,CELL.198,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,198,7,Immature DPEX
CELL.199,CELL.199,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,199,0,Immature DPEX
CELL.200,CELL.200,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,200,0,VLMC
CELL.201,CELL.201,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,201,2,Immature MPEX
CELL.202,CELL.202,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,202,7,Immature DPEX
CELL.203,CELL.203,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,203,7,Immature DPEX
CELL.204,CELL.204,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,204,0,Immature DPEX
CELL.205,CELL.205,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,205,7,Immature DPEX
CELL.206,CELL.206,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,206,7,Immature DPEX
CELL.207,CELL.207,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,207,0,VLMC
CELL.208,CELL.208,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,208,7,Immature DPEX
CELL.209,CELL.209,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,209,2,Immature MPEX
CELL.210,CELL.210,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,210,15,Immature NPTXEX
CELL.211,CELL.211,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,211,7,Immature DPEX
CELL.212,CELL.212,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,212,7,Immature DPEX
CELL.213,CELL.213,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,213,2,Immature MPEX
CELL.214,CELL.214,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,214,7,DNBL2
CELL.215,CELL.215,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,215,7,Immature DPEX
CELL.216,CELL.216,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,216,7,Immature DPEX
CELL.217,CELL.217,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,217,7,Immature DPEX
CELL.218,CELL.218,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,218,0,VLMC
CELL.219,CELL.219,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,219,0,VLMC
CELL.220,CELL.220,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,220,7,Immature DPEX
CELL.221,CELL.221,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,221,7,Immature DPEX
CELL.222,CELL.222,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,222,15,Immature NPTXEX
CELL.223,CELL.223,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,223,0,VLMC
CELL.224,CELL.224,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,224,7,Immature DPEX
CELL.225,CELL.225,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,225,7,Immature DPEX
CELL.226,CELL.226,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,226,7,Immature DPEX
CELL.227,CELL.227,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,227,2,Immature MPEX
CELL.228,CELL.228,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,228,7,DNBL2
CELL.229,CELL.229,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,229,7,Immature DPEX
CELL.230,CELL.230,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,230,7,Immature DPEX
CELL.231,CELL.231,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,231,7,Immature DPEX
CELL.232,CELL.232,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,232,7,Immature DPEX
CELL.233,CELL.233,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,233,7,Immature DPEX
CELL.234,CELL.234,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,234,7,Immature DPEX
CELL.235,CELL.235,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,235,7,Immature DPEX
CELL.236,CELL.236,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,236,15,Immature NPTXEX
CELL.237,CELL.237,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,237,0,VLMC
CELL.238,CELL.238,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,238,15,Immature NPTXEX
CELL.239,CELL.239,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,239,2,Immature MPEX
CELL.240,CELL.240,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,240,5,DNBL2
CELL.241,CELL.241,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,241,7,Immature DPEX
CELL.242,CELL.242,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,242,7,Immature DPEX
CELL.243,CELL.243,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,243,7,Immature DPEX
CELL.244,CELL.244,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,244,7,Immature DPEX
CELL.245,CELL.245,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,245,15,Immature NPTXEX
CELL.246,CELL.246,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,246,7,Immature DPEX
CELL.247,CELL.247,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,247,2,Immature MPEX
CELL.248,CELL.248,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,248,7,DNBL2
CELL.249,CELL.249,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,249,15,Immature NPTXEX
CELL.250,CELL.250,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,250,0,VLMC
CELL.251,CELL.251,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,251,2,Immature MPEX
CELL.252,CELL.252,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,252,7,Immature DPEX
CELL.253,CELL.253,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,253,7,Immature DPEX
CELL.254,CELL.254,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,254,7,Immature DPEX
CELL.255,CELL.255,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,255,7,DNBL2
CELL.256,CELL.256,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,256,7,DNBL2
CELL.257,CELL.257,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,257,7,Immature DPEX
CELL.258,CELL.258,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,258,7,Immature DPEX
CELL.259,CELL.259,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,259,0,VLMC
CELL.260,CELL.260,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,260,7,Immature DPEX
CELL.261,CELL.261,5,Stage57_telencephalon_rep2_DP8400015649BRD5_1,261,7,DNBL2
