,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Annotation_0305
CELL.29,CELL.29,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,29,4,Immature NPTXEX
CELL.32,CELL.32,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,32,0,Immature CCKIN
CELL.33,CELL.33,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,33,4,Immature NPTXEX
CELL.34,CELL.34,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,34,0,VLMC
CELL.35,CELL.35,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,35,4,Immature NPTXEX
CELL.36,CELL.36,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,36,4,Immature NPTXEX
CELL.37,CELL.37,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,37,4,Immature NPTXEX
CELL.38,CELL.38,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,38,4,Immature NPTXEX
CELL.39,CELL.39,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,39,4,Immature NPTXEX
CELL.40,CELL.40,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,40,0,VLMC
CELL.41,CELL.41,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,41,0,VLMC
CELL.42,CELL.42,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,42,0,VLMC
CELL.43,CELL.43,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,43,4,Immature NPTXEX
CELL.44,CELL.44,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,44,0,Immature CCKIN
CELL.45,CELL.45,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,45,4,Immature NPTXEX
CELL.46,CELL.46,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,46,4,Immature NPTXEX
CELL.47,CELL.47,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,47,4,Immature NPTXEX
CELL.48,CELL.48,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,48,4,Immature NPTXEX
CELL.50,CELL.50,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,50,4,Immature NPTXEX
CELL.51,CELL.51,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,51,0,VLMC
CELL.52,CELL.52,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,52,6,Immature DPEX
CELL.53,CELL.53,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,53,4,Immature NPTXEX
CELL.54,CELL.54,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,54,4,Immature NPTXEX
CELL.55,CELL.55,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,55,0,VLMC
CELL.56,CELL.56,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,56,0,VLMC
CELL.57,CELL.57,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,57,4,Immature NPTXEX
CELL.59,CELL.59,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,59,0,VLMC
CELL.60,CELL.60,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,60,4,Immature NPTXEX
CELL.62,CELL.62,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,62,4,DNBL4
CELL.63,CELL.63,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,63,0,VLMC
CELL.64,CELL.64,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,64,0,VLMC
CELL.65,CELL.65,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,65,4,Immature NPTXEX
CELL.66,CELL.66,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,66,4,Immature NPTXEX
CELL.67,CELL.67,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,67,4,DNBL4
CELL.68,CELL.68,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,68,4,Immature NPTXEX
CELL.69,CELL.69,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,69,4,Immature NPTXEX
CELL.70,CELL.70,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,70,4,Immature NPTXEX
CELL.71,CELL.71,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,71,4,Immature NPTXEX
CELL.72,CELL.72,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,72,4,Immature NPTXEX
CELL.74,CELL.74,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,74,4,Immature NPTXEX
CELL.76,CELL.76,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,76,4,Immature NPTXEX
CELL.77,CELL.77,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,77,4,Immature NPTXEX
CELL.78,CELL.78,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,78,0,VLMC
CELL.79,CELL.79,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,79,0,VLMC
CELL.80,CELL.80,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,80,4,Immature NPTXEX
CELL.81,CELL.81,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,81,4,Immature NPTXEX
CELL.82,CELL.82,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,82,4,DNBL4
CELL.83,CELL.83,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,83,4,Immature NPTXEX
CELL.84,CELL.84,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,84,0,VLMC
CELL.85,CELL.85,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,85,4,Immature NPTXEX
CELL.86,CELL.86,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,86,0,VLMC
CELL.87,CELL.87,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,87,4,Immature NPTXEX
CELL.88,CELL.88,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,88,4,DNBL4
CELL.89,CELL.89,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,89,4,Immature NPTXEX
CELL.90,CELL.90,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,90,4,Immature NPTXEX
CELL.91,CELL.91,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,91,4,DNBL4
CELL.92,CELL.92,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,92,4,Immature NPTXEX
CELL.93,CELL.93,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,93,4,Immature NPTXEX
CELL.94,CELL.94,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,94,9,DNBL4
CELL.95,CELL.95,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,95,4,DNBL4
CELL.96,CELL.96,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,96,4,Immature NPTXEX
CELL.98,CELL.98,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,98,0,VLMC
CELL.99,CELL.99,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,99,4,Immature NPTXEX
CELL.100,CELL.100,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,100,4,Immature NPTXEX
CELL.101,CELL.101,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,101,4,DNBL4
CELL.102,CELL.102,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,102,0,VLMC
CELL.103,CELL.103,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,103,0,VLMC
CELL.104,CELL.104,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,104,0,VLMC
CELL.105,CELL.105,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,105,4,DNBL4
CELL.106,CELL.106,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,106,4,Immature NPTXEX
CELL.107,CELL.107,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,107,4,Immature NPTXEX
CELL.108,CELL.108,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,108,4,Immature NPTXEX
CELL.109,CELL.109,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,109,0,VLMC
CELL.110,CELL.110,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,110,4,Immature NPTXEX
CELL.111,CELL.111,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,111,4,Immature NPTXEX
CELL.112,CELL.112,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,112,4,Immature NPTXEX
CELL.114,CELL.114,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,114,9,DNBL4
CELL.115,CELL.115,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,115,4,Immature NPTXEX
CELL.116,CELL.116,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,116,4,Immature NPTXEX
CELL.117,CELL.117,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,117,4,DNBL4
CELL.118,CELL.118,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,118,4,Immature NPTXEX
CELL.119,CELL.119,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,119,4,Immature NPTXEX
CELL.120,CELL.120,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,120,0,VLMC
CELL.121,CELL.121,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,121,4,Immature NPTXEX
CELL.122,CELL.122,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,122,4,DNBL4
CELL.123,CELL.123,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,123,4,Immature NPTXEX
CELL.124,CELL.124,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,124,4,Immature NPTXEX
CELL.125,CELL.125,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,125,0,VLMC
CELL.126,CELL.126,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,126,4,Immature NPTXEX
CELL.127,CELL.127,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,127,4,Immature NPTXEX
CELL.128,CELL.128,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,128,9,DNBL4
CELL.129,CELL.129,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,129,4,Immature NPTXEX
CELL.130,CELL.130,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,130,9,DNBL4
CELL.131,CELL.131,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,131,0,VLMC
CELL.133,CELL.133,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,133,9,DNBL4
CELL.134,CELL.134,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,134,0,VLMC
CELL.135,CELL.135,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,135,9,DNBL4
CELL.136,CELL.136,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,136,4,Immature NPTXEX
CELL.137,CELL.137,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,137,4,Immature NPTXEX
CELL.138,CELL.138,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,138,0,VLMC
CELL.139,CELL.139,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,139,4,Immature NPTXEX
CELL.140,CELL.140,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,140,0,VLMC
CELL.141,CELL.141,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,141,9,DNBL4
CELL.142,CELL.142,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,142,9,DNBL4
CELL.143,CELL.143,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,143,4,Immature NPTXEX
CELL.144,CELL.144,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,144,6,Immature DPEX
CELL.145,CELL.145,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,145,4,DNBL4
CELL.146,CELL.146,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,146,4,Immature NPTXEX
CELL.147,CELL.147,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,147,4,Immature NPTXEX
CELL.148,CELL.148,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,148,12,DNBL2
CELL.149,CELL.149,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,149,4,Immature NPTXEX
CELL.150,CELL.150,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,150,0,VLMC
CELL.151,CELL.151,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,151,9,DNBL4
CELL.152,CELL.152,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,152,4,Immature NPTXEX
CELL.153,CELL.153,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,153,4,Immature NPTXEX
CELL.154,CELL.154,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,154,4,Immature NPTXEX
CELL.155,CELL.155,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,155,6,Immature DPEX
CELL.156,CELL.156,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,156,9,DEGC
CELL.157,CELL.157,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,157,0,VLMC
CELL.158,CELL.158,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,158,9,DNBL4
CELL.159,CELL.159,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,159,9,DNBL4
CELL.160,CELL.160,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,160,4,Immature NPTXEX
CELL.161,CELL.161,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,161,4,Immature NPTXEX
CELL.162,CELL.162,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,162,0,VLMC
CELL.163,CELL.163,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,163,4,Immature NPTXEX
CELL.164,CELL.164,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,164,0,VLMC
CELL.165,CELL.165,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,165,9,DNBL4
CELL.166,CELL.166,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,166,4,Immature NPTXEX
CELL.167,CELL.167,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,167,6,Immature DPEX
CELL.168,CELL.168,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,168,4,Immature NPTXEX
CELL.169,CELL.169,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,169,4,Immature NPTXEX
CELL.170,CELL.170,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,170,4,Immature NPTXEX
CELL.171,CELL.171,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,171,0,Immature CCKIN
CELL.172,CELL.172,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,172,4,Immature NPTXEX
CELL.173,CELL.173,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,173,0,VLMC
CELL.174,CELL.174,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,174,6,Immature DPEX
CELL.175,CELL.175,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,175,9,DEGC
CELL.176,CELL.176,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,176,4,DNBL4
CELL.177,CELL.177,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,177,9,DEGC
CELL.178,CELL.178,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,178,9,DEGC
CELL.179,CELL.179,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,179,9,DNBL4
CELL.180,CELL.180,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,180,6,Immature DPEX
CELL.181,CELL.181,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,181,6,Immature DPEX
CELL.182,CELL.182,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,182,9,DNBL4
CELL.183,CELL.183,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,183,4,Immature NPTXEX
CELL.185,CELL.185,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,185,4,Immature NPTXEX
CELL.186,CELL.186,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,186,4,Immature NPTXEX
CELL.187,CELL.187,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,187,4,Immature NPTXEX
CELL.188,CELL.188,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,188,8,Immature CCKIN
CELL.189,CELL.189,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,189,12,DNBL2
CELL.190,CELL.190,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,190,9,DEGC
CELL.192,CELL.192,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,192,0,Immature CCKIN
CELL.193,CELL.193,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,193,6,Immature DPEX
CELL.194,CELL.194,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,194,9,DNBL4
CELL.195,CELL.195,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,195,3,DNBL4
CELL.196,CELL.196,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,196,8,Immature CCKIN
CELL.197,CELL.197,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,197,4,Immature NPTXEX
CELL.198,CELL.198,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,198,6,DNBL2
CELL.199,CELL.199,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,199,4,Immature NPTXEX
CELL.200,CELL.200,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,200,8,Immature CCKIN
CELL.201,CELL.201,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,201,9,DNBL4
CELL.202,CELL.202,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,202,0,Immature CCKIN
CELL.203,CELL.203,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,203,0,VLMC
CELL.204,CELL.204,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,204,6,Immature DPEX
CELL.205,CELL.205,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,205,9,DEGC
CELL.207,CELL.207,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,207,12,DNBL2
CELL.208,CELL.208,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,208,9,DEGC
CELL.209,CELL.209,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,209,9,DNBL4
CELL.210,CELL.210,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,210,4,Immature NPTXEX
CELL.211,CELL.211,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,211,4,Immature NPTXEX
CELL.212,CELL.212,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,212,9,DEGC
CELL.213,CELL.213,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,213,9,DEGC
CELL.214,CELL.214,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,214,6,Immature DPEX
CELL.215,CELL.215,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,215,0,Immature CCKIN
CELL.216,CELL.216,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,216,4,Immature NPTXEX
CELL.217,CELL.217,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,217,0,VLMC
CELL.218,CELL.218,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,218,9,DEGC
CELL.219,CELL.219,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,219,6,DNBL2
CELL.220,CELL.220,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,220,9,DEGC
CELL.221,CELL.221,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,221,8,Immature CCKIN
CELL.222,CELL.222,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,222,0,VLMC
CELL.223,CELL.223,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,223,9,DNBL4
CELL.224,CELL.224,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,224,3,DNBL1
CELL.225,CELL.225,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,225,8,Immature CCKIN
CELL.226,CELL.226,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,226,6,Immature DPEX
CELL.227,CELL.227,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,227,1,Immature DMIN
CELL.229,CELL.229,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,229,8,Immature CCKIN
CELL.230,CELL.230,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,230,9,DEGC
CELL.231,CELL.231,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,231,9,DNBL4
CELL.232,CELL.232,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,232,9,DNBL4
CELL.233,CELL.233,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,233,8,Immature CCKIN
CELL.234,CELL.234,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,234,6,Immature DPEX
CELL.235,CELL.235,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,235,4,Immature NPTXEX
CELL.236,CELL.236,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,236,0,VLMC
CELL.237,CELL.237,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,237,9,DEGC
CELL.238,CELL.238,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,238,6,Immature DPEX
CELL.239,CELL.239,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,239,8,Immature CCKIN
CELL.240,CELL.240,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,240,4,Immature NPTXEX
CELL.241,CELL.241,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,241,9,DEGC
CELL.242,CELL.242,6,Stage54_telencephalon_rep2_DP8400015649BRD6_2,242,4,Immature NPTXEX
CELL.243,CELL.243,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,243,6,DNBL2
CELL.244,CELL.244,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,244,9,DNBL4
CELL.245,CELL.245,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,245,0,VLMC
CELL.246,CELL.246,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,246,6,Immature DPEX
CELL.247,CELL.247,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,247,9,DNBL4
CELL.248,CELL.248,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,248,0,VLMC
CELL.249,CELL.249,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,249,8,Immature CCKIN
CELL.250,CELL.250,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,250,9,DEGC
CELL.251,CELL.251,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,251,13,CP
CELL.252,CELL.252,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,252,3,DNBL1
CELL.253,CELL.253,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,253,8,Immature CCKIN
CELL.254,CELL.254,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,254,4,DNBL4
CELL.255,CELL.255,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,255,9,DEGC
CELL.256,CELL.256,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,256,3,DNBL1
CELL.257,CELL.257,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,257,8,Immature CCKIN
CELL.258,CELL.258,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,258,6,DNBL2
CELL.259,CELL.259,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,259,9,DNBL4
CELL.260,CELL.260,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,260,8,Immature CCKIN
CELL.261,CELL.261,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,261,3,DNBL1
CELL.262,CELL.262,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,262,0,VLMC
CELL.263,CELL.263,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,263,6,Immature DPEX
CELL.264,CELL.264,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,264,6,DNBL2
CELL.265,CELL.265,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,265,3,DNBL1
CELL.266,CELL.266,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,266,9,DEGC
CELL.267,CELL.267,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,267,1,Immature DMIN
CELL.268,CELL.268,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,268,0,VLMC
CELL.269,CELL.269,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,269,9,DEGC
CELL.270,CELL.270,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,270,1,Immature DMIN
CELL.271,CELL.271,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,271,8,Immature CCKIN
CELL.272,CELL.272,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,272,6,DNBL2
CELL.273,CELL.273,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,273,9,DNBL4
CELL.275,CELL.275,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,275,6,Immature DPEX
CELL.276,CELL.276,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,276,9,DNBL4
CELL.277,CELL.277,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,277,0,VLMC
CELL.278,CELL.278,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,278,9,DEGC
CELL.279,CELL.279,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,279,1,Immature DMIN
CELL.280,CELL.280,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,280,9,DEGC
CELL.281,CELL.281,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,281,3,DNBL1
CELL.283,CELL.283,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,283,6,Immature DPEX
CELL.284,CELL.284,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,284,9,DNBL4
