,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,x_center,y_center,inj_uninj,D_V,inj_M_L,Annotation_Final,Annotation_0306
CELL.54,CELL.54,5,Injury_5DPI_rep1_SS200000147BL_D2,54,3,244.0,3584.0,uninj,V,NO,VLMC,VLMC
CELL.57,CELL.57,5,Injury_5DPI_rep1_SS200000147BL_D2,57,3,250.0,3610.0,uninj,V,NO,VLMC,VLMC
CELL.58,CELL.58,5,Injury_5DPI_rep1_SS200000147BL_D2,58,3,256.0,5050.0,uninj,V,NO,VLMC,VLMC
CELL.59,CELL.59,5,Injury_5DPI_rep1_SS200000147BL_D2,59,3,256.0,3719.0,uninj,V,NO,VLMC,VLMC
CELL.64,CELL.64,7,Injury_5DPI_rep1_SS200000147BL_D2,64,5,302.0,3853.0,uninj,V,NO,CCKIN,CCKIN
CELL.66,CELL.66,5,Injury_5DPI_rep1_SS200000147BL_D2,66,3,302.0,1820.0,inj,V,NO,VLMC,VLMC
CELL.67,CELL.67,5,Injury_5DPI_rep1_SS200000147BL_D2,67,3,304.0,1917.0,inj,V,NO,VLMC,VLMC
CELL.68,CELL.68,5,Injury_5DPI_rep1_SS200000147BL_D2,68,3,304.0,5160.0,uninj,V,NO,VLMC,VLMC
CELL.69,CELL.69,5,Injury_5DPI_rep1_SS200000147BL_D2,69,3,313.0,3605.0,uninj,V,NO,VLMC,VLMC
CELL.70,CELL.70,5,Injury_5DPI_rep1_SS200000147BL_D2,70,3,316.0,2130.0,inj,V,NO,VLMC,VLMC
CELL.71,CELL.71,5,Injury_5DPI_rep1_SS200000147BL_D2,71,12,317.0,3925.0,uninj,V,NO,VLMC,VLMC
CELL.72,CELL.72,5,Injury_5DPI_rep1_SS200000147BL_D2,72,3,320.0,2231.0,inj,V,NO,VLMC,VLMC
CELL.73,CELL.73,5,Injury_5DPI_rep1_SS200000147BL_D2,73,3,320.0,1904.0,inj,V,NO,VLMC,VLMC
CELL.77,CELL.77,5,Injury_5DPI_rep1_SS200000147BL_D2,77,3,332.0,2048.0,inj,V,NO,VLMC,VLMC
CELL.78,CELL.78,6,Injury_5DPI_rep1_SS200000147BL_D2,78,2,342.0,1843.0,inj,V,NO,CCKIN,CCKIN
CELL.81,CELL.81,5,Injury_5DPI_rep1_SS200000147BL_D2,81,12,344.0,1700.0,inj,V,NO,VLMC,VLMC
CELL.82,CELL.82,5,Injury_5DPI_rep1_SS200000147BL_D2,82,3,338.0,2267.0,inj,V,NO,VLMC,VLMC
CELL.83,CELL.83,5,Injury_5DPI_rep1_SS200000147BL_D2,83,3,339.0,1972.0,inj,V,NO,VLMC,VLMC
CELL.84,CELL.84,5,Injury_5DPI_rep1_SS200000147BL_D2,84,12,340.0,1649.0,inj,V,NO,VLMC,VLMC
CELL.85,CELL.85,5,Injury_5DPI_rep1_SS200000147BL_D2,85,3,344.0,2087.0,inj,V,NO,VLMC,VLMC
CELL.86,CELL.86,5,Injury_5DPI_rep1_SS200000147BL_D2,86,12,346.0,1678.0,inj,V,NO,VLMC,VLMC
CELL.88,CELL.88,7,Injury_5DPI_rep1_SS200000147BL_D2,88,3,352.0,2193.0,inj,V,NO,VLMC,VLMC
CELL.89,CELL.89,5,Injury_5DPI_rep1_SS200000147BL_D2,89,3,364.0,1645.0,inj,V,NO,VLMC,VLMC
CELL.90,CELL.90,5,Injury_5DPI_rep1_SS200000147BL_D2,90,3,373.0,5252.0,uninj,V,NO,VLMC,VLMC
CELL.91,CELL.91,5,Injury_5DPI_rep1_SS200000147BL_D2,91,2,368.0,4711.0,uninj,V,NO,CMPN,CMPN
CELL.92,CELL.92,5,Injury_5DPI_rep1_SS200000147BL_D2,92,3,365.0,4988.0,uninj,V,NO,VLMC,VLMC
CELL.93,CELL.93,5,Injury_5DPI_rep1_SS200000147BL_D2,93,12,365.0,1679.0,inj,V,NO,VLMC,VLMC
CELL.94,CELL.94,5,Injury_5DPI_rep1_SS200000147BL_D2,94,3,368.0,3529.0,uninj,V,NO,VLMC,VLMC
CELL.95,CELL.95,5,Injury_5DPI_rep1_SS200000147BL_D2,95,12,372.0,1502.0,inj,V,NO,VLMC,VLMC
CELL.96,CELL.96,6,Injury_5DPI_rep1_SS200000147BL_D2,96,2,374.0,4597.0,uninj,V,NO,CMPN,CMPN
CELL.98,CELL.98,5,Injury_5DPI_rep1_SS200000147BL_D2,98,12,370.0,3942.0,uninj,V,NO,VLMC,VLMC
CELL.99,CELL.99,7,Injury_5DPI_rep1_SS200000147BL_D2,99,3,375.0,2254.0,inj,V,NO,VLMC,VLMC
CELL.100,CELL.100,5,Injury_5DPI_rep1_SS200000147BL_D2,100,15,376.0,4751.0,uninj,V,NO,Microglia,MCG
CELL.101,CELL.101,5,Injury_5DPI_rep1_SS200000147BL_D2,101,3,370.0,2279.0,inj,V,NO,VLMC,VLMC
CELL.106,CELL.106,6,Injury_5DPI_rep1_SS200000147BL_D2,106,5,385.0,4670.0,uninj,V,NO,CCKIN,CCKIN
CELL.107,CELL.107,5,Injury_5DPI_rep1_SS200000147BL_D2,107,3,384.0,5232.0,uninj,V,NO,VLMC,VLMC
CELL.109,CELL.109,5,Injury_5DPI_rep1_SS200000147BL_D2,109,3,396.0,1436.0,inj,V,NO,VLMC,VLMC
CELL.110,CELL.110,7,Injury_5DPI_rep1_SS200000147BL_D2,110,2,391.0,4290.0,uninj,V,NO,VLMC,VLMC
CELL.112,CELL.112,6,Injury_5DPI_rep1_SS200000147BL_D2,112,3,396.0,4620.0,uninj,V,NO,VLMC,VLMC
CELL.114,CELL.114,5,Injury_5DPI_rep1_SS200000147BL_D2,114,3,403.0,1411.0,inj,V,NO,VLMC,VLMC
CELL.116,CELL.116,5,Injury_5DPI_rep1_SS200000147BL_D2,116,3,408.0,1306.0,inj,V,NO,VLMC,VLMC
CELL.120,CELL.120,5,Injury_5DPI_rep1_SS200000147BL_D2,120,12,406.0,5014.0,uninj,V,NO,VLMC,VLMC
CELL.121,CELL.121,6,Injury_5DPI_rep1_SS200000147BL_D2,121,3,405.0,4643.0,uninj,V,NO,VLMC,VLMC
CELL.123,CELL.123,6,Injury_5DPI_rep1_SS200000147BL_D2,123,3,406.0,4602.0,uninj,V,NO,VLMC,VLMC
CELL.126,CELL.126,5,Injury_5DPI_rep1_SS200000147BL_D2,126,2,409.0,4717.0,uninj,V,NO,CMPN,CMPN
CELL.129,CELL.129,5,Injury_5DPI_rep1_SS200000147BL_D2,129,3,411.0,2445.0,inj,V,NO,VLMC,VLMC
CELL.130,CELL.130,5,Injury_5DPI_rep1_SS200000147BL_D2,130,3,416.0,2413.0,inj,V,NO,VLMC,VLMC
CELL.133,CELL.133,4,Injury_5DPI_rep1_SS200000147BL_D2,133,2,420.0,4578.0,uninj,V,NO,CMPN,CMPN
CELL.134,CELL.134,4,Injury_5DPI_rep1_SS200000147BL_D2,134,5,420.0,4504.0,uninj,V,NO,CCKIN,CCKIN
CELL.135,CELL.135,5,Injury_5DPI_rep1_SS200000147BL_D2,135,3,421.0,2472.0,inj,V,NO,VLMC,VLMC
CELL.136,CELL.136,4,Injury_5DPI_rep1_SS200000147BL_D2,136,5,422.0,4688.0,uninj,V,NO,CCKIN,CCKIN
CELL.137,CELL.137,5,Injury_5DPI_rep1_SS200000147BL_D2,137,3,421.0,1396.0,inj,V,NO,VLMC,VLMC
CELL.138,CELL.138,6,Injury_5DPI_rep1_SS200000147BL_D2,138,15,431.0,4090.0,uninj,V,NO,Microglia,MCG
CELL.139,CELL.139,4,Injury_5DPI_rep1_SS200000147BL_D2,139,2,431.0,4469.0,uninj,V,NO,CMPN,CMPN
CELL.141,CELL.141,4,Injury_5DPI_rep1_SS200000147BL_D2,141,17,437.0,4661.0,uninj,V,NO,CCKIN,CCKIN
CELL.143,CELL.143,4,Injury_5DPI_rep1_SS200000147BL_D2,143,2,432.0,4354.0,uninj,V,NO,CMPN,CMPN
CELL.144,CELL.144,5,Injury_5DPI_rep1_SS200000147BL_D2,144,3,428.0,1350.0,inj,V,NO,VLMC,VLMC
CELL.145,CELL.145,5,Injury_5DPI_rep1_SS200000147BL_D2,145,3,430.0,1324.0,inj,V,NO,VLMC,VLMC
CELL.146,CELL.146,4,Injury_5DPI_rep1_SS200000147BL_D2,146,2,446.0,4385.0,uninj,V,NO,CMPN,CMPN
CELL.148,CELL.148,7,Injury_5DPI_rep1_SS200000147BL_D2,148,17,449.0,4436.0,uninj,V,NO,CCKIN,CCKIN
CELL.151,CELL.151,4,Injury_5DPI_rep1_SS200000147BL_D2,151,5,454.0,4497.0,uninj,V,NO,CCKIN,CCKIN
CELL.152,CELL.152,7,Injury_5DPI_rep1_SS200000147BL_D2,152,2,459.0,4159.0,uninj,V,NO,CMPN,CMPN
CELL.153,CELL.153,4,Injury_5DPI_rep1_SS200000147BL_D2,153,17,465.0,4701.0,uninj,V,NO,CCKIN,CCKIN
CELL.154,CELL.154,4,Injury_5DPI_rep1_SS200000147BL_D2,154,2,466.0,4345.0,uninj,V,NO,CMPN,CMPN
CELL.156,CELL.156,4,Injury_5DPI_rep1_SS200000147BL_D2,156,2,467.0,4241.0,uninj,V,NO,NPYIN,NPYIN
CELL.158,CELL.158,4,Injury_5DPI_rep1_SS200000147BL_D2,158,2,471.0,4279.0,uninj,V,NO,CMPN,CMPN
CELL.159,CELL.159,4,Injury_5DPI_rep1_SS200000147BL_D2,159,2,468.0,4850.0,uninj,V,NO,CMPN,CMPN
CELL.160,CELL.160,6,Injury_5DPI_rep1_SS200000147BL_D2,160,2,472.0,3459.0,uninj,V,NO,SSTIN,SSTIN
CELL.161,CELL.161,4,Injury_5DPI_rep1_SS200000147BL_D2,161,15,472.0,4064.0,uninj,V,NO,Microglia,MCG
CELL.164,CELL.164,4,Injury_5DPI_rep1_SS200000147BL_D2,164,11,473.0,4652.0,uninj,V,NO,SSTIN,SSTIN
CELL.165,CELL.165,4,Injury_5DPI_rep1_SS200000147BL_D2,165,2,479.0,4510.0,uninj,V,NO,CMPN,CMPN
CELL.166,CELL.166,4,Injury_5DPI_rep1_SS200000147BL_D2,166,17,476.0,4722.0,uninj,V,NO,CCKIN,CCKIN
CELL.167,CELL.167,4,Injury_5DPI_rep1_SS200000147BL_D2,167,17,476.0,4770.0,uninj,V,NO,CCKIN,CCKIN
CELL.168,CELL.168,4,Injury_5DPI_rep1_SS200000147BL_D2,168,17,480.0,4419.0,uninj,V,NO,CCKIN,CCKIN
CELL.170,CELL.170,5,Injury_5DPI_rep1_SS200000147BL_D2,170,3,486.0,2588.0,inj,V,NO,VLMC,VLMC
CELL.171,CELL.171,4,Injury_5DPI_rep1_SS200000147BL_D2,171,17,483.0,4363.0,uninj,V,NO,CCKIN,CCKIN
CELL.172,CELL.172,4,Injury_5DPI_rep1_SS200000147BL_D2,172,5,486.0,4681.0,uninj,V,NO,CCKIN,CCKIN
CELL.173,CELL.173,4,Injury_5DPI_rep1_SS200000147BL_D2,173,2,487.0,4323.0,uninj,V,NO,CMPN,CMPN
CELL.174,CELL.174,4,Injury_5DPI_rep1_SS200000147BL_D2,174,2,485.0,4476.0,uninj,V,NO,CMPN,CMPN
CELL.175,CELL.175,4,Injury_5DPI_rep1_SS200000147BL_D2,175,17,484.0,4567.0,uninj,V,NO,CCKIN,CCKIN
CELL.176,CELL.176,6,Injury_5DPI_rep1_SS200000147BL_D2,176,5,493.0,4820.0,uninj,V,NO,CCKIN,CCKIN
CELL.177,CELL.177,5,Injury_5DPI_rep1_SS200000147BL_D2,177,3,488.0,2567.0,inj,V,NO,VLMC,VLMC
CELL.178,CELL.178,7,Injury_5DPI_rep1_SS200000147BL_D2,178,2,497.0,3451.0,uninj,V,NO,MPEX,MPEX
CELL.179,CELL.179,6,Injury_5DPI_rep1_SS200000147BL_D2,179,2,497.0,4292.0,uninj,V,NO,CMPN,CMPN
CELL.181,CELL.181,5,Injury_5DPI_rep1_SS200000147BL_D2,181,3,511.0,3389.0,uninj,V,NO,VLMC,VLMC
CELL.182,CELL.182,5,Injury_5DPI_rep1_SS200000147BL_D2,182,3,502.0,2608.0,inj,V,NO,VLMC,VLMC
CELL.183,CELL.183,5,Injury_5DPI_rep1_SS200000147BL_D2,183,3,504.0,1223.0,inj,V,NO,VLMC,VLMC
CELL.184,CELL.184,4,Injury_5DPI_rep1_SS200000147BL_D2,184,2,498.0,4739.0,uninj,V,NO,CMPN,CMPN
CELL.185,CELL.185,6,Injury_5DPI_rep1_SS200000147BL_D2,185,2,501.0,4964.0,uninj,V,NO,CMPN,CMPN
CELL.186,CELL.186,6,Injury_5DPI_rep1_SS200000147BL_D2,186,2,500.0,4127.0,uninj,V,NO,CMPN,CMPN
CELL.187,CELL.187,4,Injury_5DPI_rep1_SS200000147BL_D2,187,17,496.0,4531.0,uninj,V,NO,CCKIN,CCKIN
CELL.189,CELL.189,4,Injury_5DPI_rep1_SS200000147BL_D2,189,5,505.0,4847.0,uninj,V,NO,CCKIN,CCKIN
CELL.190,CELL.190,4,Injury_5DPI_rep1_SS200000147BL_D2,190,5,505.0,4791.0,uninj,V,NO,CCKIN,CCKIN
CELL.191,CELL.191,4,Injury_5DPI_rep1_SS200000147BL_D2,191,5,518.0,4643.0,uninj,V,NO,CCKIN,CCKIN
CELL.192,CELL.192,4,Injury_5DPI_rep1_SS200000147BL_D2,192,11,509.0,4667.0,uninj,V,NO,SSTIN,SSTIN
CELL.193,CELL.193,4,Injury_5DPI_rep1_SS200000147BL_D2,193,2,504.0,4266.0,uninj,V,NO,CMPN,CMPN
CELL.194,CELL.194,6,Injury_5DPI_rep1_SS200000147BL_D2,194,17,511.0,4414.0,uninj,V,NO,CCKIN,CCKIN
CELL.195,CELL.195,4,Injury_5DPI_rep1_SS200000147BL_D2,195,2,519.0,4233.0,uninj,V,NO,CMPN,CMPN
CELL.197,CELL.197,5,Injury_5DPI_rep1_SS200000147BL_D2,197,3,513.0,5371.0,uninj,V,NO,VLMC,VLMC
CELL.198,CELL.198,4,Injury_5DPI_rep1_SS200000147BL_D2,198,17,512.0,4555.0,uninj,V,NO,CCKIN,CCKIN
CELL.199,CELL.199,5,Injury_5DPI_rep1_SS200000147BL_D2,199,3,515.0,3406.0,uninj,V,NO,VLMC,VLMC
CELL.200,CELL.200,6,Injury_5DPI_rep1_SS200000147BL_D2,200,17,518.0,4592.0,uninj,V,NO,CCKIN,CCKIN
CELL.201,CELL.201,6,Injury_5DPI_rep1_SS200000147BL_D2,201,17,519.0,4492.0,uninj,V,NO,CCKIN,CCKIN
CELL.202,CELL.202,6,Injury_5DPI_rep1_SS200000147BL_D2,202,2,523.0,4196.0,uninj,V,NO,CMPN,CMPN
CELL.203,CELL.203,4,Injury_5DPI_rep1_SS200000147BL_D2,203,2,518.0,4333.0,uninj,V,NO,CMPN,CMPN
CELL.205,CELL.205,5,Injury_5DPI_rep1_SS200000147BL_D2,205,3,523.0,1512.0,inj,V,NO,VLMC,VLMC
CELL.206,CELL.206,6,Injury_5DPI_rep1_SS200000147BL_D2,206,5,521.0,4689.0,uninj,V,NO,CCKIN,CCKIN
CELL.207,CELL.207,5,Injury_5DPI_rep1_SS200000147BL_D2,207,12,529.0,1175.0,inj,V,NO,VLMC,VLMC
CELL.208,CELL.208,0,Injury_5DPI_rep1_SS200000147BL_D2,208,12,541.0,3434.0,uninj,V,NO,VLMC,VLMC
CELL.209,CELL.209,4,Injury_5DPI_rep1_SS200000147BL_D2,209,5,535.0,4812.0,uninj,V,NO,CCKIN,CCKIN
CELL.212,CELL.212,4,Injury_5DPI_rep1_SS200000147BL_D2,212,5,530.0,4534.0,uninj,V,NO,CCKIN,CCKIN
CELL.213,CELL.213,4,Injury_5DPI_rep1_SS200000147BL_D2,213,5,539.0,4622.0,uninj,V,NO,CCKIN,CCKIN
CELL.214,CELL.214,7,Injury_5DPI_rep1_SS200000147BL_D2,214,17,536.0,4716.0,uninj,V,NO,CCKIN,CCKIN
CELL.216,CELL.216,4,Injury_5DPI_rep1_SS200000147BL_D2,216,2,536.0,4280.0,uninj,V,NO,CMPN,CMPN
CELL.217,CELL.217,5,Injury_5DPI_rep1_SS200000147BL_D2,217,3,544.0,3380.0,uninj,V,NO,VLMC,VLMC
CELL.218,CELL.218,4,Injury_5DPI_rep1_SS200000147BL_D2,218,2,539.0,4311.0,uninj,V,NO,CMPN,CMPN
CELL.219,CELL.219,4,Injury_5DPI_rep1_SS200000147BL_D2,219,17,544.0,4601.0,uninj,V,NO,CCKIN,CCKIN
CELL.220,CELL.220,5,Injury_5DPI_rep1_SS200000147BL_D2,220,3,539.0,1195.0,inj,V,NO,VLMC,VLMC
CELL.222,CELL.222,5,Injury_5DPI_rep1_SS200000147BL_D2,222,2,544.0,4390.0,uninj,V,NO,CCKIN,CCKIN
CELL.223,CELL.223,5,Injury_5DPI_rep1_SS200000147BL_D2,223,12,539.0,3408.0,uninj,V,NO,VLMC,VLMC
CELL.224,CELL.224,4,Injury_5DPI_rep1_SS200000147BL_D2,224,5,543.0,4778.0,uninj,V,NO,CCKIN,CCKIN
CELL.225,CELL.225,4,Injury_5DPI_rep1_SS200000147BL_D2,225,2,546.0,4214.0,uninj,V,NO,CMPN,CMPN
CELL.226,CELL.226,5,Injury_5DPI_rep1_SS200000147BL_D2,226,12,550.0,2239.0,inj,V,NO,VLMC,VLMC
CELL.227,CELL.227,5,Injury_5DPI_rep1_SS200000147BL_D2,227,3,549.0,2060.0,inj,V,NO,VLMC,VLMC
CELL.228,CELL.228,5,Injury_5DPI_rep1_SS200000147BL_D2,228,12,551.0,1566.0,inj,V,NO,VLMC,VLMC
CELL.229,CELL.229,5,Injury_5DPI_rep1_SS200000147BL_D2,229,2,555.0,1690.0,inj,V,NO,CCKIN,CCKIN
CELL.230,CELL.230,6,Injury_5DPI_rep1_SS200000147BL_D2,230,2,550.0,4336.0,uninj,V,NO,Microglia,MCG
CELL.231,CELL.231,6,Injury_5DPI_rep1_SS200000147BL_D2,231,5,553.0,4682.0,uninj,V,NO,CCKIN,CCKIN
CELL.232,CELL.232,5,Injury_5DPI_rep1_SS200000147BL_D2,232,3,560.0,1141.0,inj,V,NO,VLMC,VLMC
CELL.234,CELL.234,4,Injury_5DPI_rep1_SS200000147BL_D2,234,5,553.0,4560.0,uninj,V,NO,CCKIN,CCKIN
CELL.235,CELL.235,4,Injury_5DPI_rep1_SS200000147BL_D2,235,17,551.0,4454.0,uninj,V,NO,CCKIN,CCKIN
CELL.237,CELL.237,4,Injury_5DPI_rep1_SS200000147BL_D2,237,17,556.0,4482.0,uninj,V,NO,CCKIN,CCKIN
CELL.239,CELL.239,4,Injury_5DPI_rep1_SS200000147BL_D2,239,2,565.0,4527.0,uninj,V,NO,CCKIN,CCKIN
CELL.240,CELL.240,5,Injury_5DPI_rep1_SS200000147BL_D2,240,3,566.0,1099.0,inj,V,NO,VLMC,VLMC
CELL.242,CELL.242,4,Injury_5DPI_rep1_SS200000147BL_D2,242,2,559.0,4255.0,uninj,V,NO,CMPN,CMPN
CELL.244,CELL.244,4,Injury_5DPI_rep1_SS200000147BL_D2,244,17,568.0,4639.0,uninj,V,NO,CCKIN,CCKIN
CELL.245,CELL.245,4,Injury_5DPI_rep1_SS200000147BL_D2,245,2,564.0,4181.0,uninj,V,NO,CMPN,CMPN
CELL.246,CELL.246,4,Injury_5DPI_rep1_SS200000147BL_D2,246,5,566.0,4721.0,uninj,V,NO,CCKIN,CCKIN
CELL.247,CELL.247,4,Injury_5DPI_rep1_SS200000147BL_D2,247,11,571.0,4912.0,uninj,V,NO,SSTIN,SSTIN
CELL.248,CELL.248,4,Injury_5DPI_rep1_SS200000147BL_D2,248,5,569.0,4844.0,uninj,V,NO,CCKIN,CCKIN
CELL.249,CELL.249,5,Injury_5DPI_rep1_SS200000147BL_D2,249,12,569.0,3380.0,uninj,V,NO,VLMC,VLMC
CELL.250,CELL.250,5,Injury_5DPI_rep1_SS200000147BL_D2,250,12,571.0,1159.0,inj,V,NO,VLMC,VLMC
CELL.251,CELL.251,4,Injury_5DPI_rep1_SS200000147BL_D2,251,5,571.0,4422.0,uninj,V,NO,CCKIN,CCKIN
CELL.252,CELL.252,4,Injury_5DPI_rep1_SS200000147BL_D2,252,17,574.0,4581.0,uninj,V,NO,CCKIN,CCKIN
CELL.254,CELL.254,4,Injury_5DPI_rep1_SS200000147BL_D2,254,5,577.0,4800.0,uninj,V,NO,CCKIN,CCKIN
CELL.255,CELL.255,4,Injury_5DPI_rep1_SS200000147BL_D2,255,17,576.0,4608.0,uninj,V,NO,CCKIN,CCKIN
CELL.256,CELL.256,5,Injury_5DPI_rep1_SS200000147BL_D2,256,12,576.0,2242.0,inj,V,NO,VLMC,VLMC
CELL.258,CELL.258,4,Injury_5DPI_rep1_SS200000147BL_D2,258,15,571.0,4303.0,uninj,V,NO,Microglia,MCG
CELL.259,CELL.259,4,Injury_5DPI_rep1_SS200000147BL_D2,259,2,585.0,4758.0,uninj,V,NO,CCKIN,CCKIN
CELL.260,CELL.260,5,Injury_5DPI_rep1_SS200000147BL_D2,260,12,588.0,2570.0,inj,V,NO,VLMC,VLMC
CELL.261,CELL.261,5,Injury_5DPI_rep1_SS200000147BL_D2,261,3,580.0,3482.0,uninj,V,NO,VLMC,VLMC
CELL.262,CELL.262,7,Injury_5DPI_rep1_SS200000147BL_D2,262,3,586.0,3450.0,uninj,V,NO,VLMC,VLMC
CELL.263,CELL.263,4,Injury_5DPI_rep1_SS200000147BL_D2,263,5,583.0,4686.0,uninj,V,NO,CCKIN,CCKIN
CELL.264,CELL.264,4,Injury_5DPI_rep1_SS200000147BL_D2,264,5,588.0,4658.0,uninj,V,NO,CCKIN,CCKIN
CELL.265,CELL.265,5,Injury_5DPI_rep1_SS200000147BL_D2,265,11,584.0,4970.0,uninj,V,NO,SSTIN,SSTIN
CELL.266,CELL.266,4,Injury_5DPI_rep1_SS200000147BL_D2,266,2,583.0,4212.0,uninj,V,NO,CMPN,CMPN
CELL.267,CELL.267,4,Injury_5DPI_rep1_SS200000147BL_D2,267,11,587.0,4515.0,uninj,V,NO,SSTIN,SSTIN
CELL.269,CELL.269,4,Injury_5DPI_rep1_SS200000147BL_D2,269,17,591.0,4464.0,uninj,V,NO,CCKIN,CCKIN
CELL.270,CELL.270,5,Injury_5DPI_rep1_SS200000147BL_D2,270,3,583.0,5386.0,uninj,V,NO,VLMC,VLMC
CELL.271,CELL.271,6,Injury_5DPI_rep1_SS200000147BL_D2,271,17,589.0,4284.0,uninj,V,NO,CCKIN,CCKIN
