,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,x_center,y_center,inj_uninj,D_V,inj_M_L,Annotation_Final,Annotation_0306
CELL.36,CELL.36,2,Injury_5DPI_rep3_SS200000147BL_D3,36,7,1799.0,82.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.39,CELL.39,2,Injury_5DPI_rep3_SS200000147BL_D3,39,7,1702.0,84.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.40,CELL.40,2,Injury_5DPI_rep3_SS200000147BL_D3,40,7,1410.0,101.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.41,CELL.41,2,Injury_5DPI_rep3_SS200000147BL_D3,41,7,1494.0,93.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.46,CELL.46,2,Injury_5DPI_rep3_SS200000147BL_D3,46,1,2699.0,120.0,inj,V,NO,VLMC,VLMC
CELL.47,CELL.47,2,Injury_5DPI_rep3_SS200000147BL_D3,47,1,1977.0,117.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.48,CELL.48,3,Injury_5DPI_rep3_SS200000147BL_D3,48,5,2177.0,130.0,inj,D,inj_D_LP,SCGNIN,SCGNIN
CELL.49,CELL.49,2,Injury_5DPI_rep3_SS200000147BL_D3,49,7,1358.0,123.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.50,CELL.50,2,Injury_5DPI_rep3_SS200000147BL_D3,50,7,1293.0,136.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.51,CELL.51,6,Injury_5DPI_rep3_SS200000147BL_D3,51,5,2142.0,135.0,inj,D,inj_D_LP,MSN,MSN
CELL.52,CELL.52,2,Injury_5DPI_rep3_SS200000147BL_D3,52,1,2934.0,148.0,inj,V,NO,VLMC,VLMC
CELL.53,CELL.53,2,Injury_5DPI_rep3_SS200000147BL_D3,53,1,2958.0,156.0,inj,V,NO,VLMC,VLMC
CELL.55,CELL.55,2,Injury_5DPI_rep3_SS200000147BL_D3,55,1,2811.0,143.0,inj,V,NO,VLMC,VLMC
CELL.56,CELL.56,3,Injury_5DPI_rep3_SS200000147BL_D3,56,7,1814.0,148.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.57,CELL.57,6,Injury_5DPI_rep3_SS200000147BL_D3,57,7,1782.0,148.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.58,CELL.58,2,Injury_5DPI_rep3_SS200000147BL_D3,58,14,2361.0,147.0,inj,D,inj_D_LP,Microglia,MCG
CELL.59,CELL.59,6,Injury_5DPI_rep3_SS200000147BL_D3,59,5,2446.0,157.0,inj,V,NO,MSN,MSN
CELL.60,CELL.60,2,Injury_5DPI_rep3_SS200000147BL_D3,60,1,2529.0,157.0,inj,V,NO,NTNG1EX,NTNG1EX
CELL.62,CELL.62,6,Injury_5DPI_rep3_SS200000147BL_D3,62,5,2054.0,159.0,inj,D,inj_D_LP,SCGNIN,SCGNIN
CELL.63,CELL.63,6,Injury_5DPI_rep3_SS200000147BL_D3,63,5,2161.0,153.0,inj,D,inj_D_LP,SCGNIN,SCGNIN
CELL.65,CELL.65,2,Injury_5DPI_rep3_SS200000147BL_D3,65,1,2859.0,157.0,inj,V,NO,VLMC,VLMC
CELL.66,CELL.66,2,Injury_5DPI_rep3_SS200000147BL_D3,66,1,2990.0,164.0,inj,V,NO,VLMC,VLMC
CELL.67,CELL.67,2,Injury_5DPI_rep3_SS200000147BL_D3,67,1,3017.0,161.0,inj,V,NO,VLMC,VLMC
CELL.68,CELL.68,2,Injury_5DPI_rep3_SS200000147BL_D3,68,7,1282.0,161.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.69,CELL.69,2,Injury_5DPI_rep3_SS200000147BL_D3,69,1,2549.0,160.0,inj,V,NO,NTNG1EX,NTNG1EX
CELL.71,CELL.71,6,Injury_5DPI_rep3_SS200000147BL_D3,71,1,2593.0,173.0,inj,V,NO,VLMC,VLMC
CELL.72,CELL.72,2,Injury_5DPI_rep3_SS200000147BL_D3,72,1,3034.0,172.0,inj,V,NO,VLMC,VLMC
CELL.74,CELL.74,2,Injury_5DPI_rep3_SS200000147BL_D3,74,1,2913.0,171.0,inj,V,NO,VLMC,VLMC
CELL.76,CELL.76,6,Injury_5DPI_rep3_SS200000147BL_D3,76,7,1603.0,186.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.77,CELL.77,3,Injury_5DPI_rep3_SS200000147BL_D3,77,7,1771.0,177.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.79,CELL.79,2,Injury_5DPI_rep3_SS200000147BL_D3,79,1,2936.0,177.0,inj,V,NO,VLMC,VLMC
CELL.80,CELL.80,2,Injury_5DPI_rep3_SS200000147BL_D3,80,1,3011.0,188.0,inj,V,NO,VLMC,VLMC
CELL.82,CELL.82,3,Injury_5DPI_rep3_SS200000147BL_D3,82,7,1829.0,187.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.83,CELL.83,2,Injury_5DPI_rep3_SS200000147BL_D3,83,7,1189.0,190.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.84,CELL.84,2,Injury_5DPI_rep3_SS200000147BL_D3,84,7,1267.0,181.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.85,CELL.85,2,Injury_5DPI_rep3_SS200000147BL_D3,85,1,2975.0,187.0,inj,V,NO,VLMC,VLMC
CELL.88,CELL.88,2,Injury_5DPI_rep3_SS200000147BL_D3,88,1,3039.0,198.0,inj,V,NO,VLMC,VLMC
CELL.90,CELL.90,3,Injury_5DPI_rep3_SS200000147BL_D3,90,7,1802.0,187.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.91,CELL.91,6,Injury_5DPI_rep3_SS200000147BL_D3,91,1,1923.0,200.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.93,CELL.93,3,Injury_5DPI_rep3_SS200000147BL_D3,93,5,2381.0,217.0,inj,D,inj_D_LP,MSN,MSN
CELL.96,CELL.96,3,Injury_5DPI_rep3_SS200000147BL_D3,96,14,2320.0,212.0,inj,D,inj_D_LP,Microglia,MCG
CELL.98,CELL.98,3,Injury_5DPI_rep3_SS200000147BL_D3,98,8,2360.0,218.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.99,CELL.99,2,Injury_5DPI_rep3_SS200000147BL_D3,99,7,1237.0,207.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.100,CELL.100,6,Injury_5DPI_rep3_SS200000147BL_D3,100,1,2542.0,215.0,inj,V,NO,NTNG1EX,NTNG1EX
CELL.101,CELL.101,2,Injury_5DPI_rep3_SS200000147BL_D3,101,14,1113.0,223.0,inj,D,inj_D_LP,Microglia,MCG
CELL.102,CELL.102,3,Injury_5DPI_rep3_SS200000147BL_D3,102,11,2280.0,228.0,inj,D,inj_D_LP,SSTIN,SSTIN
CELL.103,CELL.103,6,Injury_5DPI_rep3_SS200000147BL_D3,103,5,2414.0,214.0,inj,V,NO,MSN,MSN
CELL.104,CELL.104,2,Injury_5DPI_rep3_SS200000147BL_D3,104,7,1183.0,211.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.106,CELL.106,2,Injury_5DPI_rep3_SS200000147BL_D3,106,7,1071.0,226.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.107,CELL.107,2,Injury_5DPI_rep3_SS200000147BL_D3,107,1,3013.0,216.0,inj,V,NO,VLMC,VLMC
CELL.108,CELL.108,2,Injury_5DPI_rep3_SS200000147BL_D3,108,1,3055.0,220.0,inj,V,NO,VLMC,VLMC
CELL.110,CELL.110,3,Injury_5DPI_rep3_SS200000147BL_D3,110,1,1838.0,220.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.111,CELL.111,6,Injury_5DPI_rep3_SS200000147BL_D3,111,1,1926.0,229.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.114,CELL.114,3,Injury_5DPI_rep3_SS200000147BL_D3,114,14,2342.0,231.0,inj,D,inj_D_LP,Microglia,MCG
CELL.115,CELL.115,3,Injury_5DPI_rep3_SS200000147BL_D3,115,5,2456.0,236.0,inj,V,NO,MSN,MSN
CELL.117,CELL.117,2,Injury_5DPI_rep3_SS200000147BL_D3,117,14,1097.0,238.0,inj,D,inj_D_LP,Microglia,MCG
CELL.118,CELL.118,2,Injury_5DPI_rep3_SS200000147BL_D3,118,14,1032.0,248.0,inj,D,inj_D_LP,Microglia,MCG
CELL.119,CELL.119,2,Injury_5DPI_rep3_SS200000147BL_D3,119,1,1961.0,241.0,inj,D,inj_D_LP,NTNG1EX,NTNG1EX
CELL.120,CELL.120,3,Injury_5DPI_rep3_SS200000147BL_D3,120,5,2242.0,244.0,inj,D,inj_D_LP,MSN,MSN
CELL.121,CELL.121,6,Injury_5DPI_rep3_SS200000147BL_D3,121,1,2558.0,243.0,inj,V,NO,NTNG1EX,NTNG1EX
CELL.122,CELL.122,2,Injury_5DPI_rep3_SS200000147BL_D3,122,0,1886.0,242.0,inj,D,inj_D_LP,MPEX,MPEX
CELL.123,CELL.123,6,Injury_5DPI_rep3_SS200000147BL_D3,123,1,2516.0,243.0,inj,V,NO,NTNG1EX,NTNG1EX
CELL.124,CELL.124,2,Injury_5DPI_rep3_SS200000147BL_D3,124,1,941.0,250.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.125,CELL.125,3,Injury_5DPI_rep3_SS200000147BL_D3,125,14,2313.0,249.0,inj,D,inj_D_LP,Microglia,MCG
CELL.126,CELL.126,3,Injury_5DPI_rep3_SS200000147BL_D3,126,5,1786.0,240.0,inj,D,inj_D_LP,MSN,MSN
CELL.127,CELL.127,2,Injury_5DPI_rep3_SS200000147BL_D3,127,1,3158.0,252.0,inj,V,NO,NTNG1EX,NTNG1EX
CELL.128,CELL.128,2,Injury_5DPI_rep3_SS200000147BL_D3,128,7,1070.0,249.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.129,CELL.129,2,Injury_5DPI_rep3_SS200000147BL_D3,129,1,3191.0,264.0,inj,V,NO,VLMC,VLMC
CELL.131,CELL.131,3,Injury_5DPI_rep3_SS200000147BL_D3,131,14,2359.0,247.0,inj,D,inj_D_LP,Microglia,MCG
CELL.132,CELL.132,2,Injury_5DPI_rep3_SS200000147BL_D3,132,14,1120.0,251.0,inj,D,inj_D_LP,Microglia,MCG
CELL.134,CELL.134,3,Injury_5DPI_rep3_SS200000147BL_D3,134,5,2206.0,254.0,inj,D,inj_D_LP,MSN,MSN
CELL.136,CELL.136,3,Injury_5DPI_rep3_SS200000147BL_D3,136,5,2287.0,262.0,inj,D,inj_D_LP,MSN,MSN
CELL.137,CELL.137,6,Injury_5DPI_rep3_SS200000147BL_D3,137,8,2103.0,268.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.138,CELL.138,2,Injury_5DPI_rep3_SS200000147BL_D3,138,14,1988.0,268.0,inj,D,inj_D_LP,Microglia,MCG
CELL.139,CELL.139,2,Injury_5DPI_rep3_SS200000147BL_D3,139,1,917.0,277.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.140,CELL.140,2,Injury_5DPI_rep3_SS200000147BL_D3,140,7,1081.0,265.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.141,CELL.141,3,Injury_5DPI_rep3_SS200000147BL_D3,141,5,1688.0,272.0,inj,D,inj_D_LP,MSN,MSN
CELL.142,CELL.142,3,Injury_5DPI_rep3_SS200000147BL_D3,142,14,2337.0,267.0,inj,D,inj_D_LP,Microglia,MCG
CELL.143,CELL.143,2,Injury_5DPI_rep3_SS200000147BL_D3,143,7,974.0,273.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.144,CELL.144,2,Injury_5DPI_rep3_SS200000147BL_D3,144,14,2790.0,276.0,inj,V,NO,Microglia,MCG
CELL.145,CELL.145,3,Injury_5DPI_rep3_SS200000147BL_D3,145,5,1626.0,280.0,inj,D,inj_D_LP,SCGNIN,SCGNIN
CELL.147,CELL.147,3,Injury_5DPI_rep3_SS200000147BL_D3,147,14,1936.0,281.0,inj,D,inj_D_LP,Microglia,MCG
CELL.148,CELL.148,2,Injury_5DPI_rep3_SS200000147BL_D3,148,1,1483.0,281.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.149,CELL.149,3,Injury_5DPI_rep3_SS200000147BL_D3,149,5,2264.0,274.0,inj,D,inj_D_LP,MSN,MSN
CELL.150,CELL.150,2,Injury_5DPI_rep3_SS200000147BL_D3,150,1,894.0,278.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.151,CELL.151,2,Injury_5DPI_rep3_SS200000147BL_D3,151,7,2759.0,284.0,inj,V,NO,VLMC,VLMC
CELL.152,CELL.152,3,Injury_5DPI_rep3_SS200000147BL_D3,152,5,1660.0,281.0,inj,D,inj_D_LP,MSN,MSN
CELL.153,CELL.153,3,Injury_5DPI_rep3_SS200000147BL_D3,153,5,2236.0,278.0,inj,D,inj_D_LP,MSN,MSN
CELL.155,CELL.155,3,Injury_5DPI_rep3_SS200000147BL_D3,155,14,2303.0,281.0,inj,D,inj_D_LP,Microglia,MCG
CELL.157,CELL.157,6,Injury_5DPI_rep3_SS200000147BL_D3,157,14,1449.0,292.0,inj,D,inj_D_LP,Microglia,MCG
CELL.159,CELL.159,2,Injury_5DPI_rep3_SS200000147BL_D3,159,14,1529.0,291.0,inj,D,inj_D_LP,Microglia,MCG
CELL.160,CELL.160,6,Injury_5DPI_rep3_SS200000147BL_D3,160,5,2169.0,290.0,inj,D,inj_D_LP,MSN,MSN
CELL.161,CELL.161,6,Injury_5DPI_rep3_SS200000147BL_D3,161,14,1730.0,293.0,inj,D,inj_D_LP,Microglia,MCG
CELL.162,CELL.162,3,Injury_5DPI_rep3_SS200000147BL_D3,162,1,1790.0,292.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.163,CELL.163,3,Injury_5DPI_rep3_SS200000147BL_D3,163,5,1831.0,286.0,inj,D,inj_D_LP,SCGNIN,SCGNIN
CELL.164,CELL.164,2,Injury_5DPI_rep3_SS200000147BL_D3,164,1,953.0,293.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.165,CELL.165,3,Injury_5DPI_rep3_SS200000147BL_D3,165,14,1892.0,296.0,inj,D,inj_D_LP,Microglia,MCG
CELL.166,CELL.166,6,Injury_5DPI_rep3_SS200000147BL_D3,166,1,2522.0,299.0,inj,V,NO,NTNG1EX,NTNG1EX
CELL.167,CELL.167,2,Injury_5DPI_rep3_SS200000147BL_D3,167,1,926.0,298.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.168,CELL.168,3,Injury_5DPI_rep3_SS200000147BL_D3,168,5,2423.0,303.0,inj,V,NO,MSN,MSN
CELL.172,CELL.172,3,Injury_5DPI_rep3_SS200000147BL_D3,172,5,1503.0,306.0,inj,D,inj_D_LP,MSN,MSN
CELL.173,CELL.173,6,Injury_5DPI_rep3_SS200000147BL_D3,173,5,2196.0,311.0,inj,D,inj_D_LP,MSN,MSN
CELL.174,CELL.174,2,Injury_5DPI_rep3_SS200000147BL_D3,174,1,3217.0,292.0,inj,V,NO,VLMC,VLMC
CELL.175,CELL.175,2,Injury_5DPI_rep3_SS200000147BL_D3,175,1,891.0,306.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.177,CELL.177,2,Injury_5DPI_rep3_SS200000147BL_D3,177,7,2731.0,305.0,inj,V,NO,VLMC,VLMC
CELL.178,CELL.178,3,Injury_5DPI_rep3_SS200000147BL_D3,178,1,2588.0,316.0,inj,V,NO,NTNG1EX,NTNG1EX
CELL.179,CELL.179,3,Injury_5DPI_rep3_SS200000147BL_D3,179,14,1937.0,313.0,inj,D,inj_D_LP,Microglia,MCG
CELL.182,CELL.182,2,Injury_5DPI_rep3_SS200000147BL_D3,182,14,965.0,315.0,inj,D,inj_D_LP,Microglia,MCG
CELL.183,CELL.183,0,Injury_5DPI_rep3_SS200000147BL_D3,183,1,2613.0,324.0,inj,V,NO,NTNG1EX,NTNG1EX
CELL.184,CELL.184,2,Injury_5DPI_rep3_SS200000147BL_D3,184,7,1261.0,315.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.185,CELL.185,3,Injury_5DPI_rep3_SS200000147BL_D3,185,1,1810.0,319.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.186,CELL.186,3,Injury_5DPI_rep3_SS200000147BL_D3,186,8,2278.0,322.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.187,CELL.187,3,Injury_5DPI_rep3_SS200000147BL_D3,187,5,1472.0,321.0,inj,D,inj_D_LP,MSN,MSN
CELL.188,CELL.188,7,Injury_5DPI_rep3_SS200000147BL_D3,188,14,1433.0,320.0,inj,D,inj_D_LP,Microglia,MCG
CELL.189,CELL.189,3,Injury_5DPI_rep3_SS200000147BL_D3,189,5,1870.0,324.0,inj,D,inj_D_LP,SCGNIN,SCGNIN
CELL.190,CELL.190,3,Injury_5DPI_rep3_SS200000147BL_D3,190,5,2491.0,320.0,inj,V,NO,MSN,MSN
CELL.192,CELL.192,3,Injury_5DPI_rep3_SS200000147BL_D3,192,8,2061.0,329.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.193,CELL.193,0,Injury_5DPI_rep3_SS200000147BL_D3,193,8,2443.0,325.0,inj,V,NO,NPTXEX,NPTXEX
CELL.194,CELL.194,2,Injury_5DPI_rep3_SS200000147BL_D3,194,7,2757.0,317.0,inj,V,NO,VLMC,VLMC
CELL.195,CELL.195,3,Injury_5DPI_rep3_SS200000147BL_D3,195,14,1728.0,328.0,inj,D,inj_D_LP,Microglia,MCG
CELL.196,CELL.196,6,Injury_5DPI_rep3_SS200000147BL_D3,196,1,1908.0,323.0,inj,D,inj_D_LP,NTNG1EX,NTNG1EX
CELL.197,CELL.197,3,Injury_5DPI_rep3_SS200000147BL_D3,197,1,1666.0,323.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.198,CELL.198,7,Injury_5DPI_rep3_SS200000147BL_D3,198,8,2219.0,325.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.199,CELL.199,6,Injury_5DPI_rep3_SS200000147BL_D3,199,5,2304.0,326.0,inj,D,inj_D_LP,MSN,MSN
CELL.202,CELL.202,3,Injury_5DPI_rep3_SS200000147BL_D3,202,14,2522.0,332.0,inj,V,NO,Microglia,MCG
CELL.203,CELL.203,2,Injury_5DPI_rep3_SS200000147BL_D3,203,1,3291.0,327.0,inj,V,NO,VLMC,VLMC
CELL.204,CELL.204,3,Injury_5DPI_rep3_SS200000147BL_D3,204,8,2352.0,334.0,inj,D,inj_D_LP,MSN,MSN
CELL.205,CELL.205,3,Injury_5DPI_rep3_SS200000147BL_D3,205,7,2642.0,339.0,inj,V,NO,VLMC,VLMC
CELL.206,CELL.206,2,Injury_5DPI_rep3_SS200000147BL_D3,206,14,913.0,327.0,inj,D,inj_D_LP,Microglia,MCG
CELL.207,CELL.207,3,Injury_5DPI_rep3_SS200000147BL_D3,207,5,2388.0,341.0,inj,D,inj_D_LP,MSN,MSN
CELL.208,CELL.208,3,Injury_5DPI_rep3_SS200000147BL_D3,208,5,1540.0,346.0,inj,D,inj_D_LP,MSN,MSN
CELL.209,CELL.209,3,Injury_5DPI_rep3_SS200000147BL_D3,209,5,2180.0,344.0,inj,D,inj_D_LP,MSN,MSN
CELL.210,CELL.210,2,Injury_5DPI_rep3_SS200000147BL_D3,210,7,2685.0,340.0,inj,V,NO,VLMC,VLMC
CELL.211,CELL.211,2,Injury_5DPI_rep3_SS200000147BL_D3,211,14,850.0,353.0,inj,D,inj_D_LP,Microglia,MCG
CELL.212,CELL.212,3,Injury_5DPI_rep3_SS200000147BL_D3,212,8,2260.0,357.0,inj,D,inj_D_LP,MSN,MSN
CELL.213,CELL.213,3,Injury_5DPI_rep3_SS200000147BL_D3,213,5,1516.0,346.0,inj,D,inj_D_LP,MSN,MSN
CELL.214,CELL.214,3,Injury_5DPI_rep3_SS200000147BL_D3,214,14,1689.0,353.0,inj,D,inj_D_LP,Microglia,MCG
CELL.215,CELL.215,2,Injury_5DPI_rep3_SS200000147BL_D3,215,1,1364.0,351.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.216,CELL.216,6,Injury_5DPI_rep3_SS200000147BL_D3,216,1,2157.0,353.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.217,CELL.217,3,Injury_5DPI_rep3_SS200000147BL_D3,217,5,1889.0,348.0,inj,D,inj_D_LP,MSN,MSN
CELL.218,CELL.218,3,Injury_5DPI_rep3_SS200000147BL_D3,218,8,2467.0,352.0,inj,V,NO,NPTXEX,NPTXEX
CELL.219,CELL.219,6,Injury_5DPI_rep3_SS200000147BL_D3,219,1,2590.0,352.0,inj,V,NO,NTNG1EX,NTNG1EX
CELL.220,CELL.220,2,Injury_5DPI_rep3_SS200000147BL_D3,220,7,2717.0,345.0,inj,V,NO,VLMC,VLMC
CELL.221,CELL.221,2,Injury_5DPI_rep3_SS200000147BL_D3,221,1,2851.0,352.0,inj,V,NO,VLMC,VLMC
CELL.222,CELL.222,3,Injury_5DPI_rep3_SS200000147BL_D3,222,5,1797.0,356.0,inj,D,inj_D_LP,SCGNIN,SCGNIN
CELL.223,CELL.223,6,Injury_5DPI_rep3_SS200000147BL_D3,223,15,2039.0,356.0,inj,D,inj_D_LP,MSN,MSN
CELL.224,CELL.224,3,Injury_5DPI_rep3_SS200000147BL_D3,224,8,2291.0,351.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.225,CELL.225,3,Injury_5DPI_rep3_SS200000147BL_D3,225,14,1573.0,363.0,inj,D,inj_D_LP,Microglia,MCG
CELL.226,CELL.226,3,Injury_5DPI_rep3_SS200000147BL_D3,226,5,1603.0,357.0,inj,D,inj_D_LP,MSN,MSN
CELL.227,CELL.227,3,Injury_5DPI_rep3_SS200000147BL_D3,227,5,1628.0,364.0,inj,D,inj_D_LP,SCGNIN,SCGNIN
CELL.229,CELL.229,3,Injury_5DPI_rep3_SS200000147BL_D3,229,8,2441.0,361.0,inj,V,NO,NPTXEX,NPTXEX
CELL.230,CELL.230,2,Injury_5DPI_rep3_SS200000147BL_D3,230,7,1236.0,372.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.231,CELL.231,3,Injury_5DPI_rep3_SS200000147BL_D3,231,5,1477.0,362.0,inj,D,inj_D_LP,MSN,MSN
CELL.232,CELL.232,3,Injury_5DPI_rep3_SS200000147BL_D3,232,5,1829.0,372.0,inj,D,inj_D_LP,SCGNIN,SCGNIN
CELL.233,CELL.233,2,Injury_5DPI_rep3_SS200000147BL_D3,233,7,2657.0,362.0,inj,V,NO,VLMC,VLMC
CELL.234,CELL.234,3,Injury_5DPI_rep3_SS200000147BL_D3,234,5,1651.0,363.0,inj,D,inj_D_LP,SCGNIN,SCGNIN
CELL.235,CELL.235,3,Injury_5DPI_rep3_SS200000147BL_D3,235,5,1851.0,372.0,inj,D,inj_D_LP,MSN,MSN
CELL.236,CELL.236,2,Injury_5DPI_rep3_SS200000147BL_D3,236,7,1314.0,364.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.238,CELL.238,3,Injury_5DPI_rep3_SS200000147BL_D3,238,5,2206.0,363.0,inj,D,inj_D_LP,MSN,MSN
CELL.239,CELL.239,3,Injury_5DPI_rep3_SS200000147BL_D3,239,5,2333.0,365.0,inj,D,inj_D_LP,MSN,MSN
CELL.241,CELL.241,3,Injury_5DPI_rep3_SS200000147BL_D3,241,14,1771.0,369.0,inj,D,inj_D_LP,Microglia,MCG
CELL.242,CELL.242,2,Injury_5DPI_rep3_SS200000147BL_D3,242,1,3065.0,376.0,inj,V,NO,VLMC,VLMC
CELL.245,CELL.245,3,Injury_5DPI_rep3_SS200000147BL_D3,245,7,2634.0,374.0,inj,V,NO,VLMC,VLMC
CELL.248,CELL.248,3,Injury_5DPI_rep3_SS200000147BL_D3,248,5,2013.0,375.0,inj,D,inj_D_LP,MSN,MSN
CELL.249,CELL.249,3,Injury_5DPI_rep3_SS200000147BL_D3,249,5,2490.0,371.0,inj,V,NO,MSN,MSN
