,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,x_center,y_center,inj_uninj,D_V,inj_M_L,Annotation_Final,Annotation_0306
CELL.65,CELL.65,4,Injury_2DPI_rep3_SS200000147BL_D4,65,6,3325.0,173.0,uninj,D,NO,VLMC,VLMC
CELL.67,CELL.67,4,Injury_2DPI_rep3_SS200000147BL_D4,67,3,1590.0,180.0,uninj,V,NO,VLMC,VLMC
CELL.68,CELL.68,7,Injury_2DPI_rep3_SS200000147BL_D4,68,3,2223.0,184.0,uninj,V,NO,VLMC,VLMC
CELL.69,CELL.69,4,Injury_2DPI_rep3_SS200000147BL_D4,69,6,2090.0,184.0,uninj,V,NO,VLMC,VLMC
CELL.70,CELL.70,4,Injury_2DPI_rep3_SS200000147BL_D4,70,6,3394.0,199.0,uninj,D,NO,VLMC,VLMC
CELL.71,CELL.71,8,Injury_2DPI_rep3_SS200000147BL_D4,71,3,2671.0,189.0,uninj,D,NO,VLMC,VLMC
CELL.72,CELL.72,7,Injury_2DPI_rep3_SS200000147BL_D4,72,3,1838.0,191.0,uninj,V,NO,VLMC,VLMC
CELL.73,CELL.73,8,Injury_2DPI_rep3_SS200000147BL_D4,73,6,1290.0,195.0,uninj,V,NO,VLMC,VLMC
CELL.75,CELL.75,4,Injury_2DPI_rep3_SS200000147BL_D4,75,6,2060.0,179.0,uninj,V,NO,VLMC,VLMC
CELL.76,CELL.76,4,Injury_2DPI_rep3_SS200000147BL_D4,76,6,2505.0,203.0,uninj,D,NO,VLMC,VLMC
CELL.78,CELL.78,7,Injury_2DPI_rep3_SS200000147BL_D4,78,4,1796.0,203.0,uninj,V,NO,CCKIN,CCKIN
CELL.79,CELL.79,4,Injury_2DPI_rep3_SS200000147BL_D4,79,6,2115.0,206.0,uninj,V,NO,VLMC,VLMC
CELL.80,CELL.80,4,Injury_2DPI_rep3_SS200000147BL_D4,80,6,2527.0,204.0,uninj,D,NO,VLMC,VLMC
CELL.81,CELL.81,7,Injury_2DPI_rep3_SS200000147BL_D4,81,7,2433.0,207.0,uninj,D,NO,OBNBL,OBNBL
CELL.82,CELL.82,0,Injury_2DPI_rep3_SS200000147BL_D4,82,7,1978.0,207.0,uninj,V,NO,OBNBL,OBNBL
CELL.83,CELL.83,4,Injury_2DPI_rep3_SS200000147BL_D4,83,6,2898.0,210.0,uninj,D,NO,VLMC,VLMC
CELL.84,CELL.84,7,Injury_2DPI_rep3_SS200000147BL_D4,84,7,2254.0,210.0,uninj,V,NO,OBNBL,OBNBL
CELL.85,CELL.85,4,Injury_2DPI_rep3_SS200000147BL_D4,85,6,3442.0,212.0,uninj,D,NO,VLMC,VLMC
CELL.86,CELL.86,7,Injury_2DPI_rep3_SS200000147BL_D4,86,6,2167.0,209.0,uninj,V,NO,VLMC,VLMC
CELL.89,CELL.89,0,Injury_2DPI_rep3_SS200000147BL_D4,89,7,1943.0,226.0,uninj,V,NO,OBNBL,OBNBL
CELL.90,CELL.90,4,Injury_2DPI_rep3_SS200000147BL_D4,90,6,1188.0,225.0,uninj,V,NO,VLMC,VLMC
CELL.91,CELL.91,4,Injury_2DPI_rep3_SS200000147BL_D4,91,6,1156.0,227.0,uninj,V,NO,VLMC,VLMC
CELL.93,CELL.93,4,Injury_2DPI_rep3_SS200000147BL_D4,93,3,1245.0,233.0,uninj,V,NO,VLMC,VLMC
CELL.94,CELL.94,7,Injury_2DPI_rep3_SS200000147BL_D4,94,4,2316.0,227.0,uninj,D,NO,CCKIN,CCKIN
CELL.95,CELL.95,7,Injury_2DPI_rep3_SS200000147BL_D4,95,0,1857.0,229.0,uninj,V,NO,MSN,MSN
CELL.96,CELL.96,0,Injury_2DPI_rep3_SS200000147BL_D4,96,7,1915.0,228.0,uninj,V,NO,OBNBL,OBNBL
CELL.97,CELL.97,0,Injury_2DPI_rep3_SS200000147BL_D4,97,7,2290.0,224.0,uninj,V,NO,OBNBL,OBNBL
CELL.98,CELL.98,0,Injury_2DPI_rep3_SS200000147BL_D4,98,7,2385.0,234.0,uninj,D,NO,OBNBL,OBNBL
CELL.99,CELL.99,7,Injury_2DPI_rep3_SS200000147BL_D4,99,3,1675.0,235.0,uninj,V,NO,VLMC,VLMC
CELL.100,CELL.100,4,Injury_2DPI_rep3_SS200000147BL_D4,100,6,2885.0,241.0,uninj,D,NO,VLMC,VLMC
CELL.101,CELL.101,4,Injury_2DPI_rep3_SS200000147BL_D4,101,6,1214.0,235.0,uninj,V,NO,VLMC,VLMC
CELL.102,CELL.102,1,Injury_2DPI_rep3_SS200000147BL_D4,102,4,2678.0,233.0,uninj,D,NO,CCKIN,CCKIN
CELL.104,CELL.104,0,Injury_2DPI_rep3_SS200000147BL_D4,104,6,2158.0,233.0,uninj,V,NO,VLMC,VLMC
CELL.106,CELL.106,7,Injury_2DPI_rep3_SS200000147BL_D4,106,3,2421.0,238.0,uninj,D,NO,VLMC,VLMC
CELL.107,CELL.107,4,Injury_2DPI_rep3_SS200000147BL_D4,107,6,3470.0,238.0,uninj,D,NO,VLMC,VLMC
CELL.108,CELL.108,4,Injury_2DPI_rep3_SS200000147BL_D4,108,6,3508.0,241.0,uninj,D,NO,VLMC,VLMC
CELL.109,CELL.109,4,Injury_2DPI_rep3_SS200000147BL_D4,109,6,3549.0,244.0,uninj,D,NO,VLMC,VLMC
CELL.110,CELL.110,4,Injury_2DPI_rep3_SS200000147BL_D4,110,6,2127.0,235.0,uninj,V,NO,VLMC,VLMC
CELL.111,CELL.111,4,Injury_2DPI_rep3_SS200000147BL_D4,111,6,1117.0,249.0,uninj,V,NO,VLMC,VLMC
CELL.113,CELL.113,4,Injury_2DPI_rep3_SS200000147BL_D4,113,6,2107.0,241.0,uninj,V,NO,VLMC,VLMC
CELL.114,CELL.114,0,Injury_2DPI_rep3_SS200000147BL_D4,114,0,1998.0,253.0,uninj,V,NO,OBNBL,OBNBL
CELL.116,CELL.116,4,Injury_2DPI_rep3_SS200000147BL_D4,116,6,1097.0,259.0,uninj,V,NO,VLMC,VLMC
CELL.117,CELL.117,0,Injury_2DPI_rep3_SS200000147BL_D4,117,3,2221.0,260.0,uninj,V,NO,VLMC,VLMC
CELL.118,CELL.118,0,Injury_2DPI_rep3_SS200000147BL_D4,118,7,1969.0,254.0,uninj,V,NO,OBNBL,OBNBL
CELL.119,CELL.119,4,Injury_2DPI_rep3_SS200000147BL_D4,119,6,1168.0,248.0,uninj,V,NO,VLMC,VLMC
CELL.120,CELL.120,7,Injury_2DPI_rep3_SS200000147BL_D4,120,3,2031.0,257.0,uninj,V,NO,VLMC,VLMC
CELL.121,CELL.121,1,Injury_2DPI_rep3_SS200000147BL_D4,121,10,2621.0,263.0,uninj,D,NO,SSTIN,SSTIN
CELL.122,CELL.122,0,Injury_2DPI_rep3_SS200000147BL_D4,122,4,1781.0,263.0,uninj,V,NO,CCKIN,CCKIN
CELL.123,CELL.123,7,Injury_2DPI_rep3_SS200000147BL_D4,123,3,2723.0,260.0,uninj,D,NO,VLMC,VLMC
CELL.124,CELL.124,4,Injury_2DPI_rep3_SS200000147BL_D4,124,6,2519.0,250.0,uninj,D,NO,VLMC,VLMC
CELL.126,CELL.126,7,Injury_2DPI_rep3_SS200000147BL_D4,126,7,1941.0,264.0,uninj,V,NO,OBNBL,OBNBL
CELL.127,CELL.127,4,Injury_2DPI_rep3_SS200000147BL_D4,127,6,1145.0,258.0,uninj,V,NO,VLMC,VLMC
CELL.130,CELL.130,0,Injury_2DPI_rep3_SS200000147BL_D4,130,0,2327.0,272.0,uninj,D,NO,MSN,MSN
CELL.131,CELL.131,4,Injury_2DPI_rep3_SS200000147BL_D4,131,6,2898.0,269.0,uninj,D,NO,VLMC,VLMC
CELL.132,CELL.132,7,Injury_2DPI_rep3_SS200000147BL_D4,132,5,2281.0,274.0,uninj,V,NO,NPTXEX,NPTXEX
CELL.133,CELL.133,4,Injury_2DPI_rep3_SS200000147BL_D4,133,6,3576.0,276.0,uninj,D,NO,VLMC,VLMC
CELL.135,CELL.135,7,Injury_2DPI_rep3_SS200000147BL_D4,135,0,1701.0,276.0,uninj,V,NO,OBNBL,OBNBL
CELL.136,CELL.136,0,Injury_2DPI_rep3_SS200000147BL_D4,136,7,1744.0,275.0,uninj,V,NO,OBNBL,OBNBL
CELL.139,CELL.139,0,Injury_2DPI_rep3_SS200000147BL_D4,139,0,1676.0,286.0,uninj,V,NO,OBNBL,OBNBL
CELL.141,CELL.141,4,Injury_2DPI_rep3_SS200000147BL_D4,141,6,1083.0,281.0,uninj,V,NO,VLMC,VLMC
CELL.143,CELL.143,4,Injury_2DPI_rep3_SS200000147BL_D4,143,6,3535.0,277.0,uninj,D,NO,VLMC,VLMC
CELL.144,CELL.144,0,Injury_2DPI_rep3_SS200000147BL_D4,144,0,1805.0,284.0,uninj,V,NO,OBNBL,OBNBL
CELL.145,CELL.145,4,Injury_2DPI_rep3_SS200000147BL_D4,145,6,2497.0,288.0,uninj,D,NO,VLMC,VLMC
CELL.146,CELL.146,0,Injury_2DPI_rep3_SS200000147BL_D4,146,0,1930.0,290.0,uninj,V,NO,OBNBL,OBNBL
CELL.147,CELL.147,0,Injury_2DPI_rep3_SS200000147BL_D4,147,0,2345.0,295.0,uninj,D,NO,MSN,MSN
CELL.149,CELL.149,4,Injury_2DPI_rep3_SS200000147BL_D4,149,6,2095.0,297.0,uninj,V,NO,VLMC,VLMC
CELL.150,CELL.150,0,Injury_2DPI_rep3_SS200000147BL_D4,150,10,2629.0,292.0,uninj,D,NO,SSTIN,SSTIN
CELL.151,CELL.151,0,Injury_2DPI_rep3_SS200000147BL_D4,151,0,1971.0,294.0,uninj,V,NO,OBNBL,OBNBL
CELL.152,CELL.152,0,Injury_2DPI_rep3_SS200000147BL_D4,152,7,2259.0,293.0,uninj,V,NO,OBNBL,OBNBL
CELL.153,CELL.153,0,Injury_2DPI_rep3_SS200000147BL_D4,153,3,1715.0,296.0,uninj,V,NO,VLMC,VLMC
CELL.154,CELL.154,0,Injury_2DPI_rep3_SS200000147BL_D4,154,7,2014.0,296.0,uninj,V,NO,OBNBL,OBNBL
CELL.157,CELL.157,0,Injury_2DPI_rep3_SS200000147BL_D4,157,0,2299.0,299.0,uninj,V,NO,MSN,MSN
CELL.158,CELL.158,7,Injury_2DPI_rep3_SS200000147BL_D4,158,4,3072.0,300.0,uninj,D,NO,CCKIN,CCKIN
CELL.159,CELL.159,0,Injury_2DPI_rep3_SS200000147BL_D4,159,4,1776.0,295.0,uninj,V,NO,CCKIN,CCKIN
CELL.160,CELL.160,4,Injury_2DPI_rep3_SS200000147BL_D4,160,6,3614.0,307.0,uninj,D,NO,VLMC,VLMC
CELL.162,CELL.162,8,Injury_2DPI_rep3_SS200000147BL_D4,162,3,2735.0,307.0,uninj,D,NO,VLMC,VLMC
CELL.163,CELL.163,4,Injury_2DPI_rep3_SS200000147BL_D4,163,6,3572.0,303.0,uninj,D,NO,VLMC,VLMC
CELL.165,CELL.165,8,Injury_2DPI_rep3_SS200000147BL_D4,165,4,2419.0,312.0,uninj,D,NO,CCKIN,CCKIN
CELL.166,CELL.166,0,Injury_2DPI_rep3_SS200000147BL_D4,166,6,2541.0,312.0,uninj,D,NO,VLMC,VLMC
CELL.167,CELL.167,0,Injury_2DPI_rep3_SS200000147BL_D4,167,3,2578.0,310.0,uninj,D,NO,VLMC,VLMC
CELL.168,CELL.168,4,Injury_2DPI_rep3_SS200000147BL_D4,168,6,1283.0,314.0,uninj,V,NO,VLMC,VLMC
CELL.169,CELL.169,4,Injury_2DPI_rep3_SS200000147BL_D4,169,6,1311.0,322.0,uninj,V,NO,VLMC,VLMC
CELL.170,CELL.170,4,Injury_2DPI_rep3_SS200000147BL_D4,170,6,2907.0,315.0,uninj,D,NO,VLMC,VLMC
CELL.171,CELL.171,4,Injury_2DPI_rep3_SS200000147BL_D4,171,6,3667.0,320.0,uninj,D,NO,VLMC,VLMC
CELL.172,CELL.172,7,Injury_2DPI_rep3_SS200000147BL_D4,172,3,2832.0,324.0,uninj,D,NO,VLMC,VLMC
CELL.173,CELL.173,0,Injury_2DPI_rep3_SS200000147BL_D4,173,7,1677.0,317.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.174,CELL.174,4,Injury_2DPI_rep3_SS200000147BL_D4,174,3,967.0,326.0,uninj,V,NO,VLMC,VLMC
CELL.175,CELL.175,4,Injury_2DPI_rep3_SS200000147BL_D4,175,6,2071.0,325.0,uninj,V,NO,VLMC,VLMC
CELL.176,CELL.176,0,Injury_2DPI_rep3_SS200000147BL_D4,176,7,2165.0,326.0,uninj,V,NO,OBNBL,OBNBL
CELL.177,CELL.177,0,Injury_2DPI_rep3_SS200000147BL_D4,177,0,2350.0,322.0,uninj,D,NO,MPEX,MPEX
CELL.178,CELL.178,0,Injury_2DPI_rep3_SS200000147BL_D4,178,9,2201.0,329.0,uninj,V,NO,MPEX,MPEX
CELL.179,CELL.179,0,Injury_2DPI_rep3_SS200000147BL_D4,179,0,2382.0,330.0,uninj,D,NO,MSN,MSN
CELL.181,CELL.181,7,Injury_2DPI_rep3_SS200000147BL_D4,181,3,1639.0,331.0,uninj,V,NO,VLMC,VLMC
CELL.182,CELL.182,4,Injury_2DPI_rep3_SS200000147BL_D4,182,6,3644.0,333.0,uninj,D,NO,VLMC,VLMC
CELL.183,CELL.183,7,Injury_2DPI_rep3_SS200000147BL_D4,183,4,2635.0,334.0,uninj,D,NO,CCKIN,CCKIN
CELL.185,CELL.185,8,Injury_2DPI_rep3_SS200000147BL_D4,185,3,2710.0,333.0,uninj,D,NO,VLMC,VLMC
CELL.186,CELL.186,7,Injury_2DPI_rep3_SS200000147BL_D4,186,0,1500.0,337.0,uninj,V,NO,OBNBL,OBNBL
CELL.189,CELL.189,0,Injury_2DPI_rep3_SS200000147BL_D4,189,0,2662.0,340.0,uninj,D,NO,MSN,MSN
CELL.190,CELL.190,8,Injury_2DPI_rep3_SS200000147BL_D4,190,3,994.0,336.0,uninj,V,NO,VLMC,VLMC
CELL.191,CELL.191,4,Injury_2DPI_rep3_SS200000147BL_D4,191,3,1034.0,336.0,uninj,V,NO,VLMC,VLMC
CELL.192,CELL.192,8,Injury_2DPI_rep3_SS200000147BL_D4,192,0,2441.0,341.0,uninj,D,NO,OBNBL,OBNBL
CELL.193,CELL.193,4,Injury_2DPI_rep3_SS200000147BL_D4,193,3,952.0,341.0,uninj,V,NO,VLMC,VLMC
CELL.195,CELL.195,0,Injury_2DPI_rep3_SS200000147BL_D4,195,7,2472.0,340.0,uninj,D,NO,SCGNIN,SCGNIN
CELL.197,CELL.197,8,Injury_2DPI_rep3_SS200000147BL_D4,197,4,1675.0,345.0,uninj,V,NO,CCKIN,CCKIN
CELL.200,CELL.200,0,Injury_2DPI_rep3_SS200000147BL_D4,200,7,2001.0,352.0,uninj,V,NO,OBNBL,OBNBL
CELL.201,CELL.201,0,Injury_2DPI_rep3_SS200000147BL_D4,201,3,2525.0,346.0,uninj,D,NO,VLMC,VLMC
CELL.202,CELL.202,4,Injury_2DPI_rep3_SS200000147BL_D4,202,3,932.0,354.0,uninj,V,NO,VLMC,VLMC
CELL.203,CELL.203,0,Injury_2DPI_rep3_SS200000147BL_D4,203,0,2552.0,354.0,uninj,D,NO,MSN,MSN
CELL.205,CELL.205,0,Injury_2DPI_rep3_SS200000147BL_D4,205,7,1966.0,353.0,uninj,V,NO,OBNBL,OBNBL
CELL.206,CELL.206,0,Injury_2DPI_rep3_SS200000147BL_D4,206,0,2274.0,355.0,uninj,V,NO,MSN,MSN
CELL.208,CELL.208,4,Injury_2DPI_rep3_SS200000147BL_D4,208,6,3684.0,352.0,uninj,D,NO,VLMC,VLMC
CELL.209,CELL.209,4,Injury_2DPI_rep3_SS200000147BL_D4,209,6,3714.0,357.0,uninj,D,NO,VLMC,VLMC
CELL.210,CELL.210,8,Injury_2DPI_rep3_SS200000147BL_D4,210,6,1316.0,362.0,uninj,V,NO,VLMC,VLMC
CELL.211,CELL.211,0,Injury_2DPI_rep3_SS200000147BL_D4,211,7,2031.0,361.0,uninj,V,NO,OBNBL,OBNBL
CELL.212,CELL.212,0,Injury_2DPI_rep3_SS200000147BL_D4,212,7,2476.0,363.0,uninj,D,NO,SCGNIN,SCGNIN
CELL.213,CELL.213,0,Injury_2DPI_rep3_SS200000147BL_D4,213,0,2606.0,364.0,uninj,D,NO,MSN,MSN
CELL.214,CELL.214,0,Injury_2DPI_rep3_SS200000147BL_D4,214,0,2166.0,362.0,uninj,V,NO,MPEX,MPEX
CELL.216,CELL.216,0,Injury_2DPI_rep3_SS200000147BL_D4,216,7,2301.0,372.0,uninj,D,NO,SCGNIN,SCGNIN
CELL.217,CELL.217,0,Injury_2DPI_rep3_SS200000147BL_D4,217,7,2332.0,363.0,uninj,D,NO,SCGNIN,SCGNIN
CELL.218,CELL.218,7,Injury_2DPI_rep3_SS200000147BL_D4,218,3,1708.0,369.0,uninj,V,NO,VLMC,VLMC
CELL.220,CELL.220,0,Injury_2DPI_rep3_SS200000147BL_D4,220,3,2450.0,367.0,uninj,D,NO,VLMC,VLMC
CELL.221,CELL.221,0,Injury_2DPI_rep3_SS200000147BL_D4,221,0,2515.0,373.0,uninj,D,NO,OBNBL,OBNBL
CELL.222,CELL.222,0,Injury_2DPI_rep3_SS200000147BL_D4,222,5,2640.0,370.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.223,CELL.223,6,Injury_2DPI_rep3_SS200000147BL_D4,223,5,3000.0,372.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.224,CELL.224,0,Injury_2DPI_rep3_SS200000147BL_D4,224,7,2245.0,367.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.225,CELL.225,0,Injury_2DPI_rep3_SS200000147BL_D4,225,0,2370.0,375.0,uninj,D,NO,MSN,MSN
CELL.226,CELL.226,0,Injury_2DPI_rep3_SS200000147BL_D4,226,0,2723.0,374.0,uninj,D,NO,OBNBL,OBNBL
CELL.227,CELL.227,6,Injury_2DPI_rep3_SS200000147BL_D4,227,7,2756.0,370.0,uninj,D,NO,OBNBL,OBNBL
CELL.228,CELL.228,6,Injury_2DPI_rep3_SS200000147BL_D4,228,5,2833.0,379.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.229,CELL.229,0,Injury_2DPI_rep3_SS200000147BL_D4,229,7,2577.0,375.0,uninj,D,NO,SCGNIN,SCGNIN
CELL.232,CELL.232,4,Injury_2DPI_rep3_SS200000147BL_D4,232,6,2894.0,369.0,uninj,D,NO,VLMC,VLMC
CELL.233,CELL.233,1,Injury_2DPI_rep3_SS200000147BL_D4,233,4,3078.0,376.0,uninj,D,NO,OBNBL,OBNBL
CELL.234,CELL.234,0,Injury_2DPI_rep3_SS200000147BL_D4,234,7,2428.0,381.0,uninj,D,NO,SCGNIN,SCGNIN
CELL.235,CELL.235,3,Injury_2DPI_rep3_SS200000147BL_D4,235,3,2924.0,381.0,uninj,D,NO,VLMC,VLMC
CELL.236,CELL.236,4,Injury_2DPI_rep3_SS200000147BL_D4,236,3,895.0,380.0,uninj,V,NO,VLMC,VLMC
CELL.237,CELL.237,7,Injury_2DPI_rep3_SS200000147BL_D4,237,3,1796.0,380.0,uninj,V,NO,VLMC,VLMC
CELL.238,CELL.238,0,Injury_2DPI_rep3_SS200000147BL_D4,238,0,2276.0,384.0,uninj,V,NO,MSN,MSN
CELL.239,CELL.239,0,Injury_2DPI_rep3_SS200000147BL_D4,239,7,2670.0,382.0,uninj,D,NO,OBNBL,OBNBL
CELL.240,CELL.240,0,Injury_2DPI_rep3_SS200000147BL_D4,240,7,2095.0,386.0,uninj,V,NO,OBNBL,OBNBL
CELL.242,CELL.242,0,Injury_2DPI_rep3_SS200000147BL_D4,242,7,2324.0,384.0,uninj,D,NO,SCGNIN,SCGNIN
CELL.243,CELL.243,0,Injury_2DPI_rep3_SS200000147BL_D4,243,7,2051.0,388.0,uninj,V,NO,OBNBL,OBNBL
CELL.244,CELL.244,7,Injury_2DPI_rep3_SS200000147BL_D4,244,0,2217.0,389.0,uninj,V,NO,MSN,MSN
CELL.245,CELL.245,4,Injury_2DPI_rep3_SS200000147BL_D4,245,6,3741.0,386.0,uninj,D,NO,VLMC,VLMC
CELL.247,CELL.247,7,Injury_2DPI_rep3_SS200000147BL_D4,247,2,1751.0,389.0,uninj,V,NO,MPEX,MPEX
CELL.248,CELL.248,0,Injury_2DPI_rep3_SS200000147BL_D4,248,0,2176.0,387.0,uninj,V,NO,MSN,MSN
CELL.249,CELL.249,4,Injury_2DPI_rep3_SS200000147BL_D4,249,6,3714.0,390.0,uninj,D,NO,VLMC,VLMC
CELL.250,CELL.250,4,Injury_2DPI_rep3_SS200000147BL_D4,250,6,1315.0,392.0,uninj,V,NO,VLMC,VLMC
CELL.251,CELL.251,0,Injury_2DPI_rep3_SS200000147BL_D4,251,0,2713.0,397.0,uninj,D,NO,MSN,MSN
CELL.253,CELL.253,3,Injury_2DPI_rep3_SS200000147BL_D4,253,5,2852.0,396.0,uninj,D,NO,NPTXEX,NPTXEX
