,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Celltype,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.27,CELL.27,2,Injury_control_FP200000239BL_E3,27,8,VLMC,uninj,V,VLMC,VLMC
CELL.28,CELL.28,2,Injury_control_FP200000239BL_E3,28,3,VLMC,uninj,D,VLMC,VLMC
CELL.29,CELL.29,2,Injury_control_FP200000239BL_E3,29,3,VLMC,uninj,V,VLMC,VLMC
CELL.30,CELL.30,2,Injury_control_FP200000239BL_E3,30,8,VLMC,uninj,D,VLMC,VLMC
CELL.31,CELL.31,2,Injury_control_FP200000239BL_E3,31,3,VLMC,uninj,V,VLMC,VLMC
CELL.32,CELL.32,2,Injury_control_FP200000239BL_E3,32,3,VLMC,uninj,D,VLMC,VLMC
CELL.33,CELL.33,2,Injury_control_FP200000239BL_E3,33,3,VLMC,uninj,V,VLMC,VLMC
CELL.34,CELL.34,2,Injury_control_FP200000239BL_E3,34,3,VLMC,uninj,D,VLMC,VLMC
CELL.35,CELL.35,2,Injury_control_FP200000239BL_E3,35,8,VLMC,uninj,V,VLMC,VLMC
CELL.36,CELL.36,2,Injury_control_FP200000239BL_E3,36,8,VLMC,uninj,V,VLMC,VLMC
CELL.37,CELL.37,2,Injury_control_FP200000239BL_E3,37,3,VLMC,uninj,D,VLMC,VLMC
CELL.38,CELL.38,2,Injury_control_FP200000239BL_E3,38,3,VLMC,uninj,V,VLMC,VLMC
CELL.39,CELL.39,2,Injury_control_FP200000239BL_E3,39,3,CP,uninj,D,VLMC,VLMC
CELL.40,CELL.40,2,Injury_control_FP200000239BL_E3,40,3,VLMC,uninj,V,VLMC,VLMC
CELL.41,CELL.41,2,Injury_control_FP200000239BL_E3,41,3,VLMC,uninj,D,VLMC,VLMC
CELL.42,CELL.42,2,Injury_control_FP200000239BL_E3,42,3,VLMC,uninj,V,VLMC,VLMC
CELL.44,CELL.44,2,Injury_control_FP200000239BL_E3,44,3,VLMC,uninj,D,VLMC,VLMC
CELL.45,CELL.45,2,Injury_control_FP200000239BL_E3,45,3,VLMC,uninj,D,VLMC,VLMC
CELL.46,CELL.46,2,Injury_control_FP200000239BL_E3,46,13,SSTIN,uninj,V,SSTIN,SSTIN
CELL.47,CELL.47,2,Injury_control_FP200000239BL_E3,47,3,VLMC,uninj,V,VLMC,VLMC
CELL.49,CELL.49,2,Injury_control_FP200000239BL_E3,49,8,VLMC,uninj,V,VLMC,VLMC
CELL.50,CELL.50,2,Injury_control_FP200000239BL_E3,50,3,VLMC,uninj,D,VLMC,VLMC
CELL.53,CELL.53,2,Injury_control_FP200000239BL_E3,53,3,CP,uninj,V,CP,CP
CELL.54,CELL.54,2,Injury_control_FP200000239BL_E3,54,8,VLMC,uninj,V,VLMC,VLMC
CELL.56,CELL.56,2,Injury_control_FP200000239BL_E3,56,3,CP,uninj,V,CP,CP
CELL.58,CELL.58,2,Injury_control_FP200000239BL_E3,58,3,VLMC,uninj,V,VLMC,VLMC
CELL.59,CELL.59,2,Injury_control_FP200000239BL_E3,59,3,VLMC,uninj,D,VLMC,VLMC
CELL.61,CELL.61,2,Injury_control_FP200000239BL_E3,61,8,VLMC,uninj,V,VLMC,VLMC
CELL.65,CELL.65,2,Injury_control_FP200000239BL_E3,65,8,VLMC,uninj,D,VLMC,VLMC
CELL.66,CELL.66,2,Injury_control_FP200000239BL_E3,66,3,CP,uninj,D,CP,CP
CELL.68,CELL.68,2,Injury_control_FP200000239BL_E3,68,8,VLMC,uninj,D,VLMC,VLMC
CELL.69,CELL.69,2,Injury_control_FP200000239BL_E3,69,3,VLMC,uninj,V,VLMC,VLMC
CELL.70,CELL.70,2,Injury_control_FP200000239BL_E3,70,3,CP,uninj,V,CP,CP
CELL.72,CELL.72,5,Injury_control_FP200000239BL_E3,72,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.73,CELL.73,5,Injury_control_FP200000239BL_E3,73,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.74,CELL.74,2,Injury_control_FP200000239BL_E3,74,3,VLMC,uninj,D,VLMC,VLMC
CELL.77,CELL.77,2,Injury_control_FP200000239BL_E3,77,8,VLMC,uninj,V,VLMC,VLMC
CELL.80,CELL.80,5,Injury_control_FP200000239BL_E3,80,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.81,CELL.81,2,Injury_control_FP200000239BL_E3,81,3,VLMC,uninj,V,VLMC,VLMC
CELL.82,CELL.82,5,Injury_control_FP200000239BL_E3,82,5,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.83,CELL.83,2,Injury_control_FP200000239BL_E3,83,3,VLMC,uninj,V,VLMC,VLMC
CELL.85,CELL.85,0,Injury_control_FP200000239BL_E3,85,0,CMPN,uninj,V,Unknown,UnKnown
CELL.86,CELL.86,5,Injury_control_FP200000239BL_E3,86,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.87,CELL.87,4,Injury_control_FP200000239BL_E3,87,3,NPTXEX,uninj,V,VLMC,VLMC
CELL.88,CELL.88,2,Injury_control_FP200000239BL_E3,88,8,VLMC,uninj,V,VLMC,VLMC
CELL.90,CELL.90,2,Injury_control_FP200000239BL_E3,90,3,CP,uninj,D,CP,CP
CELL.95,CELL.95,5,Injury_control_FP200000239BL_E3,95,5,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.96,CELL.96,5,Injury_control_FP200000239BL_E3,96,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.97,CELL.97,4,Injury_control_FP200000239BL_E3,97,3,VLMC,uninj,V,VLMC,VLMC
CELL.98,CELL.98,2,Injury_control_FP200000239BL_E3,98,8,VLMC,uninj,V,VLMC,VLMC
CELL.99,CELL.99,2,Injury_control_FP200000239BL_E3,99,6,SFRP1RGC,uninj,D,DIPC,TLNBL
CELL.100,CELL.100,2,Injury_control_FP200000239BL_E3,100,8,VLMC,uninj,V,VLMC,VLMC
CELL.101,CELL.101,2,Injury_control_FP200000239BL_E3,101,3,VLMC,uninj,V,VLMC,VLMC
CELL.104,CELL.104,5,Injury_control_FP200000239BL_E3,104,5,DPEX,uninj,D,NPTXEX,NPTXEX
CELL.108,CELL.108,5,Injury_control_FP200000239BL_E3,108,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.110,CELL.110,2,Injury_control_FP200000239BL_E3,110,3,CP,uninj,V,CP,CP
CELL.113,CELL.113,5,Injury_control_FP200000239BL_E3,113,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.116,CELL.116,2,Injury_control_FP200000239BL_E3,116,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.119,CELL.119,5,Injury_control_FP200000239BL_E3,119,4,MPEX,uninj,D,Unknown,UnKnown
CELL.120,CELL.120,5,Injury_control_FP200000239BL_E3,120,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.121,CELL.121,4,Injury_control_FP200000239BL_E3,121,9,DPEX,uninj,D,DPEX,DPEX
CELL.122,CELL.122,2,Injury_control_FP200000239BL_E3,122,6,SFRP1RGC,uninj,V,DIPC,TLNBL
CELL.126,CELL.126,4,Injury_control_FP200000239BL_E3,126,13,SSTIN,uninj,D,SSTIN,SSTIN
CELL.128,CELL.128,4,Injury_control_FP200000239BL_E3,128,5,CMPN,uninj,V,Unknown,UnKnown
CELL.129,CELL.129,2,Injury_control_FP200000239BL_E3,129,8,VLMC,uninj,V,VLMC,VLMC
CELL.130,CELL.130,5,Injury_control_FP200000239BL_E3,130,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.131,CELL.131,5,Injury_control_FP200000239BL_E3,131,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.132,CELL.132,2,Injury_control_FP200000239BL_E3,132,3,VLMC,uninj,D,VLMC,VLMC
CELL.133,CELL.133,2,Injury_control_FP200000239BL_E3,133,8,VLMC,uninj,V,VLMC,VLMC
CELL.134,CELL.134,5,Injury_control_FP200000239BL_E3,134,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.135,CELL.135,5,Injury_control_FP200000239BL_E3,135,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.137,CELL.137,5,Injury_control_FP200000239BL_E3,137,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.139,CELL.139,5,Injury_control_FP200000239BL_E3,139,4,MPEX,uninj,D,Unknown,UnKnown
CELL.140,CELL.140,2,Injury_control_FP200000239BL_E3,140,3,VLMC,uninj,V,VLMC,VLMC
CELL.141,CELL.141,7,Injury_control_FP200000239BL_E3,141,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.142,CELL.142,2,Injury_control_FP200000239BL_E3,142,8,VLMC,uninj,V,VLMC,VLMC
CELL.143,CELL.143,5,Injury_control_FP200000239BL_E3,143,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.145,CELL.145,5,Injury_control_FP200000239BL_E3,145,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.146,CELL.146,2,Injury_control_FP200000239BL_E3,146,3,VLMC,uninj,D,VLMC,VLMC
CELL.147,CELL.147,5,Injury_control_FP200000239BL_E3,147,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.148,CELL.148,5,Injury_control_FP200000239BL_E3,148,5,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.149,CELL.149,5,Injury_control_FP200000239BL_E3,149,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.150,CELL.150,5,Injury_control_FP200000239BL_E3,150,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.151,CELL.151,5,Injury_control_FP200000239BL_E3,151,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.152,CELL.152,2,Injury_control_FP200000239BL_E3,152,0,CMPN,uninj,V,Unknown,UnKnown
CELL.153,CELL.153,2,Injury_control_FP200000239BL_E3,153,3,IMC,uninj,V,Microglia,MCG
CELL.154,CELL.154,2,Injury_control_FP200000239BL_E3,154,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.155,CELL.155,5,Injury_control_FP200000239BL_E3,155,5,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.157,CELL.157,5,Injury_control_FP200000239BL_E3,157,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.158,CELL.158,5,Injury_control_FP200000239BL_E3,158,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.159,CELL.159,5,Injury_control_FP200000239BL_E3,159,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.160,CELL.160,5,Injury_control_FP200000239BL_E3,160,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.161,CELL.161,5,Injury_control_FP200000239BL_E3,161,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.162,CELL.162,5,Injury_control_FP200000239BL_E3,162,5,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.163,CELL.163,2,Injury_control_FP200000239BL_E3,163,3,IMC,uninj,V,Microglia,MCG
CELL.164,CELL.164,5,Injury_control_FP200000239BL_E3,164,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.165,CELL.165,5,Injury_control_FP200000239BL_E3,165,5,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.166,CELL.166,5,Injury_control_FP200000239BL_E3,166,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.167,CELL.167,5,Injury_control_FP200000239BL_E3,167,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.168,CELL.168,5,Injury_control_FP200000239BL_E3,168,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.170,CELL.170,2,Injury_control_FP200000239BL_E3,170,3,VLMC,uninj,D,VLMC,VLMC
CELL.174,CELL.174,5,Injury_control_FP200000239BL_E3,174,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.177,CELL.177,5,Injury_control_FP200000239BL_E3,177,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.178,CELL.178,4,Injury_control_FP200000239BL_E3,178,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.180,CELL.180,5,Injury_control_FP200000239BL_E3,180,0,CMPN,uninj,V,CMPN,CMPN
CELL.181,CELL.181,5,Injury_control_FP200000239BL_E3,181,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.182,CELL.182,5,Injury_control_FP200000239BL_E3,182,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.183,CELL.183,5,Injury_control_FP200000239BL_E3,183,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.184,CELL.184,5,Injury_control_FP200000239BL_E3,184,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.185,CELL.185,5,Injury_control_FP200000239BL_E3,185,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.186,CELL.186,5,Injury_control_FP200000239BL_E3,186,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.187,CELL.187,5,Injury_control_FP200000239BL_E3,187,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.188,CELL.188,5,Injury_control_FP200000239BL_E3,188,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.189,CELL.189,5,Injury_control_FP200000239BL_E3,189,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.190,CELL.190,5,Injury_control_FP200000239BL_E3,190,5,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.191,CELL.191,5,Injury_control_FP200000239BL_E3,191,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.192,CELL.192,5,Injury_control_FP200000239BL_E3,192,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.193,CELL.193,2,Injury_control_FP200000239BL_E3,193,2,StriatumIN,uninj,V,MSN,MSN
CELL.195,CELL.195,2,Injury_control_FP200000239BL_E3,195,3,VLMC,uninj,D,VLMC,VLMC
CELL.196,CELL.196,5,Injury_control_FP200000239BL_E3,196,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.197,CELL.197,5,Injury_control_FP200000239BL_E3,197,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.198,CELL.198,2,Injury_control_FP200000239BL_E3,198,3,VLMC,uninj,D,VLMC,VLMC
CELL.200,CELL.200,4,Injury_control_FP200000239BL_E3,200,5,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.201,CELL.201,5,Injury_control_FP200000239BL_E3,201,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.203,CELL.203,0,Injury_control_FP200000239BL_E3,203,5,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.204,CELL.204,5,Injury_control_FP200000239BL_E3,204,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.206,CELL.206,5,Injury_control_FP200000239BL_E3,206,9,DPEX,uninj,V,DPEX,DPEX
CELL.207,CELL.207,5,Injury_control_FP200000239BL_E3,207,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.208,CELL.208,5,Injury_control_FP200000239BL_E3,208,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.210,CELL.210,5,Injury_control_FP200000239BL_E3,210,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.211,CELL.211,5,Injury_control_FP200000239BL_E3,211,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.212,CELL.212,5,Injury_control_FP200000239BL_E3,212,5,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.213,CELL.213,5,Injury_control_FP200000239BL_E3,213,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.214,CELL.214,5,Injury_control_FP200000239BL_E3,214,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.215,CELL.215,5,Injury_control_FP200000239BL_E3,215,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.216,CELL.216,5,Injury_control_FP200000239BL_E3,216,5,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.217,CELL.217,5,Injury_control_FP200000239BL_E3,217,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.218,CELL.218,0,Injury_control_FP200000239BL_E3,218,2,NPTXEX,uninj,V,MSN,MSN
CELL.221,CELL.221,1,Injury_control_FP200000239BL_E3,221,14,StriatumIN,uninj,V,NPYIN,NPYIN
CELL.222,CELL.222,5,Injury_control_FP200000239BL_E3,222,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.223,CELL.223,5,Injury_control_FP200000239BL_E3,223,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.224,CELL.224,5,Injury_control_FP200000239BL_E3,224,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.225,CELL.225,5,Injury_control_FP200000239BL_E3,225,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.226,CELL.226,5,Injury_control_FP200000239BL_E3,226,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.227,CELL.227,5,Injury_control_FP200000239BL_E3,227,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.228,CELL.228,5,Injury_control_FP200000239BL_E3,228,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.229,CELL.229,5,Injury_control_FP200000239BL_E3,229,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.230,CELL.230,5,Injury_control_FP200000239BL_E3,230,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.231,CELL.231,5,Injury_control_FP200000239BL_E3,231,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.232,CELL.232,1,Injury_control_FP200000239BL_E3,232,5,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.233,CELL.233,5,Injury_control_FP200000239BL_E3,233,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.235,CELL.235,5,Injury_control_FP200000239BL_E3,235,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.236,CELL.236,5,Injury_control_FP200000239BL_E3,236,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.237,CELL.237,5,Injury_control_FP200000239BL_E3,237,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.238,CELL.238,5,Injury_control_FP200000239BL_E3,238,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.239,CELL.239,5,Injury_control_FP200000239BL_E3,239,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.241,CELL.241,5,Injury_control_FP200000239BL_E3,241,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.242,CELL.242,5,Injury_control_FP200000239BL_E3,242,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.243,CELL.243,5,Injury_control_FP200000239BL_E3,243,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.245,CELL.245,1,Injury_control_FP200000239BL_E3,245,2,StriatumIN,uninj,V,MSN,MSN
CELL.246,CELL.246,5,Injury_control_FP200000239BL_E3,246,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.248,CELL.248,2,Injury_control_FP200000239BL_E3,248,2,MSN,uninj,V,MSN,MSN
CELL.249,CELL.249,1,Injury_control_FP200000239BL_E3,249,14,StriatumIN,uninj,V,NPYIN,NPYIN
CELL.250,CELL.250,5,Injury_control_FP200000239BL_E3,250,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.251,CELL.251,5,Injury_control_FP200000239BL_E3,251,5,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.252,CELL.252,2,Injury_control_FP200000239BL_E3,252,8,VLMC,uninj,D,VLMC,VLMC
CELL.254,CELL.254,5,Injury_control_FP200000239BL_E3,254,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.255,CELL.255,5,Injury_control_FP200000239BL_E3,255,5,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.257,CELL.257,5,Injury_control_FP200000239BL_E3,257,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.258,CELL.258,2,Injury_control_FP200000239BL_E3,258,8,VLMC,uninj,D,VLMC,VLMC
CELL.259,CELL.259,5,Injury_control_FP200000239BL_E3,259,5,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.260,CELL.260,5,Injury_control_FP200000239BL_E3,260,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.261,CELL.261,5,Injury_control_FP200000239BL_E3,261,14,SSTIN,uninj,V,NPYIN,NPYIN
CELL.262,CELL.262,5,Injury_control_FP200000239BL_E3,262,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.263,CELL.263,5,Injury_control_FP200000239BL_E3,263,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.265,CELL.265,2,Injury_control_FP200000239BL_E3,265,3,CP,uninj,V,CP,CP
CELL.266,CELL.266,5,Injury_control_FP200000239BL_E3,266,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.267,CELL.267,5,Injury_control_FP200000239BL_E3,267,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.268,CELL.268,5,Injury_control_FP200000239BL_E3,268,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.269,CELL.269,5,Injury_control_FP200000239BL_E3,269,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.270,CELL.270,9,Injury_control_FP200000239BL_E3,270,5,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.272,CELL.272,5,Injury_control_FP200000239BL_E3,272,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.273,CELL.273,5,Injury_control_FP200000239BL_E3,273,5,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.274,CELL.274,5,Injury_control_FP200000239BL_E3,274,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.275,CELL.275,5,Injury_control_FP200000239BL_E3,275,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.276,CELL.276,5,Injury_control_FP200000239BL_E3,276,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.277,CELL.277,1,Injury_control_FP200000239BL_E3,277,5,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.279,CELL.279,5,Injury_control_FP200000239BL_E3,279,5,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.280,CELL.280,5,Injury_control_FP200000239BL_E3,280,5,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.281,CELL.281,1,Injury_control_FP200000239BL_E3,281,2,MSN,uninj,V,CCKIN,CCKIN
CELL.282,CELL.282,5,Injury_control_FP200000239BL_E3,282,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.283,CELL.283,5,Injury_control_FP200000239BL_E3,283,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.284,CELL.284,5,Injury_control_FP200000239BL_E3,284,13,SSTIN,uninj,V,SSTIN,SSTIN
CELL.285,CELL.285,5,Injury_control_FP200000239BL_E3,285,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.286,CELL.286,5,Injury_control_FP200000239BL_E3,286,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.287,CELL.287,1,Injury_control_FP200000239BL_E3,287,2,StriatumIN,uninj,V,CP,CP
CELL.288,CELL.288,5,Injury_control_FP200000239BL_E3,288,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.290,CELL.290,5,Injury_control_FP200000239BL_E3,290,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.291,CELL.291,2,Injury_control_FP200000239BL_E3,291,3,VLMC,uninj,V,VLMC,VLMC
CELL.293,CELL.293,5,Injury_control_FP200000239BL_E3,293,5,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.294,CELL.294,5,Injury_control_FP200000239BL_E3,294,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.295,CELL.295,2,Injury_control_FP200000239BL_E3,295,8,VLMC,uninj,D,VLMC,VLMC
CELL.296,CELL.296,5,Injury_control_FP200000239BL_E3,296,7,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.298,CELL.298,5,Injury_control_FP200000239BL_E3,298,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.299,CELL.299,5,Injury_control_FP200000239BL_E3,299,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.300,CELL.300,5,Injury_control_FP200000239BL_E3,300,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.301,CELL.301,2,Injury_control_FP200000239BL_E3,301,8,VLMC,uninj,D,VLMC,VLMC
CELL.302,CELL.302,5,Injury_control_FP200000239BL_E3,302,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
