,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,x_center,y_center,inj_uninj,D_V,inj_M_L,Annotation_Final,Annotation_0306
CELL.257,CELL.257,3,Injury_10DPI_rep2_SS200000147BL_B2,257,4,2521.0,6045.0,inj,V,NO,VLMC,VLMC
CELL.258,CELL.258,3,Injury_10DPI_rep2_SS200000147BL_B2,258,4,2537.0,5442.0,inj,V,NO,VLMC,VLMC
CELL.259,CELL.259,3,Injury_10DPI_rep2_SS200000147BL_B2,259,4,2525.0,5847.0,inj,V,NO,VLMC,VLMC
CELL.260,CELL.260,9,Injury_10DPI_rep2_SS200000147BL_B2,260,4,2531.0,6090.0,inj,V,NO,VLMC,VLMC
CELL.261,CELL.261,3,Injury_10DPI_rep2_SS200000147BL_B2,261,4,2525.0,5678.0,inj,V,NO,VLMC,VLMC
CELL.262,CELL.262,3,Injury_10DPI_rep2_SS200000147BL_B2,262,4,2528.0,5642.0,inj,V,NO,VLMC,VLMC
CELL.263,CELL.263,3,Injury_10DPI_rep2_SS200000147BL_B2,263,4,2527.0,5713.0,inj,V,NO,VLMC,VLMC
CELL.264,CELL.264,9,Injury_10DPI_rep2_SS200000147BL_B2,264,4,2532.0,5807.0,inj,V,NO,VLMC,VLMC
CELL.265,CELL.265,3,Injury_10DPI_rep2_SS200000147BL_B2,265,4,2536.0,5985.0,inj,V,NO,VLMC,VLMC
CELL.266,CELL.266,3,Injury_10DPI_rep2_SS200000147BL_B2,266,4,2552.0,6166.0,inj,V,NO,VLMC,VLMC
CELL.267,CELL.267,3,Injury_10DPI_rep2_SS200000147BL_B2,267,4,2537.0,5498.0,inj,V,NO,VLMC,VLMC
CELL.268,CELL.268,3,Injury_10DPI_rep2_SS200000147BL_B2,268,4,2541.0,5582.0,inj,V,NO,VLMC,VLMC
CELL.269,CELL.269,3,Injury_10DPI_rep2_SS200000147BL_B2,269,4,2538.0,5880.0,inj,V,NO,VLMC,VLMC
CELL.270,CELL.270,3,Injury_10DPI_rep2_SS200000147BL_B2,270,4,2542.0,6063.0,inj,V,NO,VLMC,VLMC
CELL.271,CELL.271,3,Injury_10DPI_rep2_SS200000147BL_B2,271,4,2546.0,6025.0,inj,V,NO,VLMC,VLMC
CELL.272,CELL.272,3,Injury_10DPI_rep2_SS200000147BL_B2,272,4,2562.0,5379.0,inj,V,NO,VLMC,VLMC
CELL.273,CELL.273,3,Injury_10DPI_rep2_SS200000147BL_B2,273,4,2547.0,5616.0,inj,V,NO,VLMC,VLMC
CELL.274,CELL.274,3,Injury_10DPI_rep2_SS200000147BL_B2,274,4,2553.0,5551.0,inj,V,NO,VLMC,VLMC
CELL.275,CELL.275,3,Injury_10DPI_rep2_SS200000147BL_B2,275,4,2566.0,6192.0,inj,V,NO,VLMC,VLMC
CELL.276,CELL.276,3,Injury_10DPI_rep2_SS200000147BL_B2,276,4,2548.0,5925.0,inj,V,NO,VLMC,VLMC
CELL.277,CELL.277,3,Injury_10DPI_rep2_SS200000147BL_B2,277,4,2563.0,6098.0,inj,V,NO,VLMC,VLMC
CELL.279,CELL.279,3,Injury_10DPI_rep2_SS200000147BL_B2,279,4,2563.0,6119.0,inj,V,NO,VLMC,VLMC
CELL.280,CELL.280,9,Injury_10DPI_rep2_SS200000147BL_B2,280,12,2578.0,6413.0,inj,V,NO,WNTRGC,WNTEGC
CELL.281,CELL.281,3,Injury_10DPI_rep2_SS200000147BL_B2,281,4,2559.0,5452.0,inj,V,NO,VLMC,VLMC
CELL.282,CELL.282,9,Injury_10DPI_rep2_SS200000147BL_B2,282,4,2578.0,6383.0,inj,V,NO,VLMC,VLMC
CELL.283,CELL.283,9,Injury_10DPI_rep2_SS200000147BL_B2,283,4,2575.0,5805.0,inj,V,NO,VLMC,VLMC
CELL.284,CELL.284,3,Injury_10DPI_rep2_SS200000147BL_B2,284,4,2586.0,5303.0,inj,V,NO,VLMC,VLMC
CELL.285,CELL.285,3,Injury_10DPI_rep2_SS200000147BL_B2,285,4,2582.0,5332.0,inj,V,NO,VLMC,VLMC
CELL.286,CELL.286,3,Injury_10DPI_rep2_SS200000147BL_B2,286,4,2594.0,5281.0,inj,V,NO,VLMC,VLMC
CELL.287,CELL.287,3,Injury_10DPI_rep2_SS200000147BL_B2,287,4,2587.0,6303.0,inj,V,NO,VLMC,VLMC
CELL.288,CELL.288,3,Injury_10DPI_rep2_SS200000147BL_B2,288,4,2584.0,6154.0,inj,V,NO,VLMC,VLMC
CELL.289,CELL.289,3,Injury_10DPI_rep2_SS200000147BL_B2,289,4,2585.0,5357.0,inj,V,NO,VLMC,VLMC
CELL.290,CELL.290,9,Injury_10DPI_rep2_SS200000147BL_B2,290,4,2591.0,6474.0,inj,V,NO,VLMC,VLMC
CELL.291,CELL.291,3,Injury_10DPI_rep2_SS200000147BL_B2,291,4,2591.0,6122.0,inj,V,NO,VLMC,VLMC
CELL.292,CELL.292,3,Injury_10DPI_rep2_SS200000147BL_B2,292,4,2590.0,5403.0,inj,V,NO,VLMC,VLMC
CELL.293,CELL.293,3,Injury_10DPI_rep2_SS200000147BL_B2,293,4,2601.0,6359.0,inj,V,NO,VLMC,VLMC
CELL.294,CELL.294,3,Injury_10DPI_rep2_SS200000147BL_B2,294,4,2598.0,6215.0,inj,V,NO,VLMC,VLMC
CELL.295,CELL.295,3,Injury_10DPI_rep2_SS200000147BL_B2,295,4,2600.0,6415.0,inj,V,NO,VLMC,VLMC
CELL.296,CELL.296,3,Injury_10DPI_rep2_SS200000147BL_B2,296,4,2598.0,6388.0,inj,V,NO,VLMC,VLMC
CELL.297,CELL.297,3,Injury_10DPI_rep2_SS200000147BL_B2,297,4,2598.0,6448.0,inj,V,NO,VLMC,VLMC
CELL.298,CELL.298,3,Injury_10DPI_rep2_SS200000147BL_B2,298,4,2600.0,5377.0,inj,V,NO,VLMC,VLMC
CELL.299,CELL.299,5,Injury_10DPI_rep2_SS200000147BL_B2,299,4,2608.0,6439.0,inj,V,NO,VLMC,VLMC
CELL.300,CELL.300,3,Injury_10DPI_rep2_SS200000147BL_B2,300,4,2605.0,5340.0,inj,V,NO,VLMC,VLMC
CELL.301,CELL.301,3,Injury_10DPI_rep2_SS200000147BL_B2,301,4,2623.0,6464.0,inj,V,NO,VLMC,VLMC
CELL.302,CELL.302,3,Injury_10DPI_rep2_SS200000147BL_B2,302,4,2609.0,5306.0,inj,V,NO,VLMC,VLMC
CELL.303,CELL.303,3,Injury_10DPI_rep2_SS200000147BL_B2,303,4,2614.0,5274.0,inj,V,NO,VLMC,VLMC
CELL.304,CELL.304,3,Injury_10DPI_rep2_SS200000147BL_B2,304,4,2615.0,6124.0,inj,V,NO,VLMC,VLMC
CELL.305,CELL.305,9,Injury_10DPI_rep2_SS200000147BL_B2,305,4,2628.0,6571.0,inj,V,NO,VLMC,VLMC
CELL.306,CELL.306,3,Injury_10DPI_rep2_SS200000147BL_B2,306,4,2619.0,6404.0,inj,V,NO,VLMC,VLMC
CELL.307,CELL.307,3,Injury_10DPI_rep2_SS200000147BL_B2,307,4,2624.0,6171.0,inj,V,NO,VLMC,VLMC
CELL.308,CELL.308,3,Injury_10DPI_rep2_SS200000147BL_B2,308,4,2626.0,6547.0,inj,V,NO,VLMC,VLMC
CELL.309,CELL.309,3,Injury_10DPI_rep2_SS200000147BL_B2,309,4,2626.0,5201.0,inj,V,NO,VLMC,VLMC
CELL.310,CELL.310,3,Injury_10DPI_rep2_SS200000147BL_B2,310,4,2628.0,6507.0,inj,V,NO,VLMC,VLMC
CELL.311,CELL.311,3,Injury_10DPI_rep2_SS200000147BL_B2,311,4,2620.0,6371.0,inj,V,NO,VLMC,VLMC
CELL.313,CELL.313,3,Injury_10DPI_rep2_SS200000147BL_B2,313,4,2632.0,5230.0,inj,V,NO,VLMC,VLMC
CELL.314,CELL.314,3,Injury_10DPI_rep2_SS200000147BL_B2,314,4,2631.0,6211.0,inj,V,NO,VLMC,VLMC
CELL.315,CELL.315,9,Injury_10DPI_rep2_SS200000147BL_B2,315,4,2636.0,7208.0,uninj,V,NO,VLMC,VLMC
CELL.316,CELL.316,3,Injury_10DPI_rep2_SS200000147BL_B2,316,4,2645.0,6304.0,inj,V,NO,VLMC,VLMC
CELL.317,CELL.317,3,Injury_10DPI_rep2_SS200000147BL_B2,317,4,2639.0,6142.0,inj,V,NO,VLMC,VLMC
CELL.318,CELL.318,9,Injury_10DPI_rep2_SS200000147BL_B2,318,4,2646.0,6257.0,inj,V,NO,VLMC,VLMC
CELL.319,CELL.319,3,Injury_10DPI_rep2_SS200000147BL_B2,319,4,2647.0,5162.0,inj,V,NO,VLMC,VLMC
CELL.320,CELL.320,3,Injury_10DPI_rep2_SS200000147BL_B2,320,4,2650.0,6733.0,inj,V,NO,VLMC,VLMC
CELL.322,CELL.322,9,Injury_10DPI_rep2_SS200000147BL_B2,322,4,2655.0,6968.0,uninj,V,NO,VLMC,VLMC
CELL.324,CELL.324,3,Injury_10DPI_rep2_SS200000147BL_B2,324,4,2653.0,6389.0,inj,V,NO,VLMC,VLMC
CELL.325,CELL.325,3,Injury_10DPI_rep2_SS200000147BL_B2,325,4,2652.0,6559.0,inj,V,NO,VLMC,VLMC
CELL.326,CELL.326,3,Injury_10DPI_rep2_SS200000147BL_B2,326,4,2659.0,6903.0,inj,V,NO,VLMC,VLMC
CELL.327,CELL.327,3,Injury_10DPI_rep2_SS200000147BL_B2,327,4,2663.0,7233.0,uninj,V,NO,VLMC,VLMC
CELL.328,CELL.328,3,Injury_10DPI_rep2_SS200000147BL_B2,328,4,2660.0,6231.0,inj,V,NO,VLMC,VLMC
CELL.329,CELL.329,3,Injury_10DPI_rep2_SS200000147BL_B2,329,4,2666.0,6330.0,inj,V,NO,VLMC,VLMC
CELL.330,CELL.330,3,Injury_10DPI_rep2_SS200000147BL_B2,330,4,2656.0,6463.0,inj,V,NO,VLMC,VLMC
CELL.332,CELL.332,3,Injury_10DPI_rep2_SS200000147BL_B2,332,4,2646.0,6429.0,inj,V,NO,VLMC,VLMC
CELL.333,CELL.333,3,Injury_10DPI_rep2_SS200000147BL_B2,333,4,2656.0,5190.0,inj,V,NO,VLMC,VLMC
CELL.335,CELL.335,3,Injury_10DPI_rep2_SS200000147BL_B2,335,4,2675.0,6660.0,inj,V,NO,VLMC,VLMC
CELL.336,CELL.336,9,Injury_10DPI_rep2_SS200000147BL_B2,336,4,2668.0,7276.0,uninj,V,NO,VLMC,VLMC
CELL.337,CELL.337,3,Injury_10DPI_rep2_SS200000147BL_B2,337,4,2675.0,6515.0,inj,V,NO,VLMC,VLMC
CELL.339,CELL.339,3,Injury_10DPI_rep2_SS200000147BL_B2,339,4,2671.0,7549.0,uninj,V,NO,VLMC,VLMC
CELL.340,CELL.340,3,Injury_10DPI_rep2_SS200000147BL_B2,340,4,2675.0,7810.0,uninj,V,NO,VLMC,VLMC
CELL.341,CELL.341,3,Injury_10DPI_rep2_SS200000147BL_B2,341,4,2678.0,7093.0,uninj,V,NO,VLMC,VLMC
CELL.342,CELL.342,3,Injury_10DPI_rep2_SS200000147BL_B2,342,4,2673.0,7419.0,uninj,V,NO,VLMC,VLMC
CELL.343,CELL.343,9,Injury_10DPI_rep2_SS200000147BL_B2,343,4,2677.0,7065.0,uninj,V,NO,VLMC,VLMC
CELL.344,CELL.344,3,Injury_10DPI_rep2_SS200000147BL_B2,344,4,2679.0,7588.0,uninj,V,NO,VLMC,VLMC
CELL.345,CELL.345,3,Injury_10DPI_rep2_SS200000147BL_B2,345,4,2676.0,6935.0,uninj,V,NO,VLMC,VLMC
CELL.346,CELL.346,3,Injury_10DPI_rep2_SS200000147BL_B2,346,4,2682.0,7134.0,uninj,V,NO,VLMC,VLMC
CELL.347,CELL.347,9,Injury_10DPI_rep2_SS200000147BL_B2,347,4,2681.0,7161.0,uninj,V,NO,VLMC,VLMC
CELL.348,CELL.348,3,Injury_10DPI_rep2_SS200000147BL_B2,348,4,2678.0,7369.0,uninj,V,NO,VLMC,VLMC
CELL.349,CELL.349,3,Injury_10DPI_rep2_SS200000147BL_B2,349,4,2692.0,7488.0,uninj,V,NO,VLMC,VLMC
CELL.350,CELL.350,3,Injury_10DPI_rep2_SS200000147BL_B2,350,4,2688.0,7676.0,uninj,V,NO,VLMC,VLMC
CELL.351,CELL.351,3,Injury_10DPI_rep2_SS200000147BL_B2,351,4,2684.0,6608.0,inj,V,NO,VLMC,VLMC
CELL.352,CELL.352,3,Injury_10DPI_rep2_SS200000147BL_B2,352,4,2687.0,7948.0,uninj,V,NO,VLMC,VLMC
CELL.353,CELL.353,9,Injury_10DPI_rep2_SS200000147BL_B2,353,4,2681.0,7001.0,uninj,V,NO,VLMC,VLMC
CELL.354,CELL.354,3,Injury_10DPI_rep2_SS200000147BL_B2,354,4,2686.0,5114.0,inj,V,NO,VLMC,VLMC
CELL.355,CELL.355,9,Injury_10DPI_rep2_SS200000147BL_B2,355,8,2686.0,7718.0,uninj,V,NO,Microglia,MCG
CELL.356,CELL.356,3,Injury_10DPI_rep2_SS200000147BL_B2,356,4,2687.0,7470.0,uninj,V,NO,VLMC,VLMC
CELL.357,CELL.357,3,Injury_10DPI_rep2_SS200000147BL_B2,357,4,2678.0,6311.0,inj,V,NO,VLMC,VLMC
CELL.358,CELL.358,3,Injury_10DPI_rep2_SS200000147BL_B2,358,4,2687.0,6749.0,inj,V,NO,VLMC,VLMC
CELL.359,CELL.359,3,Injury_10DPI_rep2_SS200000147BL_B2,359,4,2694.0,7820.0,uninj,V,NO,Microglia,MCG
CELL.360,CELL.360,3,Injury_10DPI_rep2_SS200000147BL_B2,360,4,2688.0,7534.0,uninj,V,NO,VLMC,VLMC
CELL.361,CELL.361,3,Injury_10DPI_rep2_SS200000147BL_B2,361,4,2688.0,7553.0,uninj,V,NO,VLMC,VLMC
CELL.362,CELL.362,3,Injury_10DPI_rep2_SS200000147BL_B2,362,4,2687.0,6838.0,inj,V,NO,VLMC,VLMC
CELL.363,CELL.363,9,Injury_10DPI_rep2_SS200000147BL_B2,363,4,2685.0,6976.0,uninj,V,NO,VLMC,VLMC
CELL.364,CELL.364,3,Injury_10DPI_rep2_SS200000147BL_B2,364,4,2688.0,6460.0,inj,V,NO,VLMC,VLMC
CELL.366,CELL.366,3,Injury_10DPI_rep2_SS200000147BL_B2,366,8,2694.0,6372.0,inj,V,NO,Microglia,MCG
CELL.367,CELL.367,3,Injury_10DPI_rep2_SS200000147BL_B2,367,4,2708.0,7980.0,uninj,V,NO,VLMC,VLMC
CELL.368,CELL.368,3,Injury_10DPI_rep2_SS200000147BL_B2,368,4,2692.0,6337.0,inj,V,NO,VLMC,VLMC
CELL.369,CELL.369,3,Injury_10DPI_rep2_SS200000147BL_B2,369,4,2693.0,6916.0,uninj,V,NO,VLMC,VLMC
CELL.370,CELL.370,3,Injury_10DPI_rep2_SS200000147BL_B2,370,4,2694.0,7610.0,uninj,V,NO,VLMC,VLMC
CELL.371,CELL.371,3,Injury_10DPI_rep2_SS200000147BL_B2,371,4,2697.0,7182.0,uninj,V,NO,VLMC,VLMC
CELL.372,CELL.372,3,Injury_10DPI_rep2_SS200000147BL_B2,372,4,2689.0,7233.0,uninj,V,NO,VLMC,VLMC
CELL.373,CELL.373,3,Injury_10DPI_rep2_SS200000147BL_B2,373,4,2698.0,7023.0,uninj,V,NO,VLMC,VLMC
CELL.374,CELL.374,3,Injury_10DPI_rep2_SS200000147BL_B2,374,4,2701.0,5077.0,inj,V,NO,VLMC,VLMC
CELL.375,CELL.375,3,Injury_10DPI_rep2_SS200000147BL_B2,375,4,2685.0,5151.0,inj,V,NO,VLMC,VLMC
CELL.377,CELL.377,3,Injury_10DPI_rep2_SS200000147BL_B2,377,4,2701.0,7901.0,uninj,V,NO,VLMC,VLMC
CELL.378,CELL.378,3,Injury_10DPI_rep2_SS200000147BL_B2,378,4,2700.0,7113.0,uninj,V,NO,VLMC,VLMC
CELL.380,CELL.380,3,Injury_10DPI_rep2_SS200000147BL_B2,380,4,2705.0,7462.0,uninj,V,NO,VLMC,VLMC
CELL.381,CELL.381,3,Injury_10DPI_rep2_SS200000147BL_B2,381,8,2706.0,7657.0,uninj,V,NO,Microglia,MCG
CELL.382,CELL.382,3,Injury_10DPI_rep2_SS200000147BL_B2,382,4,2704.0,6561.0,inj,V,NO,VLMC,VLMC
CELL.383,CELL.383,3,Injury_10DPI_rep2_SS200000147BL_B2,383,6,2700.0,7372.0,uninj,V,NO,VLMC,VLMC
CELL.384,CELL.384,9,Injury_10DPI_rep2_SS200000147BL_B2,384,4,2703.0,7688.0,uninj,V,NO,VLMC,VLMC
CELL.385,CELL.385,3,Injury_10DPI_rep2_SS200000147BL_B2,385,4,2702.0,7799.0,uninj,V,NO,VLMC,VLMC
CELL.386,CELL.386,3,Injury_10DPI_rep2_SS200000147BL_B2,386,4,2703.0,6509.0,inj,V,NO,VLMC,VLMC
CELL.388,CELL.388,3,Injury_10DPI_rep2_SS200000147BL_B2,388,4,2699.0,7076.0,uninj,V,NO,VLMC,VLMC
CELL.389,CELL.389,3,Injury_10DPI_rep2_SS200000147BL_B2,389,4,2708.0,6744.0,inj,V,NO,VLMC,VLMC
CELL.390,CELL.390,3,Injury_10DPI_rep2_SS200000147BL_B2,390,4,2711.0,7853.0,uninj,V,NO,VLMC,VLMC
CELL.392,CELL.392,9,Injury_10DPI_rep2_SS200000147BL_B2,392,4,2721.0,5053.0,inj,V,NO,VLMC,VLMC
CELL.393,CELL.393,3,Injury_10DPI_rep2_SS200000147BL_B2,393,4,2714.0,7939.0,uninj,V,NO,VLMC,VLMC
CELL.394,CELL.394,3,Injury_10DPI_rep2_SS200000147BL_B2,394,4,2716.0,7520.0,uninj,V,NO,VLMC,VLMC
CELL.395,CELL.395,3,Injury_10DPI_rep2_SS200000147BL_B2,395,4,2715.0,6642.0,inj,V,NO,VLMC,VLMC
CELL.396,CELL.396,3,Injury_10DPI_rep2_SS200000147BL_B2,396,4,2717.0,7487.0,uninj,V,NO,VLMC,VLMC
CELL.397,CELL.397,3,Injury_10DPI_rep2_SS200000147BL_B2,397,4,2716.0,7836.0,uninj,V,NO,VLMC,VLMC
CELL.398,CELL.398,3,Injury_10DPI_rep2_SS200000147BL_B2,398,4,2718.0,6363.0,inj,V,NO,VLMC,VLMC
CELL.399,CELL.399,3,Injury_10DPI_rep2_SS200000147BL_B2,399,4,2717.0,6531.0,inj,V,NO,VLMC,VLMC
CELL.401,CELL.401,3,Injury_10DPI_rep2_SS200000147BL_B2,401,4,2713.0,7215.0,uninj,V,NO,VLMC,VLMC
CELL.403,CELL.403,9,Injury_10DPI_rep2_SS200000147BL_B2,403,4,2726.0,7705.0,uninj,V,NO,VLMC,VLMC
CELL.404,CELL.404,3,Injury_10DPI_rep2_SS200000147BL_B2,404,4,2722.0,6716.0,inj,V,NO,VLMC,VLMC
CELL.405,CELL.405,3,Injury_10DPI_rep2_SS200000147BL_B2,405,4,2732.0,5034.0,inj,V,NO,VLMC,VLMC
CELL.406,CELL.406,9,Injury_10DPI_rep2_SS200000147BL_B2,406,4,2728.0,8038.0,uninj,V,NO,VLMC,VLMC
CELL.408,CELL.408,3,Injury_10DPI_rep2_SS200000147BL_B2,408,4,2731.0,7975.0,uninj,V,NO,VLMC,VLMC
CELL.409,CELL.409,3,Injury_10DPI_rep2_SS200000147BL_B2,409,4,2715.0,5114.0,inj,V,NO,VLMC,VLMC
CELL.410,CELL.410,3,Injury_10DPI_rep2_SS200000147BL_B2,410,4,2736.0,8007.0,uninj,V,NO,VLMC,VLMC
CELL.411,CELL.411,3,Injury_10DPI_rep2_SS200000147BL_B2,411,4,2721.0,5086.0,inj,V,NO,VLMC,VLMC
CELL.413,CELL.413,3,Injury_10DPI_rep2_SS200000147BL_B2,413,4,2734.0,6758.0,inj,V,NO,VLMC,VLMC
CELL.414,CELL.414,3,Injury_10DPI_rep2_SS200000147BL_B2,414,6,2736.0,7465.0,uninj,V,NO,VLMC,VLMC
CELL.415,CELL.415,3,Injury_10DPI_rep2_SS200000147BL_B2,415,4,2727.0,7645.0,uninj,V,NO,VLMC,VLMC
CELL.416,CELL.416,5,Injury_10DPI_rep2_SS200000147BL_B2,416,4,2732.0,7859.0,uninj,V,NO,VLMC,VLMC
CELL.419,CELL.419,3,Injury_10DPI_rep2_SS200000147BL_B2,419,4,2751.0,6344.0,inj,V,NO,VLMC,VLMC
CELL.421,CELL.421,3,Injury_10DPI_rep2_SS200000147BL_B2,421,4,2735.0,7929.0,uninj,V,NO,VLMC,VLMC
CELL.422,CELL.422,3,Injury_10DPI_rep2_SS200000147BL_B2,422,4,2742.0,7492.0,uninj,V,NO,VLMC,VLMC
CELL.423,CELL.423,3,Injury_10DPI_rep2_SS200000147BL_B2,423,4,2744.0,5057.0,inj,V,NO,VLMC,VLMC
CELL.424,CELL.424,3,Injury_10DPI_rep2_SS200000147BL_B2,424,4,2756.0,6799.0,inj,V,NO,VLMC,VLMC
CELL.425,CELL.425,3,Injury_10DPI_rep2_SS200000147BL_B2,425,4,2752.0,7989.0,uninj,V,NO,VLMC,VLMC
CELL.426,CELL.426,3,Injury_10DPI_rep2_SS200000147BL_B2,426,4,2747.0,7748.0,uninj,V,NO,VLMC,VLMC
CELL.427,CELL.427,9,Injury_10DPI_rep2_SS200000147BL_B2,427,4,2755.0,6604.0,inj,V,NO,VLMC,VLMC
CELL.429,CELL.429,3,Injury_10DPI_rep2_SS200000147BL_B2,429,4,2760.0,5003.0,inj,V,NO,VLMC,VLMC
CELL.430,CELL.430,3,Injury_10DPI_rep2_SS200000147BL_B2,430,8,2762.0,7687.0,uninj,V,NO,Microglia,MCG
CELL.431,CELL.431,3,Injury_10DPI_rep2_SS200000147BL_B2,431,4,2762.0,8025.0,uninj,V,NO,VLMC,VLMC
CELL.433,CELL.433,3,Injury_10DPI_rep2_SS200000147BL_B2,433,4,2768.0,8066.0,uninj,V,NO,VLMC,VLMC
CELL.434,CELL.434,3,Injury_10DPI_rep2_SS200000147BL_B2,434,4,2767.0,7462.0,uninj,V,NO,VLMC,VLMC
CELL.435,CELL.435,3,Injury_10DPI_rep2_SS200000147BL_B2,435,8,2779.0,6340.0,inj,V,NO,Microglia,MCG
CELL.439,CELL.439,3,Injury_10DPI_rep2_SS200000147BL_B2,439,4,2780.0,6367.0,inj,V,NO,VLMC,VLMC
CELL.440,CELL.440,3,Injury_10DPI_rep2_SS200000147BL_B2,440,4,2794.0,8167.0,uninj,V,NO,VLMC,VLMC
CELL.441,CELL.441,3,Injury_10DPI_rep2_SS200000147BL_B2,441,4,2795.0,4951.0,inj,V,NO,VLMC,VLMC
CELL.442,CELL.442,3,Injury_10DPI_rep2_SS200000147BL_B2,442,4,2792.0,8122.0,uninj,V,NO,VLMC,VLMC
CELL.443,CELL.443,3,Injury_10DPI_rep2_SS200000147BL_B2,443,4,2783.0,6794.0,inj,V,NO,VLMC,VLMC
CELL.446,CELL.446,3,Injury_10DPI_rep2_SS200000147BL_B2,446,4,2805.0,8209.0,uninj,V,NO,VLMC,VLMC
CELL.447,CELL.447,3,Injury_10DPI_rep2_SS200000147BL_B2,447,4,2801.0,4983.0,inj,V,NO,VLMC,VLMC
CELL.449,CELL.449,9,Injury_10DPI_rep2_SS200000147BL_B2,449,4,2805.0,7559.0,uninj,V,NO,DPEX,DPEX
CELL.450,CELL.450,3,Injury_10DPI_rep2_SS200000147BL_B2,450,4,2805.0,6360.0,inj,V,NO,VLMC,VLMC
CELL.451,CELL.451,3,Injury_10DPI_rep2_SS200000147BL_B2,451,8,2819.0,6410.0,inj,V,NO,Microglia,MCG
CELL.452,CELL.452,3,Injury_10DPI_rep2_SS200000147BL_B2,452,4,2811.0,8260.0,uninj,V,NO,VLMC,VLMC
CELL.453,CELL.453,9,Injury_10DPI_rep2_SS200000147BL_B2,453,4,2813.0,7513.0,uninj,V,NO,VLMC,VLMC
CELL.454,CELL.454,9,Injury_10DPI_rep2_SS200000147BL_B2,454,4,2813.0,8122.0,uninj,V,NO,VLMC,VLMC
CELL.456,CELL.456,3,Injury_10DPI_rep2_SS200000147BL_B2,456,4,2816.0,4930.0,inj,V,NO,VLMC,VLMC
CELL.459,CELL.459,3,Injury_10DPI_rep2_SS200000147BL_B2,459,6,2821.0,7302.0,uninj,V,NO,VLMC,VLMC
CELL.460,CELL.460,3,Injury_10DPI_rep2_SS200000147BL_B2,460,4,2820.0,7338.0,uninj,V,NO,VLMC,VLMC
CELL.461,CELL.461,3,Injury_10DPI_rep2_SS200000147BL_B2,461,4,2819.0,8155.0,uninj,V,NO,VLMC,VLMC
CELL.465,CELL.465,3,Injury_10DPI_rep2_SS200000147BL_B2,465,4,2827.0,8252.0,uninj,V,NO,VLMC,VLMC
CELL.466,CELL.466,3,Injury_10DPI_rep2_SS200000147BL_B2,466,4,2838.0,4893.0,inj,V,NO,VLMC,VLMC
CELL.468,CELL.468,3,Injury_10DPI_rep2_SS200000147BL_B2,468,4,2845.0,5838.0,inj,V,NO,VLMC,VLMC
CELL.470,CELL.470,3,Injury_10DPI_rep2_SS200000147BL_B2,470,4,2834.0,7449.0,uninj,V,NO,Microglia,MCG
CELL.477,CELL.477,3,Injury_10DPI_rep2_SS200000147BL_B2,477,4,2853.0,8291.0,uninj,V,NO,VLMC,VLMC
CELL.479,CELL.479,3,Injury_10DPI_rep2_SS200000147BL_B2,479,4,2857.0,8337.0,uninj,V,NO,VLMC,VLMC
CELL.481,CELL.481,3,Injury_10DPI_rep2_SS200000147BL_B2,481,4,2871.0,8426.0,uninj,V,NO,VLMC,VLMC
