,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,x_center,y_center,inj_uninj,D_V,inj_M_L,Annotation_Final,Annotation_0306
CELL.170,CELL.170,6,Injury_10DPI_rep4_SS200000147BL_B3,170,8,294.0,3631.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.171,CELL.171,6,Injury_10DPI_rep4_SS200000147BL_B3,171,7,294.0,4067.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.172,CELL.172,6,Injury_10DPI_rep4_SS200000147BL_B3,172,6,306.0,1326.0,uninj,D,NO,VLMC,VLMC
CELL.173,CELL.173,7,Injury_10DPI_rep4_SS200000147BL_B3,173,6,304.0,2649.0,uninj,D,NO,VLMC,VLMC
CELL.174,CELL.174,6,Injury_10DPI_rep4_SS200000147BL_B3,174,8,308.0,3178.0,uninj,D,NO,VLMC,VLMC
CELL.175,CELL.175,6,Injury_10DPI_rep4_SS200000147BL_B3,175,7,292.0,3982.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.176,CELL.176,6,Injury_10DPI_rep4_SS200000147BL_B3,176,7,309.0,4037.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.177,CELL.177,6,Injury_10DPI_rep4_SS200000147BL_B3,177,8,302.0,2869.0,uninj,D,NO,VLMC,VLMC
CELL.178,CELL.178,6,Injury_10DPI_rep4_SS200000147BL_B3,178,8,305.0,3589.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.179,CELL.179,6,Injury_10DPI_rep4_SS200000147BL_B3,179,8,300.0,2920.0,uninj,D,NO,VLMC,VLMC
CELL.180,CELL.180,7,Injury_10DPI_rep4_SS200000147BL_B3,180,6,314.0,2743.0,uninj,D,NO,VLMC,VLMC
CELL.181,CELL.181,6,Injury_10DPI_rep4_SS200000147BL_B3,181,8,309.0,3118.0,uninj,D,NO,VLMC,VLMC
CELL.183,CELL.183,6,Injury_10DPI_rep4_SS200000147BL_B3,183,8,314.0,1350.0,uninj,D,NO,VLMC,VLMC
CELL.184,CELL.184,6,Injury_10DPI_rep4_SS200000147BL_B3,184,8,319.0,1279.0,uninj,D,NO,VLMC,VLMC
CELL.185,CELL.185,7,Injury_10DPI_rep4_SS200000147BL_B3,185,6,314.0,2561.0,uninj,D,NO,VLMC,VLMC
CELL.186,CELL.186,7,Injury_10DPI_rep4_SS200000147BL_B3,186,6,310.0,2589.0,uninj,D,NO,VLMC,VLMC
CELL.187,CELL.187,6,Injury_10DPI_rep4_SS200000147BL_B3,187,7,320.0,3816.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.188,CELL.188,6,Injury_10DPI_rep4_SS200000147BL_B3,188,8,320.0,3856.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.190,CELL.190,6,Injury_10DPI_rep4_SS200000147BL_B3,190,8,316.0,3612.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.191,CELL.191,6,Injury_10DPI_rep4_SS200000147BL_B3,191,7,323.0,4080.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.192,CELL.192,6,Injury_10DPI_rep4_SS200000147BL_B3,192,8,326.0,2794.0,uninj,D,NO,VLMC,VLMC
CELL.193,CELL.193,6,Injury_10DPI_rep4_SS200000147BL_B3,193,7,325.0,3954.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.194,CELL.194,7,Injury_10DPI_rep4_SS200000147BL_B3,194,6,326.0,3511.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.195,CELL.195,5,Injury_10DPI_rep4_SS200000147BL_B3,195,6,327.0,2648.0,uninj,D,NO,VLMC,VLMC
CELL.196,CELL.196,6,Injury_10DPI_rep4_SS200000147BL_B3,196,8,341.0,3164.0,uninj,D,NO,VLMC,VLMC
CELL.198,CELL.198,5,Injury_10DPI_rep4_SS200000147BL_B3,198,6,330.0,3648.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.199,CELL.199,6,Injury_10DPI_rep4_SS200000147BL_B3,199,7,327.0,3996.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.201,CELL.201,7,Injury_10DPI_rep4_SS200000147BL_B3,201,6,335.0,2699.0,uninj,D,NO,VLMC,VLMC
CELL.202,CELL.202,6,Injury_10DPI_rep4_SS200000147BL_B3,202,8,335.0,3337.0,uninj,D,NO,VLMC,VLMC
CELL.203,CELL.203,6,Injury_10DPI_rep4_SS200000147BL_B3,203,7,333.0,4036.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.204,CELL.204,5,Injury_10DPI_rep4_SS200000147BL_B3,204,6,332.0,1341.0,uninj,D,NO,VLMC,VLMC
CELL.205,CELL.205,6,Injury_10DPI_rep4_SS200000147BL_B3,205,8,340.0,3368.0,uninj,D,NO,VLMC,VLMC
CELL.206,CELL.206,6,Injury_10DPI_rep4_SS200000147BL_B3,206,8,342.0,3526.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.208,CELL.208,6,Injury_10DPI_rep4_SS200000147BL_B3,208,8,345.0,1236.0,uninj,D,NO,VLMC,VLMC
CELL.209,CELL.209,6,Injury_10DPI_rep4_SS200000147BL_B3,209,8,347.0,3201.0,uninj,D,NO,VLMC,VLMC
CELL.210,CELL.210,6,Injury_10DPI_rep4_SS200000147BL_B3,210,6,336.0,3486.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.213,CELL.213,6,Injury_10DPI_rep4_SS200000147BL_B3,213,8,340.0,3800.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.215,CELL.215,5,Injury_10DPI_rep4_SS200000147BL_B3,215,7,343.0,4295.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.216,CELL.216,6,Injury_10DPI_rep4_SS200000147BL_B3,216,8,353.0,3439.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.217,CELL.217,5,Injury_10DPI_rep4_SS200000147BL_B3,217,7,347.0,4358.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.218,CELL.218,6,Injury_10DPI_rep4_SS200000147BL_B3,218,8,349.0,3292.0,uninj,D,NO,VLMC,VLMC
CELL.219,CELL.219,6,Injury_10DPI_rep4_SS200000147BL_B3,219,7,360.0,3886.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.220,CELL.220,5,Injury_10DPI_rep4_SS200000147BL_B3,220,7,348.0,4233.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.222,CELL.222,6,Injury_10DPI_rep4_SS200000147BL_B3,222,8,353.0,3152.0,uninj,D,NO,VLMC,VLMC
CELL.223,CELL.223,6,Injury_10DPI_rep4_SS200000147BL_B3,223,7,350.0,4051.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.225,CELL.225,5,Injury_10DPI_rep4_SS200000147BL_B3,225,6,350.0,2662.0,uninj,D,NO,VLMC,VLMC
CELL.227,CELL.227,5,Injury_10DPI_rep4_SS200000147BL_B3,227,8,351.0,2777.0,uninj,D,NO,VLMC,VLMC
CELL.228,CELL.228,6,Injury_10DPI_rep4_SS200000147BL_B3,228,8,354.0,2832.0,uninj,D,NO,VLMC,VLMC
CELL.229,CELL.229,6,Injury_10DPI_rep4_SS200000147BL_B3,229,6,343.0,1300.0,uninj,D,NO,VLMC,VLMC
CELL.230,CELL.230,6,Injury_10DPI_rep4_SS200000147BL_B3,230,8,356.0,3128.0,uninj,D,NO,VLMC,VLMC
CELL.231,CELL.231,6,Injury_10DPI_rep4_SS200000147BL_B3,231,8,358.0,3836.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.232,CELL.232,5,Injury_10DPI_rep4_SS200000147BL_B3,232,7,352.0,3988.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.234,CELL.234,6,Injury_10DPI_rep4_SS200000147BL_B3,234,8,356.0,3068.0,uninj,D,NO,VLMC,VLMC
CELL.237,CELL.237,5,Injury_10DPI_rep4_SS200000147BL_B3,237,7,361.0,4297.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.238,CELL.238,6,Injury_10DPI_rep4_SS200000147BL_B3,238,7,364.0,3930.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.239,CELL.239,6,Injury_10DPI_rep4_SS200000147BL_B3,239,8,363.0,1219.0,uninj,D,NO,VLMC,VLMC
CELL.240,CELL.240,6,Injury_10DPI_rep4_SS200000147BL_B3,240,7,362.0,3780.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.241,CELL.241,6,Injury_10DPI_rep4_SS200000147BL_B3,241,7,360.0,4018.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.244,CELL.244,6,Injury_10DPI_rep4_SS200000147BL_B3,244,8,365.0,3550.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.245,CELL.245,6,Injury_10DPI_rep4_SS200000147BL_B3,245,8,371.0,1183.0,uninj,D,NO,VLMC,VLMC
CELL.248,CELL.248,6,Injury_10DPI_rep4_SS200000147BL_B3,248,8,367.0,1249.0,uninj,D,NO,VLMC,VLMC
CELL.250,CELL.250,6,Injury_10DPI_rep4_SS200000147BL_B3,250,8,367.0,3483.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.251,CELL.251,6,Injury_10DPI_rep4_SS200000147BL_B3,251,8,368.0,3587.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.252,CELL.252,6,Injury_10DPI_rep4_SS200000147BL_B3,252,8,370.0,3523.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.255,CELL.255,5,Injury_10DPI_rep4_SS200000147BL_B3,255,6,370.0,2727.0,uninj,D,NO,VLMC,VLMC
CELL.258,CELL.258,5,Injury_10DPI_rep4_SS200000147BL_B3,258,7,384.0,4285.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.259,CELL.259,5,Injury_10DPI_rep4_SS200000147BL_B3,259,7,394.0,4531.0,inj,D,inj_D_LP,MPEX,MPEX
CELL.261,CELL.261,6,Injury_10DPI_rep4_SS200000147BL_B3,261,8,382.0,1233.0,uninj,D,NO,VLMC,VLMC
CELL.262,CELL.262,6,Injury_10DPI_rep4_SS200000147BL_B3,262,8,382.0,3161.0,uninj,D,NO,VLMC,VLMC
