,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Celltype,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.27,CELL.27,1,Injury_15DPI_rep3_FP200000266TR_E3,27,6,VLMC,inj,V,VLMC,VLMC
CELL.28,CELL.28,1,Injury_15DPI_rep3_FP200000266TR_E3,28,6,VLMC,inj,V,VLMC,VLMC
CELL.29,CELL.29,1,Injury_15DPI_rep3_FP200000266TR_E3,29,2,CP,inj,V,VLMC,VLMC
CELL.30,CELL.30,1,Injury_15DPI_rep3_FP200000266TR_E3,30,6,VLMC,inj,V,VLMC,VLMC
CELL.31,CELL.31,1,Injury_15DPI_rep3_FP200000266TR_E3,31,2,CP,inj,V,VLMC,VLMC
CELL.32,CELL.32,5,Injury_15DPI_rep3_FP200000266TR_E3,32,2,CP,inj,V,VLMC,VLMC
CELL.33,CELL.33,1,Injury_15DPI_rep3_FP200000266TR_E3,33,6,VLMC,inj,V,VLMC,VLMC
CELL.35,CELL.35,1,Injury_15DPI_rep3_FP200000266TR_E3,35,2,CP,inj,V,VLMC,VLMC
CELL.37,CELL.37,1,Injury_15DPI_rep3_FP200000266TR_E3,37,2,CP,inj,V,VLMC,VLMC
CELL.38,CELL.38,1,Injury_15DPI_rep3_FP200000266TR_E3,38,6,VLMC,inj,V,VLMC,VLMC
CELL.39,CELL.39,1,Injury_15DPI_rep3_FP200000266TR_E3,39,2,CP,inj,V,VLMC,VLMC
CELL.40,CELL.40,1,Injury_15DPI_rep3_FP200000266TR_E3,40,2,CP,inj,V,VLMC,VLMC
CELL.41,CELL.41,1,Injury_15DPI_rep3_FP200000266TR_E3,41,2,CP,inj,V,VLMC,VLMC
CELL.43,CELL.43,1,Injury_15DPI_rep3_FP200000266TR_E3,43,2,CP,inj,V,VLMC,VLMC
CELL.44,CELL.44,1,Injury_15DPI_rep3_FP200000266TR_E3,44,6,VLMC,inj,V,VLMC,VLMC
CELL.45,CELL.45,1,Injury_15DPI_rep3_FP200000266TR_E3,45,6,VLMC,inj,V,VLMC,VLMC
CELL.47,CELL.47,1,Injury_15DPI_rep3_FP200000266TR_E3,47,6,VLMC,inj,V,VLMC,VLMC
CELL.48,CELL.48,1,Injury_15DPI_rep3_FP200000266TR_E3,48,2,CP,inj,V,VLMC,VLMC
CELL.49,CELL.49,1,Injury_15DPI_rep3_FP200000266TR_E3,49,2,CP,inj,V,VLMC,VLMC
CELL.51,CELL.51,1,Injury_15DPI_rep3_FP200000266TR_E3,51,6,VLMC,inj,V,VLMC,VLMC
CELL.52,CELL.52,5,Injury_15DPI_rep3_FP200000266TR_E3,52,2,CP,inj,V,VLMC,VLMC
CELL.53,CELL.53,1,Injury_15DPI_rep3_FP200000266TR_E3,53,6,VLMC,inj,V,VLMC,VLMC
CELL.54,CELL.54,1,Injury_15DPI_rep3_FP200000266TR_E3,54,6,VLMC,inj,V,VLMC,VLMC
CELL.55,CELL.55,1,Injury_15DPI_rep3_FP200000266TR_E3,55,2,CP,inj,V,VLMC,VLMC
CELL.56,CELL.56,1,Injury_15DPI_rep3_FP200000266TR_E3,56,6,VLMC,inj,V,VLMC,VLMC
CELL.57,CELL.57,1,Injury_15DPI_rep3_FP200000266TR_E3,57,5,SFRP1RGC,inj,V,Unknown,UnKnown
CELL.58,CELL.58,1,Injury_15DPI_rep3_FP200000266TR_E3,58,6,VLMC,inj,V,VLMC,VLMC
CELL.61,CELL.61,1,Injury_15DPI_rep3_FP200000266TR_E3,61,6,VLMC,inj,V,VLMC,VLMC
CELL.62,CELL.62,1,Injury_15DPI_rep3_FP200000266TR_E3,62,6,VLMC,inj,V,VLMC,VLMC
CELL.63,CELL.63,1,Injury_15DPI_rep3_FP200000266TR_E3,63,6,VLMC,inj,V,VLMC,VLMC
CELL.64,CELL.64,1,Injury_15DPI_rep3_FP200000266TR_E3,64,6,VLMC,inj,V,VLMC,VLMC
CELL.65,CELL.65,1,Injury_15DPI_rep3_FP200000266TR_E3,65,6,VLMC,inj,V,VLMC,VLMC
CELL.66,CELL.66,1,Injury_15DPI_rep3_FP200000266TR_E3,66,6,VLMC,inj,V,VLMC,VLMC
CELL.68,CELL.68,5,Injury_15DPI_rep3_FP200000266TR_E3,68,6,VLMC,uninj,V,VLMC,VLMC
CELL.69,CELL.69,1,Injury_15DPI_rep3_FP200000266TR_E3,69,6,VLMC,inj,V,VLMC,VLMC
CELL.70,CELL.70,1,Injury_15DPI_rep3_FP200000266TR_E3,70,6,CP,inj,V,VLMC,VLMC
CELL.71,CELL.71,1,Injury_15DPI_rep3_FP200000266TR_E3,71,6,CP,uninj,V,VLMC,VLMC
CELL.73,CELL.73,1,Injury_15DPI_rep3_FP200000266TR_E3,73,6,VLMC,inj,V,VLMC,VLMC
CELL.75,CELL.75,1,Injury_15DPI_rep3_FP200000266TR_E3,75,6,VLMC,uninj,V,VLMC,VLMC
CELL.76,CELL.76,1,Injury_15DPI_rep3_FP200000266TR_E3,76,6,CP,inj,V,VLMC,VLMC
CELL.77,CELL.77,5,Injury_15DPI_rep3_FP200000266TR_E3,77,6,VLMC,uninj,V,VLMC,VLMC
CELL.78,CELL.78,5,Injury_15DPI_rep3_FP200000266TR_E3,78,2,CP,inj,V,VLMC,VLMC
CELL.79,CELL.79,5,Injury_15DPI_rep3_FP200000266TR_E3,79,6,VLMC,uninj,V,VLMC,VLMC
CELL.80,CELL.80,5,Injury_15DPI_rep3_FP200000266TR_E3,80,6,VLMC,uninj,V,VLMC,VLMC
CELL.81,CELL.81,1,Injury_15DPI_rep3_FP200000266TR_E3,81,6,VLMC,uninj,V,VLMC,VLMC
CELL.82,CELL.82,1,Injury_15DPI_rep3_FP200000266TR_E3,82,6,VLMC,uninj,V,VLMC,VLMC
CELL.83,CELL.83,1,Injury_15DPI_rep3_FP200000266TR_E3,83,6,VLMC,uninj,V,VLMC,VLMC
CELL.84,CELL.84,1,Injury_15DPI_rep3_FP200000266TR_E3,84,6,VLMC,inj,V,VLMC,VLMC
CELL.85,CELL.85,1,Injury_15DPI_rep3_FP200000266TR_E3,85,6,VLMC,uninj,V,VLMC,VLMC
CELL.86,CELL.86,1,Injury_15DPI_rep3_FP200000266TR_E3,86,6,VLMC,inj,V,VLMC,VLMC
CELL.87,CELL.87,1,Injury_15DPI_rep3_FP200000266TR_E3,87,6,VLMC,inj,V,VLMC,VLMC
CELL.88,CELL.88,1,Injury_15DPI_rep3_FP200000266TR_E3,88,6,VLMC,inj,V,VLMC,VLMC
CELL.89,CELL.89,1,Injury_15DPI_rep3_FP200000266TR_E3,89,6,VLMC,uninj,V,VLMC,VLMC
CELL.90,CELL.90,1,Injury_15DPI_rep3_FP200000266TR_E3,90,6,VLMC,uninj,V,VLMC,VLMC
CELL.91,CELL.91,1,Injury_15DPI_rep3_FP200000266TR_E3,91,6,VLMC,inj,V,VLMC,VLMC
CELL.92,CELL.92,1,Injury_15DPI_rep3_FP200000266TR_E3,92,6,VLMC,uninj,V,VLMC,VLMC
CELL.93,CELL.93,1,Injury_15DPI_rep3_FP200000266TR_E3,93,6,VLMC,uninj,V,VLMC,VLMC
CELL.94,CELL.94,1,Injury_15DPI_rep3_FP200000266TR_E3,94,6,VLMC,uninj,V,VLMC,VLMC
CELL.96,CELL.96,1,Injury_15DPI_rep3_FP200000266TR_E3,96,6,VLMC,uninj,V,VLMC,VLMC
CELL.97,CELL.97,1,Injury_15DPI_rep3_FP200000266TR_E3,97,6,VLMC,uninj,V,VLMC,VLMC
CELL.99,CELL.99,1,Injury_15DPI_rep3_FP200000266TR_E3,99,6,VLMC,inj,V,VLMC,VLMC
CELL.100,CELL.100,1,Injury_15DPI_rep3_FP200000266TR_E3,100,2,CP,inj,V,VLMC,VLMC
CELL.101,CELL.101,1,Injury_15DPI_rep3_FP200000266TR_E3,101,6,CP,inj,V,VLMC,VLMC
CELL.102,CELL.102,1,Injury_15DPI_rep3_FP200000266TR_E3,102,6,VLMC,uninj,V,VLMC,VLMC
CELL.103,CELL.103,5,Injury_15DPI_rep3_FP200000266TR_E3,103,6,VLMC,inj,V,VLMC,VLMC
CELL.104,CELL.104,1,Injury_15DPI_rep3_FP200000266TR_E3,104,6,VLMC,inj,V,Microglia,MCG
CELL.105,CELL.105,1,Injury_15DPI_rep3_FP200000266TR_E3,105,6,VLMC,uninj,V,VLMC,VLMC
CELL.106,CELL.106,1,Injury_15DPI_rep3_FP200000266TR_E3,106,6,CP,inj,V,VLMC,VLMC
CELL.107,CELL.107,1,Injury_15DPI_rep3_FP200000266TR_E3,107,6,VLMC,inj,V,VLMC,VLMC
CELL.108,CELL.108,1,Injury_15DPI_rep3_FP200000266TR_E3,108,6,VLMC,inj,V,VLMC,VLMC
CELL.109,CELL.109,1,Injury_15DPI_rep3_FP200000266TR_E3,109,2,CP,inj,V,VLMC,VLMC
CELL.111,CELL.111,1,Injury_15DPI_rep3_FP200000266TR_E3,111,6,CP,inj,V,VLMC,VLMC
CELL.112,CELL.112,1,Injury_15DPI_rep3_FP200000266TR_E3,112,6,VLMC,uninj,V,VLMC,VLMC
CELL.113,CELL.113,1,Injury_15DPI_rep3_FP200000266TR_E3,113,6,VLMC,uninj,V,VLMC,VLMC
CELL.114,CELL.114,1,Injury_15DPI_rep3_FP200000266TR_E3,114,6,VLMC,uninj,V,VLMC,VLMC
CELL.115,CELL.115,1,Injury_15DPI_rep3_FP200000266TR_E3,115,6,VLMC,inj,V,VLMC,VLMC
CELL.117,CELL.117,1,Injury_15DPI_rep3_FP200000266TR_E3,117,6,VLMC,inj,V,VLMC,VLMC
CELL.119,CELL.119,1,Injury_15DPI_rep3_FP200000266TR_E3,119,6,VLMC,uninj,V,VLMC,VLMC
CELL.121,CELL.121,1,Injury_15DPI_rep3_FP200000266TR_E3,121,6,VLMC,uninj,V,VLMC,VLMC
CELL.122,CELL.122,1,Injury_15DPI_rep3_FP200000266TR_E3,122,6,VLMC,uninj,V,VLMC,VLMC
CELL.123,CELL.123,1,Injury_15DPI_rep3_FP200000266TR_E3,123,6,VLMC,inj,V,VLMC,VLMC
CELL.124,CELL.124,1,Injury_15DPI_rep3_FP200000266TR_E3,124,6,VLMC,uninj,V,VLMC,VLMC
CELL.125,CELL.125,1,Injury_15DPI_rep3_FP200000266TR_E3,125,6,VLMC,inj,V,VLMC,VLMC
CELL.126,CELL.126,1,Injury_15DPI_rep3_FP200000266TR_E3,126,6,CP,uninj,V,VLMC,VLMC
CELL.128,CELL.128,1,Injury_15DPI_rep3_FP200000266TR_E3,128,6,VLMC,inj,V,VLMC,VLMC
CELL.129,CELL.129,1,Injury_15DPI_rep3_FP200000266TR_E3,129,6,VLMC,uninj,V,VLMC,VLMC
CELL.130,CELL.130,5,Injury_15DPI_rep3_FP200000266TR_E3,130,6,VLMC,uninj,V,VLMC,VLMC
CELL.132,CELL.132,1,Injury_15DPI_rep3_FP200000266TR_E3,132,6,VLMC,uninj,V,VLMC,VLMC
CELL.133,CELL.133,1,Injury_15DPI_rep3_FP200000266TR_E3,133,6,VLMC,inj,V,VLMC,VLMC
CELL.135,CELL.135,1,Injury_15DPI_rep3_FP200000266TR_E3,135,6,VLMC,inj,V,VLMC,VLMC
CELL.136,CELL.136,5,Injury_15DPI_rep3_FP200000266TR_E3,136,6,VLMC,inj,V,VLMC,VLMC
CELL.137,CELL.137,0,Injury_15DPI_rep3_FP200000266TR_E3,137,9,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.138,CELL.138,1,Injury_15DPI_rep3_FP200000266TR_E3,138,6,VLMC,inj,V,VLMC,VLMC
CELL.141,CELL.141,1,Injury_15DPI_rep3_FP200000266TR_E3,141,6,VLMC,uninj,V,VLMC,VLMC
CELL.142,CELL.142,1,Injury_15DPI_rep3_FP200000266TR_E3,142,6,VLMC,inj,V,VLMC,VLMC
CELL.144,CELL.144,1,Injury_15DPI_rep3_FP200000266TR_E3,144,6,VLMC,uninj,V,VLMC,VLMC
CELL.145,CELL.145,1,Injury_15DPI_rep3_FP200000266TR_E3,145,6,VLMC,inj,V,VLMC,VLMC
CELL.146,CELL.146,5,Injury_15DPI_rep3_FP200000266TR_E3,146,2,CP,uninj,V,VLMC,VLMC
CELL.147,CELL.147,1,Injury_15DPI_rep3_FP200000266TR_E3,147,6,VLMC,uninj,V,VLMC,VLMC
CELL.148,CELL.148,1,Injury_15DPI_rep3_FP200000266TR_E3,148,6,VLMC,uninj,V,VLMC,VLMC
CELL.149,CELL.149,1,Injury_15DPI_rep3_FP200000266TR_E3,149,6,VLMC,uninj,V,VLMC,VLMC
CELL.150,CELL.150,1,Injury_15DPI_rep3_FP200000266TR_E3,150,6,VLMC,uninj,V,VLMC,VLMC
CELL.151,CELL.151,1,Injury_15DPI_rep3_FP200000266TR_E3,151,6,VLMC,inj,V,VLMC,VLMC
CELL.154,CELL.154,1,Injury_15DPI_rep3_FP200000266TR_E3,154,6,VLMC,inj,V,VLMC,VLMC
CELL.155,CELL.155,5,Injury_15DPI_rep3_FP200000266TR_E3,155,6,VLMC,inj,V,VLMC,VLMC
CELL.156,CELL.156,1,Injury_15DPI_rep3_FP200000266TR_E3,156,2,CP,uninj,V,VLMC,VLMC
CELL.157,CELL.157,1,Injury_15DPI_rep3_FP200000266TR_E3,157,6,VLMC,uninj,V,VLMC,VLMC
CELL.158,CELL.158,1,Injury_15DPI_rep3_FP200000266TR_E3,158,6,VLMC,inj,V,VLMC,VLMC
CELL.159,CELL.159,5,Injury_15DPI_rep3_FP200000266TR_E3,159,6,VLMC,uninj,V,VLMC,VLMC
CELL.160,CELL.160,1,Injury_15DPI_rep3_FP200000266TR_E3,160,6,VLMC,inj,V,VLMC,VLMC
CELL.162,CELL.162,5,Injury_15DPI_rep3_FP200000266TR_E3,162,2,CP,inj,V,VLMC,VLMC
CELL.163,CELL.163,1,Injury_15DPI_rep3_FP200000266TR_E3,163,6,VLMC,inj,V,VLMC,VLMC
CELL.164,CELL.164,1,Injury_15DPI_rep3_FP200000266TR_E3,164,6,VLMC,uninj,V,VLMC,VLMC
CELL.166,CELL.166,5,Injury_15DPI_rep3_FP200000266TR_E3,166,6,VLMC,uninj,V,VLMC,VLMC
CELL.167,CELL.167,0,Injury_15DPI_rep3_FP200000266TR_E3,167,9,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.168,CELL.168,1,Injury_15DPI_rep3_FP200000266TR_E3,168,6,VLMC,uninj,V,VLMC,VLMC
CELL.169,CELL.169,1,Injury_15DPI_rep3_FP200000266TR_E3,169,2,CP,inj,V,VLMC,VLMC
CELL.170,CELL.170,5,Injury_15DPI_rep3_FP200000266TR_E3,170,6,VLMC,inj,V,VLMC,VLMC
CELL.171,CELL.171,1,Injury_15DPI_rep3_FP200000266TR_E3,171,6,VLMC,uninj,V,VLMC,VLMC
CELL.173,CELL.173,1,Injury_15DPI_rep3_FP200000266TR_E3,173,6,VLMC,inj,V,VLMC,VLMC
CELL.174,CELL.174,5,Injury_15DPI_rep3_FP200000266TR_E3,174,6,VLMC,inj,V,VLMC,VLMC
CELL.178,CELL.178,5,Injury_15DPI_rep3_FP200000266TR_E3,178,2,CP,inj,V,VLMC,VLMC
CELL.180,CELL.180,1,Injury_15DPI_rep3_FP200000266TR_E3,180,6,VLMC,uninj,V,VLMC,VLMC
CELL.181,CELL.181,0,Injury_15DPI_rep3_FP200000266TR_E3,181,2,CP,inj,V,VLMC,VLMC
CELL.182,CELL.182,1,Injury_15DPI_rep3_FP200000266TR_E3,182,6,VLMC,uninj,V,VLMC,VLMC
CELL.183,CELL.183,1,Injury_15DPI_rep3_FP200000266TR_E3,183,6,VLMC,uninj,V,VLMC,VLMC
CELL.185,CELL.185,1,Injury_15DPI_rep3_FP200000266TR_E3,185,6,VLMC,inj,V,VLMC,VLMC
CELL.186,CELL.186,1,Injury_15DPI_rep3_FP200000266TR_E3,186,6,VLMC,uninj,V,VLMC,VLMC
CELL.187,CELL.187,1,Injury_15DPI_rep3_FP200000266TR_E3,187,6,VLMC,uninj,V,VLMC,VLMC
CELL.188,CELL.188,5,Injury_15DPI_rep3_FP200000266TR_E3,188,6,VLMC,uninj,V,VLMC,VLMC
CELL.189,CELL.189,1,Injury_15DPI_rep3_FP200000266TR_E3,189,6,VLMC,uninj,V,VLMC,VLMC
CELL.190,CELL.190,1,Injury_15DPI_rep3_FP200000266TR_E3,190,6,VLMC,uninj,V,VLMC,VLMC
CELL.191,CELL.191,1,Injury_15DPI_rep3_FP200000266TR_E3,191,6,VLMC,inj,V,VLMC,VLMC
CELL.192,CELL.192,1,Injury_15DPI_rep3_FP200000266TR_E3,192,6,VLMC,uninj,V,VLMC,VLMC
CELL.193,CELL.193,1,Injury_15DPI_rep3_FP200000266TR_E3,193,6,VLMC,uninj,V,VLMC,VLMC
CELL.194,CELL.194,0,Injury_15DPI_rep3_FP200000266TR_E3,194,2,CP,inj,V,VLMC,VLMC
CELL.195,CELL.195,1,Injury_15DPI_rep3_FP200000266TR_E3,195,6,VLMC,inj,V,VLMC,VLMC
CELL.196,CELL.196,0,Injury_15DPI_rep3_FP200000266TR_E3,196,1,CMPN,inj,V,CMPN,CMPN
CELL.197,CELL.197,3,Injury_15DPI_rep3_FP200000266TR_E3,197,0,StriatumIN,uninj,V,MPEX,MPEX
CELL.199,CELL.199,5,Injury_15DPI_rep3_FP200000266TR_E3,199,2,CP,uninj,V,VLMC,VLMC
CELL.200,CELL.200,1,Injury_15DPI_rep3_FP200000266TR_E3,200,6,VLMC,uninj,V,VLMC,VLMC
CELL.202,CELL.202,0,Injury_15DPI_rep3_FP200000266TR_E3,202,1,CMPN,inj,V,CMPN,CMPN
CELL.203,CELL.203,1,Injury_15DPI_rep3_FP200000266TR_E3,203,2,CP,uninj,V,VLMC,VLMC
CELL.204,CELL.204,0,Injury_15DPI_rep3_FP200000266TR_E3,204,9,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.205,CELL.205,5,Injury_15DPI_rep3_FP200000266TR_E3,205,6,CP,uninj,V,VLMC,VLMC
CELL.206,CELL.206,1,Injury_15DPI_rep3_FP200000266TR_E3,206,6,VLMC,uninj,V,VLMC,VLMC
CELL.208,CELL.208,1,Injury_15DPI_rep3_FP200000266TR_E3,208,6,VLMC,uninj,V,VLMC,VLMC
CELL.209,CELL.209,0,Injury_15DPI_rep3_FP200000266TR_E3,209,9,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.210,CELL.210,1,Injury_15DPI_rep3_FP200000266TR_E3,210,6,VLMC,uninj,V,VLMC,VLMC
CELL.213,CELL.213,1,Injury_15DPI_rep3_FP200000266TR_E3,213,6,VLMC,inj,V,VLMC,VLMC
CELL.215,CELL.215,0,Injury_15DPI_rep3_FP200000266TR_E3,215,1,CMPN,inj,V,CMPN,CMPN
CELL.217,CELL.217,1,Injury_15DPI_rep3_FP200000266TR_E3,217,6,VLMC,uninj,V,VLMC,VLMC
CELL.218,CELL.218,1,Injury_15DPI_rep3_FP200000266TR_E3,218,6,VLMC,uninj,V,VLMC,VLMC
CELL.219,CELL.219,1,Injury_15DPI_rep3_FP200000266TR_E3,219,6,VLMC,inj,V,VLMC,VLMC
CELL.220,CELL.220,5,Injury_15DPI_rep3_FP200000266TR_E3,220,6,VLMC,inj,V,VLMC,VLMC
CELL.221,CELL.221,0,Injury_15DPI_rep3_FP200000266TR_E3,221,1,CMPN,inj,V,CMPN,CMPN
CELL.222,CELL.222,0,Injury_15DPI_rep3_FP200000266TR_E3,222,1,CMPN,inj,V,CMPN,CMPN
CELL.224,CELL.224,1,Injury_15DPI_rep3_FP200000266TR_E3,224,6,VLMC,uninj,V,VLMC,VLMC
CELL.229,CELL.229,5,Injury_15DPI_rep3_FP200000266TR_E3,229,2,CP,uninj,V,VLMC,VLMC
CELL.230,CELL.230,1,Injury_15DPI_rep3_FP200000266TR_E3,230,2,CP,inj,V,VLMC,VLMC
CELL.232,CELL.232,0,Injury_15DPI_rep3_FP200000266TR_E3,232,1,CMPN,inj,V,CMPN,CMPN
CELL.233,CELL.233,5,Injury_15DPI_rep3_FP200000266TR_E3,233,6,VLMC,inj,V,VLMC,VLMC
CELL.234,CELL.234,8,Injury_15DPI_rep3_FP200000266TR_E3,234,1,CMPN,inj,V,CMPN,CMPN
CELL.235,CELL.235,0,Injury_15DPI_rep3_FP200000266TR_E3,235,1,CMPN,inj,V,CMPN,CMPN
CELL.237,CELL.237,0,Injury_15DPI_rep3_FP200000266TR_E3,237,2,CP,inj,V,VLMC,VLMC
CELL.238,CELL.238,0,Injury_15DPI_rep3_FP200000266TR_E3,238,11,NPYIN,inj,V,NPYIN,NPYIN
CELL.239,CELL.239,5,Injury_15DPI_rep3_FP200000266TR_E3,239,2,CP,inj,V,VLMC,VLMC
CELL.240,CELL.240,1,Injury_15DPI_rep3_FP200000266TR_E3,240,6,VLMC,uninj,V,VLMC,VLMC
CELL.241,CELL.241,1,Injury_15DPI_rep3_FP200000266TR_E3,241,2,CP,uninj,V,VLMC,VLMC
CELL.243,CELL.243,0,Injury_15DPI_rep3_FP200000266TR_E3,243,4,MSN,inj,V,MSN,MSN
CELL.244,CELL.244,0,Injury_15DPI_rep3_FP200000266TR_E3,244,1,CMPN,inj,V,CMPN,CMPN
CELL.245,CELL.245,0,Injury_15DPI_rep3_FP200000266TR_E3,245,1,CMPN,inj,V,CMPN,CMPN
CELL.246,CELL.246,5,Injury_15DPI_rep3_FP200000266TR_E3,246,6,VLMC,uninj,V,VLMC,VLMC
CELL.247,CELL.247,0,Injury_15DPI_rep3_FP200000266TR_E3,247,1,CMPN,inj,V,CMPN,CMPN
CELL.248,CELL.248,0,Injury_15DPI_rep3_FP200000266TR_E3,248,1,CMPN,inj,V,CMPN,CMPN
CELL.249,CELL.249,0,Injury_15DPI_rep3_FP200000266TR_E3,249,1,CMPN,inj,V,CMPN,CMPN
CELL.250,CELL.250,5,Injury_15DPI_rep3_FP200000266TR_E3,250,6,VLMC,inj,V,VLMC,VLMC
CELL.251,CELL.251,1,Injury_15DPI_rep3_FP200000266TR_E3,251,6,VLMC,inj,V,VLMC,VLMC
CELL.253,CELL.253,0,Injury_15DPI_rep3_FP200000266TR_E3,253,1,CMPN,inj,V,CMPN,CMPN
CELL.254,CELL.254,0,Injury_15DPI_rep3_FP200000266TR_E3,254,1,CMPN,inj,V,CMPN,CMPN
CELL.255,CELL.255,0,Injury_15DPI_rep3_FP200000266TR_E3,255,1,SCGNIN,inj,V,CMPN,CMPN
CELL.256,CELL.256,5,Injury_15DPI_rep3_FP200000266TR_E3,256,2,CP,inj,V,VLMC,VLMC
CELL.257,CELL.257,1,Injury_15DPI_rep3_FP200000266TR_E3,257,6,VLMC,inj,V,VLMC,VLMC
CELL.258,CELL.258,0,Injury_15DPI_rep3_FP200000266TR_E3,258,1,CMPN,inj,V,CMPN,CMPN
CELL.260,CELL.260,0,Injury_15DPI_rep3_FP200000266TR_E3,260,1,CMPN,inj,V,CMPN,CMPN
CELL.261,CELL.261,0,Injury_15DPI_rep3_FP200000266TR_E3,261,1,CMPN,inj,V,CMPN,CMPN
CELL.262,CELL.262,0,Injury_15DPI_rep3_FP200000266TR_E3,262,1,CMPN,inj,V,CMPN,CMPN
CELL.263,CELL.263,1,Injury_15DPI_rep3_FP200000266TR_E3,263,6,CP,inj,V,VLMC,VLMC
CELL.264,CELL.264,8,Injury_15DPI_rep3_FP200000266TR_E3,264,1,CMPN,inj,V,CMPN,CMPN
CELL.266,CELL.266,0,Injury_15DPI_rep3_FP200000266TR_E3,266,1,CMPN,inj,V,CMPN,CMPN
CELL.267,CELL.267,8,Injury_15DPI_rep3_FP200000266TR_E3,267,1,CMPN,inj,V,CMPN,CMPN
CELL.268,CELL.268,8,Injury_15DPI_rep3_FP200000266TR_E3,268,1,CMPN,inj,V,CMPN,CMPN
CELL.269,CELL.269,0,Injury_15DPI_rep3_FP200000266TR_E3,269,1,CMPN,inj,V,CMPN,CMPN
CELL.270,CELL.270,0,Injury_15DPI_rep3_FP200000266TR_E3,270,1,CMPN,inj,V,CMPN,CMPN
CELL.272,CELL.272,1,Injury_15DPI_rep3_FP200000266TR_E3,272,6,CP,inj,V,VLMC,VLMC
CELL.276,CELL.276,1,Injury_15DPI_rep3_FP200000266TR_E3,276,6,VLMC,uninj,V,VLMC,VLMC
CELL.277,CELL.277,3,Injury_15DPI_rep3_FP200000266TR_E3,277,12,BKC,inj,V,CCKIN,CCKIN
