,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Celltype,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.53,CELL.53,3,Injury_30DPI_rep2_FP200000264BL_A6,53,1,CP,inj,V,VLMC,VLMC
CELL.54,CELL.54,3,Injury_30DPI_rep2_FP200000264BL_A6,54,1,VLMC,inj,V,VLMC,VLMC
CELL.55,CELL.55,3,Injury_30DPI_rep2_FP200000264BL_A6,55,2,VLMC,inj,V,VLMC,VLMC
CELL.56,CELL.56,3,Injury_30DPI_rep2_FP200000264BL_A6,56,1,CP,inj,V,VLMC,VLMC
CELL.57,CELL.57,3,Injury_30DPI_rep2_FP200000264BL_A6,57,2,VLMC,inj,V,VLMC,VLMC
CELL.61,CELL.61,3,Injury_30DPI_rep2_FP200000264BL_A6,61,1,CP,uninj,V,VLMC,VLMC
CELL.62,CELL.62,3,Injury_30DPI_rep2_FP200000264BL_A6,62,1,CP,uninj,V,VLMC,VLMC
CELL.63,CELL.63,3,Injury_30DPI_rep2_FP200000264BL_A6,63,1,CP,uninj,V,VLMC,VLMC
CELL.64,CELL.64,3,Injury_30DPI_rep2_FP200000264BL_A6,64,1,CP,inj,V,VLMC,VLMC
CELL.65,CELL.65,3,Injury_30DPI_rep2_FP200000264BL_A6,65,1,CP,inj,V,VLMC,VLMC
CELL.66,CELL.66,3,Injury_30DPI_rep2_FP200000264BL_A6,66,1,CP,uninj,V,VLMC,VLMC
CELL.67,CELL.67,5,Injury_30DPI_rep2_FP200000264BL_A6,67,1,CP,uninj,V,VLMC,VLMC
CELL.68,CELL.68,3,Injury_30DPI_rep2_FP200000264BL_A6,68,15,OLIGO,uninj,V,OLIGO,OLIGO
CELL.70,CELL.70,3,Injury_30DPI_rep2_FP200000264BL_A6,70,1,CP,inj,V,VLMC,VLMC
CELL.71,CELL.71,5,Injury_30DPI_rep2_FP200000264BL_A6,71,1,CP,uninj,V,VLMC,VLMC
CELL.73,CELL.73,3,Injury_30DPI_rep2_FP200000264BL_A6,73,1,CP,uninj,V,VLMC,VLMC
CELL.74,CELL.74,10,Injury_30DPI_rep2_FP200000264BL_A6,74,0,CMPN,uninj,V,CMPN,CMPN
CELL.75,CELL.75,3,Injury_30DPI_rep2_FP200000264BL_A6,75,1,CP,inj,V,VLMC,VLMC
CELL.76,CELL.76,3,Injury_30DPI_rep2_FP200000264BL_A6,76,1,CP,inj,V,VLMC,VLMC
CELL.78,CELL.78,3,Injury_30DPI_rep2_FP200000264BL_A6,78,1,CP,inj,V,VLMC,VLMC
CELL.79,CELL.79,3,Injury_30DPI_rep2_FP200000264BL_A6,79,1,CP,uninj,V,VLMC,VLMC
CELL.80,CELL.80,3,Injury_30DPI_rep2_FP200000264BL_A6,80,1,VLMC,uninj,V,VLMC,VLMC
CELL.82,CELL.82,3,Injury_30DPI_rep2_FP200000264BL_A6,82,2,VLMC,inj,V,VLMC,VLMC
CELL.83,CELL.83,3,Injury_30DPI_rep2_FP200000264BL_A6,83,1,CP,inj,V,VLMC,VLMC
CELL.84,CELL.84,3,Injury_30DPI_rep2_FP200000264BL_A6,84,1,CP,uninj,V,VLMC,VLMC
CELL.85,CELL.85,3,Injury_30DPI_rep2_FP200000264BL_A6,85,1,CP,uninj,V,VLMC,VLMC
CELL.86,CELL.86,3,Injury_30DPI_rep2_FP200000264BL_A6,86,1,CP,uninj,V,VLMC,VLMC
CELL.87,CELL.87,3,Injury_30DPI_rep2_FP200000264BL_A6,87,2,VLMC,uninj,V,VLMC,VLMC
CELL.88,CELL.88,3,Injury_30DPI_rep2_FP200000264BL_A6,88,1,VLMC,inj,V,VLMC,VLMC
CELL.89,CELL.89,5,Injury_30DPI_rep2_FP200000264BL_A6,89,1,CP,uninj,V,VLMC,VLMC
CELL.90,CELL.90,3,Injury_30DPI_rep2_FP200000264BL_A6,90,1,CP,uninj,V,VLMC,VLMC
CELL.91,CELL.91,3,Injury_30DPI_rep2_FP200000264BL_A6,91,1,CP,uninj,V,VLMC,VLMC
CELL.92,CELL.92,3,Injury_30DPI_rep2_FP200000264BL_A6,92,1,CP,inj,V,VLMC,VLMC
CELL.94,CELL.94,3,Injury_30DPI_rep2_FP200000264BL_A6,94,1,CP,inj,V,VLMC,VLMC
CELL.95,CELL.95,5,Injury_30DPI_rep2_FP200000264BL_A6,95,1,CP,uninj,V,VLMC,VLMC
CELL.97,CELL.97,5,Injury_30DPI_rep2_FP200000264BL_A6,97,1,CP,inj,V,VLMC,VLMC
CELL.98,CELL.98,3,Injury_30DPI_rep2_FP200000264BL_A6,98,1,VLMC,uninj,V,VLMC,VLMC
CELL.99,CELL.99,3,Injury_30DPI_rep2_FP200000264BL_A6,99,1,CP,uninj,V,VLMC,VLMC
CELL.100,CELL.100,3,Injury_30DPI_rep2_FP200000264BL_A6,100,2,VLMC,inj,V,VLMC,VLMC
CELL.101,CELL.101,3,Injury_30DPI_rep2_FP200000264BL_A6,101,1,CP,inj,V,VLMC,VLMC
CELL.102,CELL.102,3,Injury_30DPI_rep2_FP200000264BL_A6,102,1,CP,inj,V,VLMC,VLMC
CELL.103,CELL.103,5,Injury_30DPI_rep2_FP200000264BL_A6,103,1,VLMC,uninj,V,VLMC,VLMC
CELL.104,CELL.104,3,Injury_30DPI_rep2_FP200000264BL_A6,104,1,CP,uninj,V,VLMC,VLMC
CELL.105,CELL.105,3,Injury_30DPI_rep2_FP200000264BL_A6,105,1,VLMC,uninj,V,VLMC,VLMC
CELL.106,CELL.106,3,Injury_30DPI_rep2_FP200000264BL_A6,106,1,VLMC,inj,V,VLMC,VLMC
CELL.107,CELL.107,3,Injury_30DPI_rep2_FP200000264BL_A6,107,1,CP,inj,V,VLMC,VLMC
CELL.108,CELL.108,5,Injury_30DPI_rep2_FP200000264BL_A6,108,1,CP,uninj,V,VLMC,VLMC
CELL.109,CELL.109,3,Injury_30DPI_rep2_FP200000264BL_A6,109,1,CP,inj,V,VLMC,VLMC
CELL.110,CELL.110,3,Injury_30DPI_rep2_FP200000264BL_A6,110,2,VLMC,inj,V,VLMC,VLMC
CELL.111,CELL.111,5,Injury_30DPI_rep2_FP200000264BL_A6,111,1,CP,uninj,V,VLMC,VLMC
CELL.113,CELL.113,3,Injury_30DPI_rep2_FP200000264BL_A6,113,1,CP,inj,V,VLMC,VLMC
CELL.114,CELL.114,3,Injury_30DPI_rep2_FP200000264BL_A6,114,1,VLMC,inj,V,VLMC,VLMC
CELL.116,CELL.116,3,Injury_30DPI_rep2_FP200000264BL_A6,116,1,VLMC,uninj,V,VLMC,VLMC
CELL.117,CELL.117,3,Injury_30DPI_rep2_FP200000264BL_A6,117,15,OLIGO,uninj,V,OLIGO,OLIGO
CELL.119,CELL.119,5,Injury_30DPI_rep2_FP200000264BL_A6,119,1,CP,uninj,V,VLMC,VLMC
CELL.120,CELL.120,3,Injury_30DPI_rep2_FP200000264BL_A6,120,1,CP,uninj,V,VLMC,VLMC
CELL.121,CELL.121,3,Injury_30DPI_rep2_FP200000264BL_A6,121,1,VLMC,inj,V,VLMC,VLMC
CELL.122,CELL.122,3,Injury_30DPI_rep2_FP200000264BL_A6,122,1,VLMC,uninj,V,VLMC,VLMC
CELL.123,CELL.123,3,Injury_30DPI_rep2_FP200000264BL_A6,123,1,VLMC,uninj,V,VLMC,VLMC
CELL.125,CELL.125,3,Injury_30DPI_rep2_FP200000264BL_A6,125,2,VLMC,inj,V,VLMC,VLMC
CELL.126,CELL.126,3,Injury_30DPI_rep2_FP200000264BL_A6,126,1,VLMC,inj,V,VLMC,VLMC
CELL.128,CELL.128,3,Injury_30DPI_rep2_FP200000264BL_A6,128,1,VLMC,inj,V,VLMC,VLMC
CELL.129,CELL.129,3,Injury_30DPI_rep2_FP200000264BL_A6,129,2,VLMC,inj,V,VLMC,VLMC
CELL.130,CELL.130,3,Injury_30DPI_rep2_FP200000264BL_A6,130,1,CP,uninj,V,VLMC,VLMC
CELL.131,CELL.131,3,Injury_30DPI_rep2_FP200000264BL_A6,131,1,CP,uninj,V,VLMC,VLMC
CELL.132,CELL.132,3,Injury_30DPI_rep2_FP200000264BL_A6,132,2,VLMC,inj,V,VLMC,VLMC
CELL.133,CELL.133,3,Injury_30DPI_rep2_FP200000264BL_A6,133,1,VLMC,uninj,V,VLMC,VLMC
CELL.134,CELL.134,5,Injury_30DPI_rep2_FP200000264BL_A6,134,1,CP,uninj,V,VLMC,VLMC
CELL.136,CELL.136,3,Injury_30DPI_rep2_FP200000264BL_A6,136,1,CP,inj,V,VLMC,VLMC
CELL.137,CELL.137,3,Injury_30DPI_rep2_FP200000264BL_A6,137,15,OLIGO,uninj,V,OLIGO,OLIGO
CELL.138,CELL.138,5,Injury_30DPI_rep2_FP200000264BL_A6,138,1,VLMC,uninj,V,VLMC,VLMC
CELL.139,CELL.139,5,Injury_30DPI_rep2_FP200000264BL_A6,139,1,CP,uninj,V,VLMC,VLMC
CELL.140,CELL.140,3,Injury_30DPI_rep2_FP200000264BL_A6,140,1,CP,inj,V,VLMC,VLMC
CELL.143,CELL.143,3,Injury_30DPI_rep2_FP200000264BL_A6,143,1,VLMC,uninj,V,VLMC,VLMC
CELL.144,CELL.144,3,Injury_30DPI_rep2_FP200000264BL_A6,144,1,CP,uninj,V,VLMC,VLMC
CELL.148,CELL.148,3,Injury_30DPI_rep2_FP200000264BL_A6,148,1,VLMC,inj,V,VLMC,VLMC
CELL.151,CELL.151,3,Injury_30DPI_rep2_FP200000264BL_A6,151,1,CP,uninj,V,VLMC,VLMC
CELL.153,CELL.153,3,Injury_30DPI_rep2_FP200000264BL_A6,153,1,VLMC,inj,V,VLMC,VLMC
CELL.154,CELL.154,5,Injury_30DPI_rep2_FP200000264BL_A6,154,1,CP,inj,V,VLMC,VLMC
CELL.156,CELL.156,5,Injury_30DPI_rep2_FP200000264BL_A6,156,1,VLMC,uninj,V,VLMC,VLMC
CELL.157,CELL.157,3,Injury_30DPI_rep2_FP200000264BL_A6,157,1,VLMC,inj,V,VLMC,VLMC
CELL.158,CELL.158,3,Injury_30DPI_rep2_FP200000264BL_A6,158,1,CP,uninj,V,VLMC,VLMC
CELL.159,CELL.159,3,Injury_30DPI_rep2_FP200000264BL_A6,159,1,CP,uninj,V,VLMC,VLMC
CELL.160,CELL.160,5,Injury_30DPI_rep2_FP200000264BL_A6,160,1,CP,uninj,V,VLMC,VLMC
CELL.161,CELL.161,3,Injury_30DPI_rep2_FP200000264BL_A6,161,1,CP,uninj,V,VLMC,VLMC
CELL.162,CELL.162,3,Injury_30DPI_rep2_FP200000264BL_A6,162,2,VLMC,inj,V,VLMC,VLMC
CELL.163,CELL.163,3,Injury_30DPI_rep2_FP200000264BL_A6,163,1,VLMC,uninj,V,VLMC,VLMC
CELL.164,CELL.164,3,Injury_30DPI_rep2_FP200000264BL_A6,164,1,VLMC,uninj,V,VLMC,VLMC
CELL.166,CELL.166,3,Injury_30DPI_rep2_FP200000264BL_A6,166,1,VLMC,inj,V,VLMC,VLMC
CELL.167,CELL.167,5,Injury_30DPI_rep2_FP200000264BL_A6,167,1,VLMC,uninj,V,VLMC,VLMC
CELL.169,CELL.169,3,Injury_30DPI_rep2_FP200000264BL_A6,169,1,CP,inj,V,VLMC,VLMC
CELL.171,CELL.171,3,Injury_30DPI_rep2_FP200000264BL_A6,171,1,VLMC,uninj,V,VLMC,VLMC
CELL.172,CELL.172,3,Injury_30DPI_rep2_FP200000264BL_A6,172,1,VLMC,uninj,V,VLMC,VLMC
CELL.173,CELL.173,3,Injury_30DPI_rep2_FP200000264BL_A6,173,15,OLIGO,uninj,V,OLIGO,OLIGO
CELL.174,CELL.174,3,Injury_30DPI_rep2_FP200000264BL_A6,174,1,CP,uninj,V,VLMC,VLMC
CELL.175,CELL.175,3,Injury_30DPI_rep2_FP200000264BL_A6,175,1,CP,uninj,V,VLMC,VLMC
CELL.176,CELL.176,0,Injury_30DPI_rep2_FP200000264BL_A6,176,0,CMPN,inj,V,CMPN,CMPN
CELL.180,CELL.180,3,Injury_30DPI_rep2_FP200000264BL_A6,180,1,VLMC,uninj,V,VLMC,VLMC
CELL.181,CELL.181,3,Injury_30DPI_rep2_FP200000264BL_A6,181,1,CP,inj,V,VLMC,VLMC
CELL.182,CELL.182,5,Injury_30DPI_rep2_FP200000264BL_A6,182,1,VLMC,uninj,V,VLMC,VLMC
CELL.183,CELL.183,3,Injury_30DPI_rep2_FP200000264BL_A6,183,1,VLMC,uninj,V,VLMC,VLMC
CELL.184,CELL.184,3,Injury_30DPI_rep2_FP200000264BL_A6,184,1,VLMC,uninj,V,VLMC,VLMC
CELL.185,CELL.185,3,Injury_30DPI_rep2_FP200000264BL_A6,185,1,CP,inj,V,VLMC,VLMC
CELL.186,CELL.186,3,Injury_30DPI_rep2_FP200000264BL_A6,186,1,VLMC,inj,V,VLMC,VLMC
CELL.189,CELL.189,5,Injury_30DPI_rep2_FP200000264BL_A6,189,1,CP,uninj,V,VLMC,VLMC
CELL.190,CELL.190,5,Injury_30DPI_rep2_FP200000264BL_A6,190,1,CP,uninj,V,VLMC,VLMC
CELL.191,CELL.191,3,Injury_30DPI_rep2_FP200000264BL_A6,191,1,VLMC,uninj,V,VLMC,VLMC
CELL.194,CELL.194,3,Injury_30DPI_rep2_FP200000264BL_A6,194,1,VLMC,uninj,V,VLMC,VLMC
CELL.195,CELL.195,3,Injury_30DPI_rep2_FP200000264BL_A6,195,10,BKC,inj,V,CCKIN,CCKIN
CELL.197,CELL.197,3,Injury_30DPI_rep2_FP200000264BL_A6,197,1,VLMC,uninj,V,VLMC,VLMC
CELL.199,CELL.199,3,Injury_30DPI_rep2_FP200000264BL_A6,199,1,CP,inj,V,VLMC,VLMC
CELL.201,CELL.201,5,Injury_30DPI_rep2_FP200000264BL_A6,201,1,CP,inj,V,VLMC,VLMC
CELL.202,CELL.202,3,Injury_30DPI_rep2_FP200000264BL_A6,202,1,CP,inj,V,VLMC,VLMC
CELL.204,CELL.204,3,Injury_30DPI_rep2_FP200000264BL_A6,204,1,VLMC,uninj,V,VLMC,VLMC
CELL.205,CELL.205,3,Injury_30DPI_rep2_FP200000264BL_A6,205,1,CP,uninj,V,VLMC,VLMC
CELL.210,CELL.210,5,Injury_30DPI_rep2_FP200000264BL_A6,210,1,CP,uninj,V,VLMC,VLMC
CELL.211,CELL.211,3,Injury_30DPI_rep2_FP200000264BL_A6,211,1,VLMC,uninj,V,VLMC,VLMC
CELL.212,CELL.212,5,Injury_30DPI_rep2_FP200000264BL_A6,212,1,CP,uninj,V,VLMC,VLMC
CELL.213,CELL.213,5,Injury_30DPI_rep2_FP200000264BL_A6,213,1,CP,uninj,V,VLMC,VLMC
CELL.214,CELL.214,3,Injury_30DPI_rep2_FP200000264BL_A6,214,1,CP,uninj,V,VLMC,VLMC
CELL.215,CELL.215,5,Injury_30DPI_rep2_FP200000264BL_A6,215,1,CP,inj,V,VLMC,VLMC
CELL.217,CELL.217,3,Injury_30DPI_rep2_FP200000264BL_A6,217,15,OLIGO,uninj,V,OLIGO,OLIGO
CELL.218,CELL.218,3,Injury_30DPI_rep2_FP200000264BL_A6,218,1,CP,uninj,V,VLMC,VLMC
CELL.219,CELL.219,3,Injury_30DPI_rep2_FP200000264BL_A6,219,1,VLMC,inj,V,VLMC,VLMC
CELL.220,CELL.220,5,Injury_30DPI_rep2_FP200000264BL_A6,220,0,CMPN,inj,V,CMPN,CMPN
CELL.221,CELL.221,3,Injury_30DPI_rep2_FP200000264BL_A6,221,15,OLIGO,inj,V,OLIGO,OLIGO
CELL.223,CELL.223,5,Injury_30DPI_rep2_FP200000264BL_A6,223,1,CP,uninj,V,VLMC,VLMC
CELL.224,CELL.224,3,Injury_30DPI_rep2_FP200000264BL_A6,224,1,CP,uninj,V,VLMC,VLMC
CELL.228,CELL.228,3,Injury_30DPI_rep2_FP200000264BL_A6,228,1,CP,inj,V,VLMC,VLMC
CELL.229,CELL.229,3,Injury_30DPI_rep2_FP200000264BL_A6,229,1,CP,inj,V,VLMC,VLMC
CELL.230,CELL.230,3,Injury_30DPI_rep2_FP200000264BL_A6,230,1,CP,inj,V,VLMC,VLMC
CELL.231,CELL.231,3,Injury_30DPI_rep2_FP200000264BL_A6,231,1,VLMC,uninj,V,VLMC,VLMC
CELL.232,CELL.232,0,Injury_30DPI_rep2_FP200000264BL_A6,232,0,CMPN,inj,V,CMPN,CMPN
CELL.236,CELL.236,0,Injury_30DPI_rep2_FP200000264BL_A6,236,1,CP,inj,V,VLMC,VLMC
CELL.238,CELL.238,0,Injury_30DPI_rep2_FP200000264BL_A6,238,0,CMPN,inj,V,CMPN,CMPN
CELL.239,CELL.239,3,Injury_30DPI_rep2_FP200000264BL_A6,239,1,VLMC,uninj,V,VLMC,VLMC
CELL.240,CELL.240,3,Injury_30DPI_rep2_FP200000264BL_A6,240,1,CP,uninj,V,VLMC,VLMC
CELL.241,CELL.241,5,Injury_30DPI_rep2_FP200000264BL_A6,241,1,CP,uninj,V,VLMC,VLMC
CELL.242,CELL.242,5,Injury_30DPI_rep2_FP200000264BL_A6,242,1,CP,inj,V,VLMC,VLMC
CELL.244,CELL.244,3,Injury_30DPI_rep2_FP200000264BL_A6,244,1,VLMC,uninj,V,VLMC,VLMC
CELL.245,CELL.245,5,Injury_30DPI_rep2_FP200000264BL_A6,245,1,CP,uninj,V,VLMC,VLMC
CELL.246,CELL.246,3,Injury_30DPI_rep2_FP200000264BL_A6,246,1,CP,inj,V,VLMC,VLMC
CELL.247,CELL.247,0,Injury_30DPI_rep2_FP200000264BL_A6,247,0,CMPN,inj,V,CMPN,CMPN
CELL.251,CELL.251,8,Injury_30DPI_rep2_FP200000264BL_A6,251,0,CMPN,inj,V,CMPN,CMPN
CELL.252,CELL.252,0,Injury_30DPI_rep2_FP200000264BL_A6,252,0,CMPN,inj,V,CMPN,CMPN
CELL.254,CELL.254,8,Injury_30DPI_rep2_FP200000264BL_A6,254,0,CMPN,inj,V,CMPN,CMPN
CELL.256,CELL.256,3,Injury_30DPI_rep2_FP200000264BL_A6,256,1,CP,uninj,V,VLMC,VLMC
CELL.257,CELL.257,3,Injury_30DPI_rep2_FP200000264BL_A6,257,2,VLMC,uninj,V,VLMC,VLMC
CELL.258,CELL.258,0,Injury_30DPI_rep2_FP200000264BL_A6,258,15,OLIGO,inj,V,OLIGO,OLIGO
CELL.259,CELL.259,0,Injury_30DPI_rep2_FP200000264BL_A6,259,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.260,CELL.260,3,Injury_30DPI_rep2_FP200000264BL_A6,260,2,VLMC,inj,V,VLMC,VLMC
CELL.261,CELL.261,8,Injury_30DPI_rep2_FP200000264BL_A6,261,0,CMPN,inj,V,CMPN,CMPN
CELL.263,CELL.263,5,Injury_30DPI_rep2_FP200000264BL_A6,263,3,DPEX,inj,V,MPIN,MPIN
CELL.268,CELL.268,3,Injury_30DPI_rep2_FP200000264BL_A6,268,1,CP,inj,V,VLMC,VLMC
CELL.269,CELL.269,8,Injury_30DPI_rep2_FP200000264BL_A6,269,0,CMPN,inj,V,CMPN,CMPN
CELL.271,CELL.271,3,Injury_30DPI_rep2_FP200000264BL_A6,271,1,CP,uninj,V,VLMC,VLMC
CELL.277,CELL.277,5,Injury_30DPI_rep2_FP200000264BL_A6,277,1,CP,uninj,V,VLMC,VLMC
CELL.278,CELL.278,8,Injury_30DPI_rep2_FP200000264BL_A6,278,0,CMPN,inj,V,CMPN,CMPN
CELL.281,CELL.281,8,Injury_30DPI_rep2_FP200000264BL_A6,281,0,CMPN,inj,V,CMPN,CMPN
CELL.282,CELL.282,3,Injury_30DPI_rep2_FP200000264BL_A6,282,1,CP,uninj,V,VLMC,VLMC
CELL.285,CELL.285,3,Injury_30DPI_rep2_FP200000264BL_A6,285,2,VLMC,uninj,V,VLMC,VLMC
CELL.286,CELL.286,8,Injury_30DPI_rep2_FP200000264BL_A6,286,0,CMPN,inj,V,CMPN,CMPN
CELL.287,CELL.287,0,Injury_30DPI_rep2_FP200000264BL_A6,287,0,CMPN,inj,V,CMPN,CMPN
CELL.288,CELL.288,0,Injury_30DPI_rep2_FP200000264BL_A6,288,0,CMPN,inj,V,CMPN,CMPN
CELL.289,CELL.289,3,Injury_30DPI_rep2_FP200000264BL_A6,289,1,CP,inj,V,VLMC,VLMC
CELL.290,CELL.290,3,Injury_30DPI_rep2_FP200000264BL_A6,290,10,BKC,inj,V,CCKIN,CCKIN
CELL.291,CELL.291,3,Injury_30DPI_rep2_FP200000264BL_A6,291,1,CP,inj,V,VLMC,VLMC
CELL.292,CELL.292,0,Injury_30DPI_rep2_FP200000264BL_A6,292,0,CMPN,inj,V,CMPN,CMPN
CELL.293,CELL.293,3,Injury_30DPI_rep2_FP200000264BL_A6,293,1,VLMC,uninj,V,VLMC,VLMC
CELL.296,CELL.296,8,Injury_30DPI_rep2_FP200000264BL_A6,296,0,CMPN,inj,V,CMPN,CMPN
CELL.299,CELL.299,8,Injury_30DPI_rep2_FP200000264BL_A6,299,0,CMPN,inj,V,CMPN,CMPN
CELL.300,CELL.300,0,Injury_30DPI_rep2_FP200000264BL_A6,300,0,NPYIN,inj,V,CMPN,CMPN
CELL.304,CELL.304,0,Injury_30DPI_rep2_FP200000264BL_A6,304,0,CMPN,inj,V,CMPN,CMPN
CELL.305,CELL.305,3,Injury_30DPI_rep2_FP200000264BL_A6,305,10,BKC,inj,V,CCKIN,CCKIN
CELL.306,CELL.306,8,Injury_30DPI_rep2_FP200000264BL_A6,306,0,CMPN,inj,V,CMPN,CMPN
CELL.307,CELL.307,8,Injury_30DPI_rep2_FP200000264BL_A6,307,0,CMPN,inj,V,CMPN,CMPN
CELL.309,CELL.309,8,Injury_30DPI_rep2_FP200000264BL_A6,309,0,CMPN,inj,V,CMPN,CMPN
CELL.310,CELL.310,1,Injury_30DPI_rep2_FP200000264BL_A6,310,10,BKC,inj,V,CCKIN,CCKIN
CELL.311,CELL.311,8,Injury_30DPI_rep2_FP200000264BL_A6,311,0,CMPN,inj,V,CMPN,CMPN
CELL.314,CELL.314,3,Injury_30DPI_rep2_FP200000264BL_A6,314,2,VLMC,uninj,V,VLMC,VLMC
CELL.316,CELL.316,3,Injury_30DPI_rep2_FP200000264BL_A6,316,1,CP,uninj,V,VLMC,VLMC
CELL.317,CELL.317,0,Injury_30DPI_rep2_FP200000264BL_A6,317,15,OLIGO,inj,V,OLIGO,OLIGO
CELL.318,CELL.318,0,Injury_30DPI_rep2_FP200000264BL_A6,318,10,BKC,inj,V,CCKIN,CCKIN
CELL.319,CELL.319,0,Injury_30DPI_rep2_FP200000264BL_A6,319,0,CMPN,inj,V,CMPN,CMPN
CELL.320,CELL.320,0,Injury_30DPI_rep2_FP200000264BL_A6,320,0,CMPN,inj,V,CMPN,CMPN
CELL.322,CELL.322,3,Injury_30DPI_rep2_FP200000264BL_A6,322,2,VLMC,uninj,V,VLMC,VLMC
CELL.323,CELL.323,0,Injury_30DPI_rep2_FP200000264BL_A6,323,0,CMPN,inj,V,CMPN,CMPN
CELL.326,CELL.326,8,Injury_30DPI_rep2_FP200000264BL_A6,326,0,CMPN,inj,V,CMPN,CMPN
CELL.327,CELL.327,8,Injury_30DPI_rep2_FP200000264BL_A6,327,0,CMPN,inj,V,CMPN,CMPN
