,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,x_center,y_center,inj_uninj,D_V,inj_M_L,Annotation_Final,Annotation_0306
CELL.23,CELL.23,4,Injury_2DPI_rep2_SS200000147BL_D5,23,8,1528.0,1693.0,uninj,V,NO,VLMC,VLMC
CELL.24,CELL.24,4,Injury_2DPI_rep2_SS200000147BL_D5,24,8,1721.0,1692.0,uninj,V,NO,VLMC,VLMC
CELL.25,CELL.25,4,Injury_2DPI_rep2_SS200000147BL_D5,25,8,1871.0,1692.0,uninj,V,NO,VLMC,VLMC
CELL.26,CELL.26,4,Injury_2DPI_rep2_SS200000147BL_D5,26,8,1757.0,1693.0,uninj,V,NO,VLMC,VLMC
CELL.27,CELL.27,4,Injury_2DPI_rep2_SS200000147BL_D5,27,8,1497.0,1699.0,uninj,V,NO,VLMC,VLMC
CELL.28,CELL.28,4,Injury_2DPI_rep2_SS200000147BL_D5,28,8,1806.0,1683.0,uninj,V,NO,VLMC,VLMC
CELL.29,CELL.29,4,Injury_2DPI_rep2_SS200000147BL_D5,29,8,1573.0,1702.0,uninj,V,NO,VLMC,VLMC
CELL.30,CELL.30,4,Injury_2DPI_rep2_SS200000147BL_D5,30,8,1621.0,1698.0,uninj,V,NO,VLMC,VLMC
CELL.31,CELL.31,4,Injury_2DPI_rep2_SS200000147BL_D5,31,3,1659.0,1701.0,uninj,V,NO,VLMC,VLMC
CELL.32,CELL.32,4,Injury_2DPI_rep2_SS200000147BL_D5,32,8,2379.0,1708.0,uninj,D,NO,VLMC,VLMC
CELL.33,CELL.33,4,Injury_2DPI_rep2_SS200000147BL_D5,33,3,2146.0,1699.0,uninj,V,NO,VLMC,VLMC
CELL.34,CELL.34,4,Injury_2DPI_rep2_SS200000147BL_D5,34,3,2250.0,1706.0,uninj,V,NO,VLMC,VLMC
CELL.35,CELL.35,4,Injury_2DPI_rep2_SS200000147BL_D5,35,3,2169.0,1705.0,uninj,V,NO,VLMC,VLMC
CELL.36,CELL.36,4,Injury_2DPI_rep2_SS200000147BL_D5,36,8,1545.0,1715.0,uninj,V,NO,VLMC,VLMC
CELL.37,CELL.37,4,Injury_2DPI_rep2_SS200000147BL_D5,37,8,1519.0,1720.0,uninj,V,NO,VLMC,VLMC
CELL.38,CELL.38,4,Injury_2DPI_rep2_SS200000147BL_D5,38,8,1466.0,1733.0,uninj,V,NO,VLMC,VLMC
CELL.39,CELL.39,4,Injury_2DPI_rep2_SS200000147BL_D5,39,8,1589.0,1726.0,uninj,V,NO,VLMC,VLMC
CELL.40,CELL.40,4,Injury_2DPI_rep2_SS200000147BL_D5,40,3,2224.0,1720.0,uninj,V,NO,VLMC,VLMC
CELL.41,CELL.41,4,Injury_2DPI_rep2_SS200000147BL_D5,41,8,1494.0,1729.0,uninj,V,NO,VLMC,VLMC
CELL.42,CELL.42,4,Injury_2DPI_rep2_SS200000147BL_D5,42,3,2275.0,1721.0,uninj,D,NO,VLMC,VLMC
CELL.43,CELL.43,4,Injury_2DPI_rep2_SS200000147BL_D5,43,8,1622.0,1729.0,uninj,V,NO,VLMC,VLMC
CELL.44,CELL.44,4,Injury_2DPI_rep2_SS200000147BL_D5,44,3,2308.0,1726.0,uninj,D,NO,VLMC,VLMC
CELL.45,CELL.45,4,Injury_2DPI_rep2_SS200000147BL_D5,45,8,1431.0,1741.0,uninj,V,NO,VLMC,VLMC
CELL.47,CELL.47,4,Injury_2DPI_rep2_SS200000147BL_D5,47,8,1653.0,1737.0,uninj,V,NO,VLMC,VLMC
CELL.48,CELL.48,4,Injury_2DPI_rep2_SS200000147BL_D5,48,8,2452.0,1739.0,uninj,D,NO,VLMC,VLMC
CELL.49,CELL.49,4,Injury_2DPI_rep2_SS200000147BL_D5,49,8,1554.0,1746.0,uninj,V,NO,VLMC,VLMC
CELL.51,CELL.51,4,Injury_2DPI_rep2_SS200000147BL_D5,51,3,2049.0,1742.0,uninj,V,NO,VLMC,VLMC
CELL.52,CELL.52,4,Injury_2DPI_rep2_SS200000147BL_D5,52,8,2641.0,1748.0,uninj,D,NO,VLMC,VLMC
CELL.53,CELL.53,4,Injury_2DPI_rep2_SS200000147BL_D5,53,3,1581.0,1749.0,uninj,V,NO,VLMC,VLMC
CELL.54,CELL.54,6,Injury_2DPI_rep2_SS200000147BL_D5,54,1,2474.0,1753.0,uninj,D,NO,CMPN,CMPN
CELL.55,CELL.55,4,Injury_2DPI_rep2_SS200000147BL_D5,55,3,1384.0,1762.0,uninj,V,NO,VLMC,VLMC
CELL.56,CELL.56,4,Injury_2DPI_rep2_SS200000147BL_D5,56,8,2673.0,1765.0,uninj,D,NO,VLMC,VLMC
CELL.57,CELL.57,1,Injury_2DPI_rep2_SS200000147BL_D5,57,1,2507.0,1763.0,uninj,D,NO,CMPN,CMPN
CELL.58,CELL.58,4,Injury_2DPI_rep2_SS200000147BL_D5,58,8,1519.0,1755.0,uninj,V,NO,VLMC,VLMC
CELL.59,CELL.59,6,Injury_2DPI_rep2_SS200000147BL_D5,59,9,2454.0,1766.0,uninj,D,NO,Microglia,MCG
CELL.60,CELL.60,4,Injury_2DPI_rep2_SS200000147BL_D5,60,3,2324.0,1766.0,uninj,D,NO,VLMC,VLMC
CELL.61,CELL.61,4,Injury_2DPI_rep2_SS200000147BL_D5,61,8,1416.0,1770.0,uninj,V,NO,VLMC,VLMC
CELL.62,CELL.62,4,Injury_2DPI_rep2_SS200000147BL_D5,62,8,1331.0,1773.0,uninj,V,NO,VLMC,VLMC
CELL.63,CELL.63,4,Injury_2DPI_rep2_SS200000147BL_D5,63,8,1469.0,1772.0,uninj,V,NO,VLMC,VLMC
CELL.65,CELL.65,1,Injury_2DPI_rep2_SS200000147BL_D5,65,6,2477.0,1778.0,uninj,D,NO,OBNBL,OBNBL
CELL.66,CELL.66,4,Injury_2DPI_rep2_SS200000147BL_D5,66,8,2722.0,1788.0,uninj,D,NO,VLMC,VLMC
CELL.67,CELL.67,6,Injury_2DPI_rep2_SS200000147BL_D5,67,6,2539.0,1782.0,uninj,D,NO,CMPN,CMPN
CELL.69,CELL.69,4,Injury_2DPI_rep2_SS200000147BL_D5,69,3,2048.0,1787.0,uninj,V,NO,VLMC,VLMC
CELL.70,CELL.70,4,Injury_2DPI_rep2_SS200000147BL_D5,70,8,1347.0,1800.0,uninj,V,NO,VLMC,VLMC
CELL.72,CELL.72,4,Injury_2DPI_rep2_SS200000147BL_D5,72,8,1416.0,1804.0,uninj,V,NO,VLMC,VLMC
CELL.73,CELL.73,4,Injury_2DPI_rep2_SS200000147BL_D5,73,8,2677.0,1800.0,uninj,D,NO,VLMC,VLMC
CELL.74,CELL.74,1,Injury_2DPI_rep2_SS200000147BL_D5,74,6,2442.0,1804.0,uninj,D,NO,OBNBL,OBNBL
CELL.75,CELL.75,4,Injury_2DPI_rep2_SS200000147BL_D5,75,8,2852.0,1815.0,uninj,D,NO,VLMC,VLMC
CELL.76,CELL.76,4,Injury_2DPI_rep2_SS200000147BL_D5,76,8,1448.0,1801.0,uninj,V,NO,VLMC,WSN
CELL.77,CELL.77,1,Injury_2DPI_rep2_SS200000147BL_D5,77,6,2565.0,1809.0,uninj,D,NO,OBNBL,OBNBL
CELL.78,CELL.78,1,Injury_2DPI_rep2_SS200000147BL_D5,78,3,1548.0,1802.0,uninj,V,NO,VLMC,VLMC
CELL.79,CELL.79,4,Injury_2DPI_rep2_SS200000147BL_D5,79,8,2787.0,1809.0,uninj,D,NO,VLMC,VLMC
CELL.81,CELL.81,1,Injury_2DPI_rep2_SS200000147BL_D5,81,6,2474.0,1807.0,uninj,D,NO,OBNBL,OBNBL
CELL.82,CELL.82,4,Injury_2DPI_rep2_SS200000147BL_D5,82,8,1318.0,1815.0,uninj,V,NO,VLMC,VLMC
CELL.84,CELL.84,4,Injury_2DPI_rep2_SS200000147BL_D5,84,8,1233.0,1823.0,uninj,V,NO,VLMC,VLMC
CELL.85,CELL.85,1,Injury_2DPI_rep2_SS200000147BL_D5,85,6,2517.0,1808.0,uninj,D,NO,OBNBL,OBNBL
CELL.86,CELL.86,4,Injury_2DPI_rep2_SS200000147BL_D5,86,3,2614.0,1817.0,uninj,D,NO,VLMC,VLMC
CELL.87,CELL.87,4,Injury_2DPI_rep2_SS200000147BL_D5,87,3,1383.0,1809.0,uninj,V,NO,VLMC,VLMC
CELL.88,CELL.88,4,Injury_2DPI_rep2_SS200000147BL_D5,88,3,2716.0,1816.0,uninj,D,NO,VLMC,VLMC
CELL.89,CELL.89,1,Injury_2DPI_rep2_SS200000147BL_D5,89,6,2497.0,1821.0,uninj,D,NO,OBNBL,OBNBL
CELL.90,CELL.90,4,Injury_2DPI_rep2_SS200000147BL_D5,90,8,1282.0,1827.0,uninj,V,NO,VLMC,VLMC
CELL.91,CELL.91,4,Injury_2DPI_rep2_SS200000147BL_D5,91,3,2032.0,1829.0,uninj,V,NO,VLMC,VLMC
CELL.93,CELL.93,4,Injury_2DPI_rep2_SS200000147BL_D5,93,3,1475.0,1829.0,uninj,V,NO,VLMC,VLMC
CELL.94,CELL.94,4,Injury_2DPI_rep2_SS200000147BL_D5,94,8,2767.0,1834.0,uninj,D,NO,VLMC,VLMC
CELL.95,CELL.95,4,Injury_2DPI_rep2_SS200000147BL_D5,95,3,1349.0,1833.0,uninj,V,NO,VLMC,VLMC
CELL.96,CELL.96,4,Injury_2DPI_rep2_SS200000147BL_D5,96,8,1195.0,1847.0,uninj,V,NO,VLMC,VLMC
CELL.97,CELL.97,4,Injury_2DPI_rep2_SS200000147BL_D5,97,8,2821.0,1833.0,uninj,D,NO,VLMC,VLMC
CELL.98,CELL.98,4,Injury_2DPI_rep2_SS200000147BL_D5,98,8,1319.0,1841.0,uninj,V,NO,VLMC,VLMC
CELL.99,CELL.99,4,Injury_2DPI_rep2_SS200000147BL_D5,99,3,1417.0,1845.0,uninj,V,NO,VLMC,VLMC
CELL.101,CELL.101,4,Injury_2DPI_rep2_SS200000147BL_D5,101,3,2662.0,1846.0,uninj,D,NO,VLMC,VLMC
CELL.103,CELL.103,4,Injury_2DPI_rep2_SS200000147BL_D5,103,8,1165.0,1863.0,uninj,V,NO,VLMC,VLMC
CELL.104,CELL.104,4,Injury_2DPI_rep2_SS200000147BL_D5,104,1,1989.0,1854.0,uninj,V,NO,CMPN,CMPN
CELL.105,CELL.105,4,Injury_2DPI_rep2_SS200000147BL_D5,105,8,2866.0,1852.0,uninj,D,NO,VLMC,VLMC
CELL.106,CELL.106,4,Injury_2DPI_rep2_SS200000147BL_D5,106,8,2048.0,1855.0,uninj,V,NO,VLMC,VLMC
CELL.107,CELL.107,4,Injury_2DPI_rep2_SS200000147BL_D5,107,8,2932.0,1860.0,uninj,D,NO,VLMC,VLMC
CELL.108,CELL.108,4,Injury_2DPI_rep2_SS200000147BL_D5,108,8,1139.0,1872.0,uninj,V,NO,VLMC,VLMC
CELL.111,CELL.111,4,Injury_2DPI_rep2_SS200000147BL_D5,111,3,2729.0,1859.0,uninj,D,NO,VLMC,VLMC
CELL.112,CELL.112,4,Injury_2DPI_rep2_SS200000147BL_D5,112,8,1280.0,1860.0,uninj,V,NO,VLMC,VLMC
CELL.113,CELL.113,4,Injury_2DPI_rep2_SS200000147BL_D5,113,8,1239.0,1872.0,uninj,V,NO,VLMC,VLMC
CELL.114,CELL.114,4,Injury_2DPI_rep2_SS200000147BL_D5,114,8,2965.0,1878.0,uninj,D,NO,VLMC,VLMC
CELL.115,CELL.115,4,Injury_2DPI_rep2_SS200000147BL_D5,115,8,1198.0,1880.0,uninj,V,NO,VLMC,VLMC
CELL.120,CELL.120,1,Injury_2DPI_rep2_SS200000147BL_D5,120,3,2584.0,1892.0,uninj,D,NO,VLMC,VLMC
CELL.121,CELL.121,4,Injury_2DPI_rep2_SS200000147BL_D5,121,3,1928.0,1893.0,uninj,V,NO,VLMC,VLMC
CELL.122,CELL.122,4,Injury_2DPI_rep2_SS200000147BL_D5,122,3,1248.0,1891.0,uninj,V,NO,VLMC,VLMC
CELL.123,CELL.123,4,Injury_2DPI_rep2_SS200000147BL_D5,123,3,2239.0,1893.0,uninj,V,NO,VLMC,VLMC
CELL.124,CELL.124,1,Injury_2DPI_rep2_SS200000147BL_D5,124,3,2473.0,1882.0,uninj,D,NO,VLMC,VLMC
CELL.125,CELL.125,4,Injury_2DPI_rep2_SS200000147BL_D5,125,8,1163.0,1895.0,uninj,V,NO,VLMC,VLMC
CELL.126,CELL.126,1,Injury_2DPI_rep2_SS200000147BL_D5,126,3,2558.0,1894.0,uninj,D,NO,VLMC,VLMC
CELL.127,CELL.127,1,Injury_2DPI_rep2_SS200000147BL_D5,127,3,2626.0,1902.0,uninj,D,NO,VLMC,VLMC
CELL.129,CELL.129,4,Injury_2DPI_rep2_SS200000147BL_D5,129,8,1106.0,1904.0,uninj,V,NO,VLMC,VLMC
CELL.130,CELL.130,6,Injury_2DPI_rep2_SS200000147BL_D5,130,6,2530.0,1900.0,uninj,D,NO,OBNBL,OBNBL
CELL.133,CELL.133,6,Injury_2DPI_rep2_SS200000147BL_D5,133,3,2812.0,1909.0,uninj,D,NO,VLMC,VLMC
CELL.135,CELL.135,4,Injury_2DPI_rep2_SS200000147BL_D5,135,8,1138.0,1907.0,uninj,V,NO,VLMC,VLMC
CELL.136,CELL.136,4,Injury_2DPI_rep2_SS200000147BL_D5,136,8,1385.0,1916.0,uninj,V,NO,VLMC,VLMC
CELL.137,CELL.137,4,Injury_2DPI_rep2_SS200000147BL_D5,137,3,1506.0,1921.0,uninj,V,NO,VLMC,VLMC
CELL.138,CELL.138,1,Injury_2DPI_rep2_SS200000147BL_D5,138,3,2696.0,1922.0,uninj,D,NO,VLMC,VLMC
CELL.139,CELL.139,4,Injury_2DPI_rep2_SS200000147BL_D5,139,3,2659.0,1917.0,uninj,D,NO,VLMC,VLMC
CELL.140,CELL.140,4,Injury_2DPI_rep2_SS200000147BL_D5,140,8,1047.0,1918.0,uninj,V,NO,VLMC,VLMC
CELL.141,CELL.141,4,Injury_2DPI_rep2_SS200000147BL_D5,141,8,1068.0,1929.0,uninj,V,NO,VLMC,VLMC
CELL.144,CELL.144,6,Injury_2DPI_rep2_SS200000147BL_D5,144,6,2318.0,1936.0,uninj,D,NO,OBNBL,OBNBL
CELL.145,CELL.145,1,Injury_2DPI_rep2_SS200000147BL_D5,145,3,2610.0,1946.0,uninj,D,NO,VLMC,VLMC
CELL.146,CELL.146,1,Injury_2DPI_rep2_SS200000147BL_D5,146,6,2565.0,1938.0,uninj,D,NO,OBNBL,OBNBL
CELL.147,CELL.147,4,Injury_2DPI_rep2_SS200000147BL_D5,147,3,1464.0,1937.0,uninj,V,NO,VLMC,VLMC
CELL.148,CELL.148,1,Injury_2DPI_rep2_SS200000147BL_D5,148,4,2523.0,1939.0,uninj,D,NO,SCGNIN,SCGNIN
CELL.151,CELL.151,4,Injury_2DPI_rep2_SS200000147BL_D5,151,3,1547.0,1940.0,uninj,V,NO,VLMC,VLMC
CELL.152,CELL.152,1,Injury_2DPI_rep2_SS200000147BL_D5,152,3,2723.0,1943.0,uninj,D,NO,VLMC,VLMC
CELL.153,CELL.153,6,Injury_2DPI_rep2_SS200000147BL_D5,153,8,1918.0,1948.0,uninj,V,NO,VLMC,VLMC
CELL.155,CELL.155,6,Injury_2DPI_rep2_SS200000147BL_D5,155,3,2442.0,1947.0,uninj,D,NO,VLMC,VLMC
CELL.156,CELL.156,4,Injury_2DPI_rep2_SS200000147BL_D5,156,3,1610.0,1950.0,uninj,V,NO,VLMC,VLMC
CELL.157,CELL.157,4,Injury_2DPI_rep2_SS200000147BL_D5,157,8,961.0,1961.0,uninj,V,NO,VLMC,VLMC
CELL.158,CELL.158,6,Injury_2DPI_rep2_SS200000147BL_D5,158,3,1698.0,1949.0,uninj,V,NO,VLMC,VLMC
CELL.159,CELL.159,4,Injury_2DPI_rep2_SS200000147BL_D5,159,3,3216.0,1948.0,uninj,D,NO,VLMC,VLMC
CELL.161,CELL.161,4,Injury_2DPI_rep2_SS200000147BL_D5,161,3,1889.0,1953.0,uninj,V,NO,VLMC,VLMC
CELL.162,CELL.162,4,Injury_2DPI_rep2_SS200000147BL_D5,162,8,931.0,1974.0,uninj,V,NO,VLMC,VLMC
CELL.165,CELL.165,1,Injury_2DPI_rep2_SS200000147BL_D5,165,3,2651.0,1960.0,uninj,D,NO,VLMC,VLMC
CELL.166,CELL.166,4,Injury_2DPI_rep2_SS200000147BL_D5,166,8,984.0,1966.0,uninj,V,NO,VLMC,VLMC
CELL.167,CELL.167,1,Injury_2DPI_rep2_SS200000147BL_D5,167,3,2784.0,1975.0,uninj,D,NO,VLMC,VLMC
CELL.168,CELL.168,4,Injury_2DPI_rep2_SS200000147BL_D5,168,3,1539.0,1980.0,uninj,V,NO,VLMC,VLMC
CELL.169,CELL.169,6,Injury_2DPI_rep2_SS200000147BL_D5,169,3,2124.0,1982.0,uninj,V,NO,VLMC,VLMC
CELL.170,CELL.170,4,Injury_2DPI_rep2_SS200000147BL_D5,170,3,1572.0,1984.0,uninj,V,NO,VLMC,VLMC
CELL.171,CELL.171,4,Injury_2DPI_rep2_SS200000147BL_D5,171,3,1508.0,1984.0,uninj,V,NO,VLMC,VLMC
CELL.172,CELL.172,4,Injury_2DPI_rep2_SS200000147BL_D5,172,8,966.0,1984.0,uninj,V,NO,VLMC,VLMC
CELL.175,CELL.175,6,Injury_2DPI_rep2_SS200000147BL_D5,175,3,2297.0,1990.0,uninj,D,NO,VLMC,VLMC
CELL.176,CELL.176,6,Injury_2DPI_rep2_SS200000147BL_D5,176,9,1357.0,1992.0,uninj,V,NO,Microglia,MCG
CELL.177,CELL.177,1,Injury_2DPI_rep2_SS200000147BL_D5,177,3,2618.0,1985.0,uninj,D,NO,VLMC,VLMC
CELL.178,CELL.178,4,Injury_2DPI_rep2_SS200000147BL_D5,178,3,1291.0,1996.0,uninj,V,NO,VLMC,VLMC
CELL.179,CELL.179,6,Injury_2DPI_rep2_SS200000147BL_D5,179,1,1328.0,2001.0,uninj,V,NO,CMPN,CMPN
CELL.183,CELL.183,1,Injury_2DPI_rep2_SS200000147BL_D5,183,3,2643.0,1998.0,uninj,D,NO,VLMC,VLMC
CELL.184,CELL.184,6,Injury_2DPI_rep2_SS200000147BL_D5,184,4,2247.0,2005.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.185,CELL.185,1,Injury_2DPI_rep2_SS200000147BL_D5,185,3,2515.0,2003.0,uninj,D,NO,VLMC,VLMC
CELL.187,CELL.187,4,Injury_2DPI_rep2_SS200000147BL_D5,187,8,898.0,2002.0,uninj,V,NO,VLMC,VLMC
CELL.189,CELL.189,4,Injury_2DPI_rep2_SS200000147BL_D5,189,3,2370.0,1988.0,uninj,D,NO,VLMC,VLMC
CELL.190,CELL.190,4,Injury_2DPI_rep2_SS200000147BL_D5,190,3,2386.0,2001.0,uninj,D,NO,VLMC,VLMC
CELL.191,CELL.191,1,Injury_2DPI_rep2_SS200000147BL_D5,191,3,2736.0,2011.0,uninj,D,NO,VLMC,VLMC
CELL.192,CELL.192,6,Injury_2DPI_rep2_SS200000147BL_D5,192,4,2762.0,2011.0,uninj,D,NO,SCGNIN,SCGNIN
CELL.193,CELL.193,6,Injury_2DPI_rep2_SS200000147BL_D5,193,1,1370.0,2014.0,uninj,V,NO,CMPN,CMPN
CELL.195,CELL.195,1,Injury_2DPI_rep2_SS200000147BL_D5,195,3,2433.0,2011.0,uninj,D,NO,VLMC,VLMC
CELL.196,CELL.196,4,Injury_2DPI_rep2_SS200000147BL_D5,196,3,1273.0,2013.0,uninj,V,NO,VLMC,VLMC
CELL.197,CELL.197,6,Injury_2DPI_rep2_SS200000147BL_D5,197,3,2478.0,2014.0,uninj,D,NO,VLMC,VLMC
CELL.198,CELL.198,6,Injury_2DPI_rep2_SS200000147BL_D5,198,6,2922.0,2021.0,uninj,D,NO,OBNBL,OBNBL
CELL.199,CELL.199,1,Injury_2DPI_rep2_SS200000147BL_D5,199,4,2693.0,2024.0,uninj,D,NO,SCGNIN,SCGNIN
CELL.200,CELL.200,4,Injury_2DPI_rep2_SS200000147BL_D5,200,3,1817.0,2022.0,uninj,V,NO,VLMC,VLMC
CELL.202,CELL.202,1,Injury_2DPI_rep2_SS200000147BL_D5,202,2,1393.0,2025.0,uninj,V,NO,MSN,MSN
CELL.203,CELL.203,4,Injury_2DPI_rep2_SS200000147BL_D5,203,1,3292.0,2028.0,uninj,D,NO,CMPN,CMPN
CELL.204,CELL.204,1,Injury_2DPI_rep2_SS200000147BL_D5,204,3,2626.0,2030.0,uninj,D,NO,VLMC,VLMC
CELL.206,CELL.206,4,Injury_2DPI_rep2_SS200000147BL_D5,206,3,2351.0,2023.0,uninj,D,NO,VLMC,VLMC
CELL.207,CELL.207,1,Injury_2DPI_rep2_SS200000147BL_D5,207,3,2502.0,2033.0,uninj,D,NO,VLMC,VLMC
CELL.208,CELL.208,1,Injury_2DPI_rep2_SS200000147BL_D5,208,4,2754.0,2036.0,uninj,D,NO,SCGNIN,SCGNIN
CELL.209,CELL.209,6,Injury_2DPI_rep2_SS200000147BL_D5,209,3,2296.0,2040.0,uninj,D,NO,VLMC,VLMC
CELL.210,CELL.210,1,Injury_2DPI_rep2_SS200000147BL_D5,210,3,2461.0,2038.0,uninj,D,NO,VLMC,VLMC
CELL.211,CELL.211,4,Injury_2DPI_rep2_SS200000147BL_D5,211,6,1417.0,2038.0,uninj,V,NO,OBNBL,OBNBL
CELL.213,CELL.213,1,Injury_2DPI_rep2_SS200000147BL_D5,213,6,1357.0,2034.0,uninj,V,NO,OBNBL,OBNBL
CELL.215,CELL.215,1,Injury_2DPI_rep2_SS200000147BL_D5,215,4,2725.0,2049.0,uninj,D,NO,SCGNIN,SCGNIN
CELL.216,CELL.216,1,Injury_2DPI_rep2_SS200000147BL_D5,216,3,2594.0,2043.0,uninj,D,NO,VLMC,VLMC
CELL.218,CELL.218,4,Injury_2DPI_rep2_SS200000147BL_D5,218,7,3005.0,2050.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.221,CELL.221,1,Injury_2DPI_rep2_SS200000147BL_D5,221,6,1392.0,2051.0,uninj,V,NO,OBNBL,OBNBL
CELL.222,CELL.222,4,Injury_2DPI_rep2_SS200000147BL_D5,222,3,2511.0,2058.0,uninj,D,NO,VLMC,VLMC
CELL.223,CELL.223,1,Injury_2DPI_rep2_SS200000147BL_D5,223,3,2687.0,2051.0,uninj,D,NO,VLMC,VLMC
CELL.226,CELL.226,6,Injury_2DPI_rep2_SS200000147BL_D5,226,6,2226.0,2051.0,uninj,V,NO,OBNBL,OBNBL
CELL.227,CELL.227,1,Injury_2DPI_rep2_SS200000147BL_D5,227,3,2547.0,2066.0,uninj,D,NO,VLMC,VLMC
CELL.228,CELL.228,1,Injury_2DPI_rep2_SS200000147BL_D5,228,2,2814.0,2063.0,uninj,D,NO,MSN,MSN
CELL.229,CELL.229,4,Injury_2DPI_rep2_SS200000147BL_D5,229,3,2488.0,2066.0,uninj,D,NO,VLMC,VLMC
CELL.230,CELL.230,4,Injury_2DPI_rep2_SS200000147BL_D5,230,3,1314.0,2065.0,uninj,V,NO,VLMC,VLMC
CELL.231,CELL.231,6,Injury_2DPI_rep2_SS200000147BL_D5,231,6,2062.0,2067.0,uninj,V,NO,OBNBL,OBNBL
CELL.232,CELL.232,1,Injury_2DPI_rep2_SS200000147BL_D5,232,2,2850.0,2065.0,uninj,D,NO,MSN,MSN
CELL.234,CELL.234,1,Injury_2DPI_rep2_SS200000147BL_D5,234,3,2439.0,2071.0,uninj,D,NO,VLMC,VLMC
CELL.237,CELL.237,1,Injury_2DPI_rep2_SS200000147BL_D5,237,6,2300.0,2078.0,uninj,D,NO,OBNBL,OBNBL
CELL.238,CELL.238,1,Injury_2DPI_rep2_SS200000147BL_D5,238,3,2463.0,2077.0,uninj,D,NO,VLMC,VLMC
CELL.239,CELL.239,1,Injury_2DPI_rep2_SS200000147BL_D5,239,4,2749.0,2077.0,uninj,D,NO,SCGNIN,SCGNIN
CELL.240,CELL.240,1,Injury_2DPI_rep2_SS200000147BL_D5,240,4,2774.0,2083.0,uninj,D,NO,SCGNIN,SCGNIN
CELL.241,CELL.241,6,Injury_2DPI_rep2_SS200000147BL_D5,241,1,2936.0,2081.0,uninj,D,NO,CMPN,CMPN
CELL.242,CELL.242,4,Injury_2DPI_rep2_SS200000147BL_D5,242,3,2518.0,2086.0,uninj,D,NO,VLMC,VLMC
CELL.243,CELL.243,6,Injury_2DPI_rep2_SS200000147BL_D5,243,3,2577.0,2088.0,uninj,D,NO,VLMC,VLMC
CELL.246,CELL.246,1,Injury_2DPI_rep2_SS200000147BL_D5,246,4,2717.0,2086.0,uninj,D,NO,SCGNIN,SCGNIN
CELL.247,CELL.247,1,Injury_2DPI_rep2_SS200000147BL_D5,247,3,1269.0,2089.0,uninj,V,NO,VLMC,VLMC
CELL.248,CELL.248,4,Injury_2DPI_rep2_SS200000147BL_D5,248,8,1007.0,2095.0,uninj,V,NO,VLMC,VLMC
